# Odd core environment

This is a list of the first 10000 integers in consecutive order. For every `n`:
- `oc` is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- `k` is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0.
- `dist` is the odd-to-odd Collatz stopping distance of oc.
- `base3` and `base2` representations of the oc are given.
- residues of oc modulo a set of small primes then follow (`m3`, `m5`, etc)

oc,k,dist,base3,base2,m3,m5,m7,m11,m13,m17,m19,m23,m29
207,1,31,21200,11001111,0,2,4,9,12,3,17,0,4
415,0,48,120101,110011111,1,0,2,8,12,7,16,1,9
13,5,2,111,1101,1,3,6,2,0,13,13,13,13
417,0,48,120110,110100001,0,2,4,10,1,9,18,3,11
209,1,12,21202,11010001,2,4,6,0,1,5,0,2,6
419,0,12,120112,110100011,2,4,6,1,3,11,1,5,13
105,2,12,10220,1101001,0,0,0,6,1,3,10,13,18
421,0,12,120121,110100101,1,1,1,3,5,13,3,7,15
211,1,12,21211,11010011,1,1,1,2,3,7,2,4,8
423,0,9,120200,110100111,0,3,3,5,7,15,5,9,17
53,3,2,1222,110101,2,3,4,9,1,2,15,7,24
425,0,19,120202,110101001,2,0,5,7,9,0,7,11,19
213,1,2,21220,11010101,0,3,3,4,5,9,4,6,10
427,0,17,120211,110101011,1,2,0,9,11,2,9,13,21
107,2,36,10222,1101011,2,2,2,8,3,5,12,15,20
429,0,36,120220,110101101,0,4,2,0,0,4,11,15,23
215,1,36,21222,11010111,2,0,5,6,7,11,6,8,12
431,0,12,120222,110101111,2,1,4,2,2,6,13,17,25
27,4,41,1000,11011,0,2,6,5,1,10,8,4,27
433,0,7,121001,110110001,1,3,6,4,4,8,15,19,27
217,1,7,22001,11011001,1,2,0,8,9,13,8,10,14
435,0,7,121010,110110011,0,0,1,6,6,10,17,21,0
109,2,41,11001,1101101,1,4,4,10,5,7,14,17,22
437,0,41,121012,110110101,2,2,3,8,8,12,0,0,2
219,1,17,22010,11011011,0,4,2,10,11,15,10,12,16
439,0,17,121021,110110111,1,4,5,10,10,14,2,2,4
55,3,41,2001,110111,1,0,6,0,3,4,17,9,26
441,0,7,121100,110111001,0,1,0,1,12,16,4,4,6
221,1,41,22012,11011101,2,1,4,1,0,0,12,14,18
443,0,17,121102,110111011,2,3,2,3,1,1,6,6,8
111,2,24,11010,1101111,0,1,6,1,7,9,16,19,24
445,0,24,121111,110111101,1,0,4,5,3,3,8,8,10
223,1,24,22021,11011111,1,3,6,3,2,2,14,16,20
447,0,34,121120,110111111,0,2,6,7,5,5,10,10,12
7,6,5,21,111,1,2,0,7,7,7,7,7,7
449,0,41,121122,111000001,2,4,1,9,7,7,12,12,14
225,1,17,22100,11100001,0,0,1,5,4,4,16,18,22
451,0,17,121201,111000011,1,1,3,0,9,9,14,14,16
113,2,2,11012,1110001,2,3,1,3,9,11,18,21,26
453,0,2,121210,111000101,0,3,5,2,11,11,16,16,18
227,1,2,22102,11100011,2,2,3,7,6,6,18,20,24
455,0,12,121212,111000111,2,0,0,4,0,13,18,18,20
57,3,10,2010,111001,0,2,1,2,5,6,0,11,28
457,0,46,121221,111001001,1,2,2,6,2,15,1,20,22
229,1,10,22111,11100101,1,4,5,9,8,8,1,22,26
459,0,46,122000,111001011,0,4,4,8,4,0,3,22,24
115,2,10,11021,1110011,1,0,3,5,11,13,1,0,28
461,0,10,122002,111001101,2,1,6,10,6,2,5,1,26
231,1,46,22120,11100111,0,1,0,0,10,10,3,1,28
463,0,46,122011,111001111,1,3,1,1,8,4,7,3,28
29,4,5,1002,11101,2,4,1,7,3,12,10,6,0
465,0,10,122020,111010001,0,0,3,3,10,6,9,5,1
233,1,29,22122,11101001,2,3,2,2,12,12,5,3,1
467,0,29,122022,111010011,2,2,5,5,12,8,11,7,3
117,2,5,11100,1110101,0,2,5,7,0,15,3,2,1
469,0,5,122101,111010101,1,4,0,7,1,10,13,9,5
235,1,46,22201,11101011,1,0,4,4,1,14,7,5,3
471,0,46,122110,111010111,0,1,2,9,3,12,15,11,7
59,3,10,2012,111011,2,4,3,4,7,8,2,13,1
473,0,10,122112,111011001,2,3,4,0,5,14,17,13,9
237,1,10,22210,11101101,0,2,6,6,3,16,9,7,5
475,0,7,122121,111011011,1,0,6,2,7,16,0,15,11
119,2,10,11102,1110111,2,4,0,9,2,0,5,4,3
477,0,10,122200,111011101,0,2,1,4,9,1,2,17,13
239,1,17,22212,11101111,2,4,1,8,5,1,11,9,7
479,0,17,122202,111011111,2,4,3,6,11,3,4,19,15
15,5,5,120,1111,0,0,1,4,2,15,15,15,15
481,0,15,122211,111100001,1,1,5,8,0,5,6,21,17
241,1,5,22221,11110001,1,1,3,10,7,3,13,11,9
483,0,5,122220,111100011,0,3,0,10,2,7,8,0,19
121,2,34,11111,1111001,1,1,2,0,4,2,7,6,5
485,0,34,122222,111100101,2,0,2,1,4,9,10,2,21
243,1,34,100000,11110011,0,3,5,1,9,5,15,13,11
487,0,51,200001,111100111,1,2,4,3,6,11,12,4,23
61,3,5,2021,111101,1,1,5,6,9,10,4,15,3
489,0,15,200010,111101001,0,4,6,5,8,13,14,6,25
245,1,5,100002,11110101,2,0,0,3,11,7,17,15,13
491,0,51,200012,111101011,2,1,1,7,10,15,16,8,27
123,2,15,11120,1111011,0,3,4,2,6,4,9,8,7
493,0,15,200021,111101101,1,3,3,9,12,0,18,10,0
247,1,15,100011,11110111,1,2,2,5,0,9,0,17,15
495,0,34,200100,111101111,0,0,5,0,1,2,1,12,2
31,4,39,1011,11111,1,1,3,9,5,14,12,8,2
497,0,5,200102,111110001,2,2,0,2,3,4,3,14,4
249,1,15,100020,11111001,0,4,4,7,2,11,2,19,17
499,0,15,200111,111110011,1,4,2,4,5,6,5,16,6
125,2,39,11122,1111101,2,0,6,4,8,6,11,10,9
501,0,39,200120,111110101,0,1,4,6,7,8,7,18,8
251,1,22,100022,11111011,2,1,6,9,4,13,4,21,19
503,0,22,200122,111110111,2,3,6,8,9,10,9,20,10
63,3,39,2100,111111,0,3,0,8,11,12,6,17,5
505,0,20,200201,111111001,1,0,1,10,11,12,11,22,12
253,1,39,100101,11111101,1,3,1,0,6,15,6,0,21
507,0,10,200210,111111011,0,2,3,1,0,14,13,1,14
127,2,15,11201,1111111,1,2,1,6,10,8,13,12,11
509,0,15,200212,111111101,2,4,5,3,2,16,15,3,16
255,1,15,100110,11111111,0,0,3,2,8,0,8,2,23
511,0,20,200221,111111111,1,1,0,5,4,1,17,5,18
1,9,0,1,1,1,1,1,1,1,1,1,1,1
513,0,10,201000,1000000001,0,3,2,7,6,3,0,7,20
257,1,44,100112,100000001,2,2,5,4,10,2,10,4,25
515,0,44,201002,1000000011,2,0,4,9,8,5,2,9,22
129,2,44,11210,10000001,0,4,3,8,12,10,15,14,13
517,0,44,201011,1000000101,1,2,6,0,10,7,4,11,24
259,1,44,100121,100000011,1,4,0,6,12,4,12,6,27
519,0,20,201020,1000000111,0,4,1,2,12,9,6,13,26
65,3,8,2102,1000001,2,0,2,10,0,14,8,19,7
521,0,44,201022,1000001001,2,1,3,4,1,11,8,15,28
261,1,8,100200,100000101,0,1,2,8,1,6,14,8,0
523,0,44,201101,1000001011,1,3,5,6,3,13,10,17,1
131,2,8,11212,10000011,2,1,5,10,1,12,17,16,15
525,0,8,201110,1000001101,0,0,0,8,5,15,12,19,3
263,1,27,100202,100000111,2,3,4,10,3,8,16,10,2
527,0,27,201112,1000001111,2,2,2,10,7,0,14,21,5
33,4,8,1020,100001,0,3,5,0,7,16,14,10,4
529,0,8,201121,1000010001,1,4,4,1,9,2,16,0,7
265,1,44,100211,100001001,1,0,6,1,5,10,18,12,4
531,0,44,201200,1000010011,0,1,6,3,11,4,18,2,9
133,2,8,11221,10000101,1,3,0,1,3,14,0,18,17
533,0,8,201202,1000010101,2,3,1,5,0,6,1,4,11
267,1,5,100220,100001011,0,2,1,3,7,12,1,14,6
535,0,5,201211,1000010111,1,0,3,7,2,8,3,6,13
67,3,8,2111,1000011,1,2,4,1,2,16,10,21,9
537,0,5,201220,1000011001,0,2,5,9,4,10,5,8,15
269,1,8,100222,100001101,2,4,3,5,9,14,3,16,8
539,0,15,201222,1000011011,2,4,0,0,6,12,7,10,17
135,2,13,12000,10000111,0,0,2,3,5,16,2,20,19
541,0,13,202001,1000011101,1,1,2,2,8,14,9,12,19
271,1,13,101001,100001111,1,1,5,7,11,16,5,18,10
543,0,49,202010,1000011111,0,3,4,4,10,16,11,14,21
17,5,3,122,10001,2,2,3,6,4,0,17,17,17
545,0,13,202012,1000100001,2,0,6,6,12,1,13,16,23
273,1,8,101010,100010001,0,3,0,9,0,1,7,20,12
547,0,8,202021,1000100011,1,2,1,8,1,3,15,18,25
137,2,32,12002,10001001,2,2,4,5,7,1,4,22,21
549,0,32,202100,1000100101,0,4,3,10,3,5,17,20,27
275,1,32,101012,100010011,2,0,2,0,2,3,9,22,14
551,0,13,202102,1000100111,2,1,5,1,5,7,0,22,0
69,3,3,2120,1000101,0,4,6,3,4,1,12,0,11
553,0,49,202111,1000101001,1,3,0,3,7,9,2,1,2
277,1,3,101021,100010101,1,2,4,2,4,5,11,1,16
555,0,8,202120,1000101011,0,0,2,5,9,11,4,3,4
139,2,13,12011,10001011,1,4,6,7,9,3,6,1,23
557,0,13,202122,1000101101,2,2,4,7,11,13,6,5,6
279,1,13,101100,100010111,0,4,6,4,6,7,13,3,18
559,0,30,202201,1000101111,1,4,6,9,0,15,8,7,8
35,4,3,1022,100011,2,0,0,2,9,1,16,12,6
561,0,13,202210,1000110001,0,1,1,0,2,0,10,9,10
281,1,13,101102,100011001,2,1,1,6,8,9,15,5,20
563,0,13,202212,1000110011,2,3,3,2,4,2,12,11,12
141,2,3,12020,10001101,0,1,1,9,11,5,8,3,25
565,0,3,202221,1000110101,1,0,5,4,6,4,14,13,14
283,1,20,101111,100011011,1,3,3,8,10,11,17,7,22
567,0,20,210000,1000110111,0,2,0,6,8,6,16,15,16
71,3,37,2122,1000111,2,1,1,5,6,3,14,2,13
569,0,18,210002,1000111001,2,4,2,8,10,8,18,17,18
285,1,37,101120,100011101,0,0,5,10,12,13,0,9,24
571,0,8,210011,1000111011,1,1,4,10,12,10,1,19,20
143,2,37,12022,10001111,2,3,3,0,0,7,10,5,27
573,0,37,210020,1000111101,0,3,6,1,1,12,3,21,22
287,1,13,101122,100011111,2,2,0,1,1,15,2,11,26
575,0,13,210022,1000111111,2,0,1,3,3,14,5,0,24
9,6,6,100,1001,0,4,2,9,9,9,9,9,9
577,0,8,210101,1001000001,1,2,3,5,5,16,7,2,26
289,1,8,101201,100100001,1,4,2,3,3,0,4,13,28
579,0,8,210110,1001000011,0,4,5,7,7,1,9,4,28
145,2,42,12101,10010001,1,0,5,2,2,9,12,7,0
581,0,42,210112,1001000101,2,1,0,9,9,3,11,6,1
291,1,42,101210,100100011,0,1,4,5,5,2,6,15,1
583,0,8,210121,1001000111,1,3,2,0,11,5,13,8,3
73,3,42,2201,1001001,1,3,3,7,8,5,16,4,15
585,0,18,210200,1001001001,0,0,4,2,0,7,15,10,5
293,1,42,101212,100100101,2,3,6,7,7,4,8,17,3
587,0,42,210202,1001001011,2,2,6,4,2,9,17,12,7
147,2,42,12110,10010011,0,2,0,4,4,11,14,9,2
589,0,42,210211,1001001101,1,4,1,6,4,11,0,14,9
295,1,18,101221,100100111,1,0,1,9,9,6,10,19,5
591,0,18,210220,1001001111,0,1,3,8,6,13,2,16,11
37,4,6,1101,100101,1,2,2,4,11,3,18,14,8
593,0,25,210222,1001010001,2,3,5,10,8,15,4,18,13
297,1,25,102000,100101001,0,2,3,0,11,8,12,21,7
595,0,25,211001,1001010011,1,0,0,1,10,0,6,20,15
149,2,6,12112,10010101,2,4,2,6,6,13,16,11,4
597,0,6,211010,1001010101,0,2,2,3,12,2,8,22,17
299,1,42,102002,100101011,2,4,5,2,0,10,14,0,9
599,0,42,211012,1001010111,2,4,4,5,1,4,10,1,19
75,3,3,2210,1001011,0,0,5,9,10,7,18,6,17
601,0,18,211021,1001011001,1,1,6,7,3,6,12,3,21
301,1,3,102011,100101101,1,1,0,4,2,12,16,2,11
603,0,23,211100,1001011011,0,3,1,9,5,8,14,5,23
151,2,3,12121,10010111,1,1,4,8,8,15,18,13,6
605,0,3,211102,1001011101,2,0,3,0,7,10,16,7,25
303,1,13,102020,100101111,0,3,2,6,4,14,18,4,13
607,0,13,211111,1001011111,1,2,5,2,9,12,18,9,27
19,5,6,201,10011,1,4,5,8,6,2,0,19,19
609,0,47,211120,1001100001,0,4,0,4,11,14,1,11,0
305,1,11,102022,100110001,2,0,4,8,6,16,1,6,15
611,0,11,211122,1001100011,2,1,2,6,0,16,3,13,2
153,2,11,12200,10011001,0,3,6,10,10,0,1,15,8
613,0,11,211201,1001100101,1,3,4,8,2,1,5,15,4
307,1,11,102101,100110011,1,2,6,10,8,1,3,8,17
615,0,23,211210,1001100111,0,0,6,10,4,3,7,17,6
77,3,6,2212,1001101,2,2,0,0,12,9,1,8,19
617,0,47,211212,1001101001,2,2,1,1,6,5,9,19,8
309,1,6,102110,100110101,0,4,1,1,10,3,5,10,19
619,0,47,211221,1001101011,1,4,3,3,8,7,11,21,10
155,2,30,12202,10011011,2,0,1,1,12,2,3,17,10
621,0,30,212000,1001101101,0,1,5,5,10,9,13,0,12
311,1,30,102112,100110111,2,1,3,3,12,5,7,12,21
623,0,47,212002,1001101111,2,3,0,7,12,11,15,2,14
39,4,11,1110,100111,0,4,4,6,0,5,1,16,10
625,0,6,212011,1001110001,1,0,2,9,1,13,17,4,16
313,1,47,102121,100111001,1,3,5,5,1,7,9,14,23
627,0,47,212020,1001110011,0,2,4,0,3,15,0,6,18
157,2,11,12211,10011101,1,2,3,3,1,4,5,19,12
629,0,11,212022,1001110101,2,4,6,2,5,0,2,8,20
315,1,11,102200,100111011,0,0,0,7,3,9,11,16,25
631,0,11,212101,1001110111,1,1,1,4,7,2,4,10,22
79,3,11,2221,1001111,1,4,2,2,1,11,3,10,21
633,0,8,212110,1001111001,0,3,3,6,9,4,6,12,24
317,1,11,102202,100111101,2,2,2,9,5,11,13,18,27
635,0,8,212112,1001111011,2,0,5,8,11,6,8,14,26
159,2,18,12220,10011111,0,4,5,5,3,6,7,21,14
637,0,18,212121,1001111101,1,2,0,10,0,8,10,16,28
319,1,18,102211,100111111,1,4,4,0,7,13,15,20,0
639,0,47,212200,1001111111,0,4,2,1,2,10,12,18,1
5,7,1,12,101,2,0,5,5,5,5,5,5,5
641,0,16,212202,1010000001,2,1,4,3,4,12,14,20,3
321,1,6,102220,101000001,0,1,6,2,9,15,17,22,2
643,0,6,212211,1010000011,1,3,6,5,6,14,16,22,5
161,2,35,12222,10100001,2,1,0,7,5,8,9,0,16
645,0,35,212220,1010000101,0,0,1,7,8,16,18,1,7
323,1,35,102222,101000011,2,3,1,4,11,0,0,1,4
647,0,11,212222,1010000111,2,2,3,9,10,1,1,3,9
81,3,6,10000,1010001,0,1,4,4,3,13,5,12,23
649,0,52,220001,1010001001,1,4,5,0,12,3,3,5,11
325,1,6,110001,101000101,1,0,3,6,0,2,2,3,6
651,0,35,220010,1010001011,0,1,0,2,1,5,5,7,13
163,2,6,20001,10100011,1,3,2,9,7,10,11,2,18
653,0,6,220012,1010001101,2,3,2,4,3,7,7,9,15
327,1,52,110010,101000111,0,2,5,8,2,4,4,5,8
655,0,52,220021,1010001111,1,0,4,6,5,9,9,11,17
41,4,40,1112,101001,2,1,6,8,2,7,3,18,12
657,0,16,220100,1010010001,0,2,6,8,7,11,11,13,19
329,1,16,110012,101001001,2,4,0,10,4,6,6,7,10
659,0,16,220102,1010010011,2,4,1,10,9,13,13,15,21
165,2,40,20010,10100101,0,0,4,0,9,12,13,4,20
661,0,40,220111,1010010101,1,1,3,1,11,15,15,17,23
331,1,6,110021,101001011,1,1,2,1,6,8,8,9,12
663,0,6,220120,1010010111,0,3,5,3,0,0,17,19,25
83,3,40,10002,1010011,2,3,6,6,5,15,7,14,25
665,0,16,220122,1010011001,2,0,0,5,2,2,0,21,27
333,1,40,110100,101001101,0,3,4,3,8,10,10,11,14
667,0,52,220201,1010011011,1,2,2,7,4,4,2,0,0
167,2,23,20012,10100111,2,2,6,2,11,14,15,6,22
669,0,23,220210,1010011101,0,4,4,9,6,6,4,2,2
335,1,23,110102,101001111,2,0,6,5,10,12,12,13,16
671,0,33,220212,1010011111,2,1,6,0,8,8,6,4,4
21,5,1,210,10101,0,1,0,10,8,4,2,21,21
673,0,21,220221,1010100001,1,3,1,2,10,10,8,6,6
337,1,40,110111,101010001,1,2,1,7,12,14,14,15,18
675,0,40,221000,1010100011,0,0,3,4,12,12,10,8,8
169,2,16,20021,10101001,1,4,1,4,0,16,17,8,24
677,0,16,221002,1010100101,2,2,5,6,1,14,12,10,10
339,1,16,110120,101010011,0,4,3,9,1,16,16,17,20
679,0,21,221011,1010100111,1,4,0,8,3,16,14,12,12
85,3,1,10011,1010101,1,0,1,8,7,0,9,16,27
681,0,21,221020,1010101001,0,1,2,10,5,1,16,14,14
341,1,1,110122,101010101,2,1,5,0,3,1,18,19,22
683,0,11,221022,1010101011,2,3,4,1,7,3,18,16,16
171,2,45,20100,10101011,0,1,3,6,2,1,0,10,26
685,0,45,221101,1010101101,1,0,6,3,9,5,1,18,18
343,1,45,110201,101010111,1,3,0,2,5,3,1,21,24
687,0,11,221110,1010101111,0,2,1,5,11,7,3,20,20
43,4,9,1121,101011,1,3,1,10,4,9,5,20,14
689,0,45,221112,1010110001,2,4,3,7,0,9,5,22,22
345,1,45,110210,101011001,0,0,2,4,7,5,3,0,26
691,0,45,221121,1010110011,1,1,5,9,2,11,7,1,24
173,2,9,20102,10101101,2,3,5,8,4,3,2,12,28
693,0,9,221200,1010110101,0,3,0,0,4,13,9,3,26
347,1,45,110212,101011011,2,2,4,6,9,7,5,2,28
695,0,45,221202,1010110111,2,0,2,2,6,15,11,5,28
87,3,9,10020,1010111,0,2,3,10,9,2,11,18,0
697,0,45,221211,1010111001,1,2,4,4,8,0,13,7,1
349,1,9,110221,101011101,1,4,6,8,11,9,7,4,1
699,0,21,221220,1010111011,0,4,6,6,10,2,15,9,3
175,2,28,20111,10101111,1,0,0,10,6,5,4,14,1
701,0,28,221222,1010111101,2,1,1,8,12,4,17,11,5
351,1,28,111000,101011111,0,1,1,10,0,11,9,6,3
703,0,62,222001,1010111111,1,3,3,10,1,6,0,13,7
11,6,4,102,1011,2,1,4,0,11,11,11,11,11
705,0,9,222010,1011000001,0,0,5,1,3,8,2,15,9
353,1,45,111002,101100001,2,3,3,1,2,13,11,8,5
707,0,45,222012,1011000011,2,2,0,3,5,10,4,17,11
177,2,9,20120,10110001,0,2,2,1,8,7,6,16,3
709,0,9,222021,1011000101,1,4,2,5,7,12,6,19,13
355,1,9,111011,101100011,1,0,5,3,4,15,13,10,7
711,0,21,222100,1011000111,0,1,4,7,9,14,8,21,15
89,3,9,10022,1011001,2,4,5,1,11,4,13,20,2
713,0,6,222102,1011001001,2,3,6,9,11,16,10,0,17
357,1,9,111020,101100101,0,2,0,5,6,0,15,12,9
715,0,6,222111,1011001011,1,0,1,0,0,1,12,2,19
179,2,9,20122,10110011,2,4,4,3,10,9,8,18,5
717,0,9,222120,1011001101,0,2,3,2,2,3,14,4,21
359,1,16,111022,101100111,2,4,2,7,8,2,17,14,11
719,0,16,222122,1011001111,2,4,5,4,4,5,16,6,23
45,4,4,1200,101101,0,0,3,1,6,11,7,22,16
721,0,14,222201,1011010001,1,1,0,6,6,7,18,8,25
361,1,14,111101,101101001,1,1,4,9,10,4,0,16,13
723,0,14,222210,1011010011,0,3,2,8,8,9,1,10,27
181,2,4,20201,10110101,1,1,6,5,12,11,10,20,7
725,0,4,222212,1011010101,2,0,4,10,10,11,3,12,0
363,1,14,111110,101101011,0,3,6,0,12,6,2,18,15
727,0,14,222221,1011010111,1,2,6,1,12,13,5,14,2
91,3,33,10101,1011011,1,1,0,3,0,6,15,22,4
729,0,9,1000000,1011011001,0,4,1,3,1,15,7,16,4
365,1,33,111112,101101101,2,0,1,2,1,8,4,20,17
731,0,50,1000002,1011011011,2,1,3,5,3,0,9,18,6
183,2,33,20210,10110111,0,3,1,7,1,13,12,22,9
733,0,33,1000011,1011011101,1,3,5,7,5,2,11,20,8
367,1,14,111121,101101111,1,2,3,4,3,10,6,22,19
735,0,14,1000020,1011011111,0,0,0,9,7,4,13,22,10
23,5,4,212,10111,2,3,2,1,10,6,4,0,23
737,0,50,1000022,1011100001,2,2,2,0,9,6,15,1,12
369,1,4,111200,101110001,0,4,5,6,5,12,8,1,21
739,0,4,1000101,1011100011,1,4,4,2,11,8,17,3,14
185,2,14,20212,10111001,2,0,3,9,3,15,14,1,11
741,0,14,1000110,1011100101,0,1,6,4,0,10,0,5,16
371,1,14,111202,101110011,2,1,0,8,7,14,10,3,23
743,0,33,1000112,1011100111,2,3,1,6,2,12,2,7,18
93,3,4,10110,1011101,0,3,2,5,2,8,17,1,6
745,0,31,1000121,1011101001,1,0,3,8,4,14,4,9,20
373,1,4,111211,101110101,1,3,2,10,9,16,12,5,25
747,0,14,1000200,1011101011,0,2,5,10,6,16,6,11,22
187,2,14,20221,10111011,1,2,5,0,5,0,16,3,13
749,0,14,1000202,1011101101,2,4,0,1,8,1,8,13,24
375,1,14,111220,101110111,0,0,4,1,11,1,14,7,27
751,0,50,1000211,1011101111,1,1,2,3,10,3,10,15,26
47,4,38,1202,101111,2,2,5,3,8,13,9,1,18
753,0,4,1000220,1011110001,0,3,4,5,12,5,12,17,28
377,1,21,111222,101111001,2,2,6,3,0,3,16,9,0
755,0,21,1000222,1011110011,2,0,6,7,1,7,14,19,1
189,2,38,21000,10111101,0,4,0,2,7,2,18,5,15
757,0,38,1001001,1011110101,1,2,1,9,3,9,16,21,3
379,1,19,112001,101111011,1,4,1,5,2,5,18,11,2
759,0,19,1001010,1011110111,0,4,3,0,5,11,18,0,5
95,3,38,10112,1011111,2,0,4,7,4,10,0,3,8
761,0,9,1001012,1011111001,2,1,5,2,7,13,1,2,7
381,1,38,112010,101111101,0,1,3,7,4,7,1,13,4
763,0,55,1001021,1011111011,1,3,0,4,9,15,3,4,9
191,2,14,21002,10111111,2,1,2,4,9,4,1,7,17
765,0,14,1001100,1011111101,0,0,2,6,11,0,5,6,11
383,1,14,112012,101111111,2,3,5,9,6,9,3,15,6
767,0,19,1001102,1011111111,2,2,4,8,0,2,7,8,13
3,8,2,10,11,0,3,3,3,3,3,3,3,3
769,0,9,1001111,1100000001,1,4,6,10,2,4,9,10,15
385,1,9,112021,110000001,1,0,0,0,8,11,5,17,8
771,0,9,1001120,1100000011,0,1,1,1,4,6,11,12,17
193,2,43,21011,11000001,1,3,4,6,11,6,3,9,19
773,0,43,1001122,1100000101,2,3,3,3,6,8,13,14,19
387,1,43,112100,110000011,0,2,2,2,10,13,7,19,10
775,0,55,1001201,1100000111,1,0,5,5,8,10,15,16,21
97,3,43,10121,1100001,1,2,6,9,6,12,2,5,10
777,0,9,1001210,1100001001,0,2,0,7,10,12,17,18,23
389,1,43,112102,110000101,2,4,4,4,12,15,9,21,12
779,0,19,1001212,1100001011,2,4,2,9,12,14,0,20,25
195,2,43,21020,11000011,0,0,6,8,0,8,5,11,21
781,0,43,1001221,1100001101,1,1,4,0,1,16,2,22,27
391,1,43,112111,110000111,1,1,6,6,1,0,11,0,14
783,0,43,1002000,1100001111,0,3,6,2,3,1,4,1,0
49,4,7,1211,110001,1,4,0,5,10,15,11,3,20
785,0,43,1002002,1100010001,2,0,1,4,5,3,6,3,2
393,1,19,112120,110001001,0,3,1,8,3,2,13,2,16
787,0,19,1002011,1100010011,1,2,3,6,7,5,8,5,4
197,2,7,21022,11000101,2,2,1,10,2,10,7,13,23
789,0,7,1002020,1100010101,0,4,5,8,9,7,10,7,6
395,1,26,112122,110001011,2,0,3,10,5,4,15,4,18
791,0,26,1002022,1100010111,2,1,0,10,11,9,12,9,8
99,3,7,10200,1100011,0,4,1,0,8,14,4,7,12
793,0,26,1002101,1100011001,1,3,2,1,0,11,14,11,10
397,1,7,112201,110001101,1,2,5,1,7,6,17,6,20
795,0,36,1002110,1100011011,0,0,4,3,2,13,16,13,12
199,2,43,21101,11000111,1,4,3,1,4,12,9,15,25
797,0,43,1002112,1100011101,2,2,6,5,4,15,18,15,14
399,1,43,112210,110001111,0,4,0,3,9,8,0,8,22
799,0,24,1002121,1100011111,1,4,1,7,6,0,1,17,16
25,5,7,221,11001,1,0,4,3,12,8,6,2,25
801,0,19,1002200,1100100001,0,1,3,9,8,2,3,19,18
401,1,4,112212,110010001,2,1,2,5,11,10,2,10,24
803,0,4,1002202,1100100011,2,3,5,0,10,4,5,21,20
201,2,4,21110,11001001,0,1,5,3,6,14,11,17,27
805,0,4,1002211,1100100101,1,0,0,2,12,6,7,0,22
403,1,4,112221,110010011,1,3,4,7,0,12,4,12,26
807,0,24,1002220,1100100111,0,2,2,4,1,8,9,2,24
101,3,7,10202,1100101,2,1,3,2,10,16,6,9,14
809,0,14,1002222,1100101001,2,4,4,6,3,10,11,4,26
405,1,7,120000,110010101,0,0,6,9,2,14,6,14,28
811,0,48,1010001,1100101011,1,1,6,8,5,12,13,6,28
203,2,12,21112,11001011,2,3,0,5,8,16,13,19,0
813,0,12,1010010,1100101101,0,3,1,10,7,14,15,8,1
407,1,12,120002,110010111,2,2,1,0,4,16,8,16,1
815,0,48,1010012,1100101111,2,0,3,1,9,16,17,10,3
51,4,7,1220,110011,0,1,2,7,12,0,13,5,22
817,0,12,1010021,1100110001,1,2,5,3,11,1,0,12,5
409,1,12,120011,110011001,1,4,3,2,6,1,10,18,3
819,0,12,1010100,1100110011,0,4,0,5,0,3,2,14,7
205,2,7,21121,11001101,1,0,2,7,10,1,15,21,2
821,0,7,1010102,1100110101,2,1,2,7,2,5,4,16,9
411,1,48,120020,110011011,0,1,5,4,8,3,12,20,5
823,0,48,1010111,1100110111,1,3,4,9,4,7,6,18,11
103,3,31,10211,1100111,1,3,5,4,12,1,8,11,16
825,0,48,1010120,1100111001,0,0,6,0,6,9,8,20,13
413,1,31,120022,110011101,2,3,0,6,10,5,14,22,7
827,0,12,1010122,1100111011,2,2,1,2,8,11,10,22,15
207,2,31,21200,11001111,0,2,4,9,12,3,17,0,4
829,0,31,1010201,1100111101,1,4,3,4,10,13,12,1,17
415,1,48,120101,110011111,1,0,2,8,12,7,16,1,9
831,0,48,1010210,1100111111,0,1,5,6,12,15,14,3,19
13,6,2,111,1101,1,3,6,2,0,13,13,13,13
833,0,7,1010212,1101000001,2,3,0,8,1,0,16,5,21
417,1,48,120110,110100001,0,2,4,10,1,9,18,3,11
835,0,48,1010221,1101000011,1,0,2,10,3,2,18,7,23
209,2,12,21202,11010001,2,4,6,0,1,5,0,2,6
837,0,12,1011000,1101000101,0,2,4,1,5,4,1,9,25
419,1,12,120112,110100011,2,4,6,1,3,11,1,5,13
839,0,29,1011002,1101000111,2,4,6,3,7,6,3,11,27
105,3,12,10220,1101001,0,0,0,6,1,3,10,13,18
841,0,12,1011011,1101001001,1,1,1,5,9,8,5,13,0
421,1,12,120121,110100101,1,1,1,3,5,13,3,7,15
843,0,12,1011020,1101001011,0,3,3,7,11,10,7,15,2
211,2,12,21211,11010011,1,1,1,2,3,7,2,4,8
845,0,12,1011022,1101001101,2,0,5,9,0,12,9,17,4
423,1,9,120200,110100111,0,3,3,5,7,15,5,9,17
847,0,9,1011101,1101001111,1,2,0,0,2,14,11,19,6
53,4,2,1222,110101,2,3,4,9,1,2,15,7,24
849,0,19,1011110,1101010001,0,4,2,2,4,16,13,21,8
425,1,19,120202,110101001,2,0,5,7,9,0,7,11,19
