# "Odd core neighbor" fingerprints by Collatz odd-to-odd stopping distance, for 10000 integers

desc,k,oc,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31
oc(1659+1),2,415,1,0,2,8,12,7,16,1,9,12
oc(1671-1),1,835,1,0,2,10,3,2,18,7,23,29
oc(1671+1),3,209,2,4,6,0,1,5,0,2,6,23
oc(1677-1),2,419,2,4,6,1,3,11,1,5,13,16
oc(1677+1),1,839,2,4,6,3,7,6,3,11,27,2
oc(1681-1),4,105,0,0,0,6,1,3,10,13,18,12
oc(1681+1),1,841,1,1,1,5,9,8,5,13,0,4
oc(1683-1),1,841,1,1,1,5,9,8,5,13,0,4
oc(1683+1),2,421,1,1,1,3,5,13,3,7,15,18
oc(1685-1),2,421,1,1,1,3,5,13,3,7,15,18
oc(1685+1),1,843,0,3,3,7,11,10,7,15,2,6
oc(1687-1),1,843,0,3,3,7,11,10,7,15,2,6
oc(1687+1),3,211,1,1,1,2,3,7,2,4,8,25
oc(1725-1),2,431,2,1,4,2,2,6,13,17,25,28
oc(1725+1),1,863,2,3,2,5,5,13,8,12,22,26
oc(1755-1),1,877,1,2,2,8,6,10,3,3,7,9
oc(1755+1),2,439,1,4,5,10,10,14,2,2,4,5
oc(1803-1),1,901,1,1,5,10,4,0,8,4,2,2
oc(1803+1),2,451,1,1,3,0,9,9,14,14,16,17
oc(1821-1),2,455,2,0,0,4,0,13,18,18,20,21
oc(1821+1),1,911,2,1,1,9,1,10,18,14,12,12
oc(1825-1),5,57,0,2,1,2,5,6,0,11,28,26
oc(1825+1),1,913,1,3,3,0,3,12,1,16,14,14
oc(1833-1),3,229,1,4,5,9,8,8,1,22,26,12
oc(1833+1),1,917,2,2,0,4,7,16,5,20,18,18
oc(2007-1),1,1003,1,3,2,2,2,0,15,14,17,11
oc(2007+1),3,251,2,1,6,9,4,13,4,21,19,3
oc(2011-1),1,1005,0,0,4,4,4,2,17,16,19,13
oc(2011+1),2,503,2,3,6,8,9,10,9,20,10,7
oc(3253-1),2,813,0,3,1,10,7,14,15,8,1,7
oc(3253+1),1,1627,1,2,3,10,2,12,12,17,3,15
oc(3269-1),2,817,1,2,5,3,11,1,0,12,5,11
oc(3269+1),1,1635,0,0,4,7,10,3,1,2,11,23
oc(3277-1),2,819,0,4,0,5,0,3,2,14,7,13
oc(3277+1),1,1639,1,4,1,0,1,7,5,6,15,27
oc(3309-1),2,827,2,2,1,2,8,11,10,22,15,21
oc(3309+1),1,1655,2,0,3,5,4,6,2,22,2,12
oc(3319-1),1,1659,0,4,0,9,8,10,6,3,6,16
oc(3319+1),3,415,1,0,2,8,12,7,16,1,9,12
oc(3343-1),1,1671,0,1,5,10,7,5,18,15,18,28
oc(3343+1),4,209,2,4,6,0,1,5,0,2,6,23
oc(3349-1),2,837,0,2,4,1,5,4,1,9,25,0
oc(3349+1),1,1675,1,0,2,3,11,9,3,19,22,1
oc(3353-1),3,419,2,4,6,1,3,11,1,5,13,16
oc(3353+1),1,1677,0,2,4,5,0,11,5,21,24,3
oc(3361-1),5,105,0,0,0,6,1,3,10,13,18,12
oc(3361+1),1,1681,1,1,1,9,4,15,9,2,28,7
oc(3363-1),1,1681,1,1,1,9,4,15,9,2,28,7
oc(3363+1),2,841,1,1,1,5,9,8,5,13,0,4
oc(3365-1),2,841,1,1,1,5,9,8,5,13,0,4
oc(3365+1),1,1683,0,3,3,0,6,0,11,4,1,9
oc(3373-1),2,843,0,3,3,7,11,10,7,15,2,6
oc(3373+1),1,1687,1,2,0,4,10,4,15,8,5,13
oc(3381-1),2,845,2,0,5,9,0,12,9,17,4,8
oc(3381+1),1,1691,2,1,4,8,1,8,0,12,9,17
oc(3387-1),1,1693,1,3,6,10,3,10,2,14,11,19
oc(3387+1),2,847,1,2,0,0,2,14,11,19,6,10
oc(3393-1),6,53,2,3,4,9,1,2,15,7,24,22
oc(3393+1),1,1697,2,2,3,3,7,14,6,18,15,23
oc(3453-1),2,863,2,3,2,5,5,13,8,12,22,26
oc(3453+1),1,1727,2,2,5,0,11,10,17,2,16,22
oc(3457-1),7,27,0,2,6,5,1,10,8,4,27,27
oc(3457+1),1,1729,1,4,0,2,0,12,0,4,18,24
oc(3511-1),1,1755,0,0,5,6,0,4,7,7,15,19
oc(3511+1),3,439,1,4,5,10,10,14,2,2,4,5
oc(3607-1),1,1803,0,3,4,10,9,1,17,9,5,5
oc(3607+1),3,451,1,1,3,0,9,9,14,14,16,17
oc(3609-1),3,451,1,1,3,0,9,9,14,14,16,17
oc(3609+1),1,1805,2,0,6,1,11,3,0,11,7,7
oc(3645-1),2,911,2,1,1,9,1,10,18,14,12,12
oc(3645+1),1,1823,2,3,3,8,3,4,18,6,25,25
oc(3649-1),6,57,0,2,1,2,5,6,0,11,28,26
oc(3649+1),1,1825,1,0,5,10,5,6,1,8,27,27
oc(3651-1),1,1825,1,0,5,10,5,6,1,8,27,27
oc(3651+1),2,913,1,3,3,0,3,12,1,16,14,14
oc(3665-1),4,229,1,4,5,9,8,8,1,22,26,12
oc(3665+1),1,1833,0,3,6,7,0,14,9,16,6,4
oc(3667-1),1,1833,0,3,6,7,0,14,9,16,6,4
oc(3667+1),2,917,2,2,0,4,7,16,5,20,18,18
oc(3687-1),1,1843,1,3,2,6,10,7,0,3,16,14
oc(3687+1),3,461,2,1,6,10,6,2,5,1,26,27
oc(3719-1),1,1859,2,4,4,0,0,6,16,19,3,30
oc(3719+1),3,465,0,0,3,3,10,6,9,5,1,0
oc(4001-1),5,125,2,0,6,4,8,6,11,10,9,1
oc(4001+1),1,2001,0,1,6,10,12,12,6,0,0,17
oc(4007-1),1,2003,2,3,1,1,1,14,8,2,2,19
oc(4007+1),3,501,0,1,4,6,7,8,7,18,8,5
oc(4013-1),2,1003,1,3,2,2,2,0,15,14,17,11
oc(4013+1),1,2007,0,2,5,5,5,1,12,6,6,23
oc(4015-1),1,2007,0,2,5,5,5,1,12,6,6,23
oc(4015+1),4,251,2,1,6,9,4,13,4,21,19,3
oc(4023-1),1,2011,1,1,2,9,9,5,16,10,10,27
oc(4023+1),3,503,2,3,6,8,9,10,9,20,10,7
oc(6513-1),4,407,2,2,1,0,4,16,8,16,1,4
oc(6513+1),1,3257,2,2,2,1,7,10,8,14,9,2
oc(6517-1),2,1629,0,4,5,1,4,14,14,19,5,17
oc(6517+1),1,3259,1,4,4,3,9,12,10,16,11,4
oc(6541-1),2,1635,0,0,4,7,10,3,1,2,11,23
oc(6541+1),1,3271,1,1,2,4,8,7,3,5,23,16
oc(6549-1),2,1637,2,2,6,9,12,5,3,4,13,25
oc(6549+1),1,3275,2,0,6,8,12,11,7,9,27,20
oc(6603-1),1,3301,1,1,4,1,12,3,14,12,24,15
oc(6603+1),2,1651,1,1,6,1,0,2,17,18,27,8
oc(6617-1),3,827,2,2,1,2,8,11,10,22,15,21
oc(6617+1),1,3309,0,4,5,9,7,11,3,20,3,23
oc(6621-1),2,1655,2,0,3,5,4,6,2,22,2,12
oc(6621+1),1,3311,2,1,0,0,9,13,5,22,5,25
oc(6637-1),2,1659,0,4,0,9,8,10,6,3,6,16
oc(6637+1),1,3319,1,4,1,8,4,4,13,7,13,2
oc(6651-1),1,3325,1,0,0,3,10,10,0,13,19,8
oc(6651+1),2,1663,1,3,4,2,12,14,10,7,10,20
oc(6685-1),2,1671,0,1,5,10,7,5,18,15,18,28
oc(6685+1),1,3343,1,3,4,10,2,11,18,8,8,26
oc(6689-1),5,209,2,4,6,0,1,5,0,2,6,23
oc(6689+1),1,3345,0,0,6,1,4,13,1,10,10,28
oc(6695-1),1,3347,2,2,1,3,6,15,3,12,12,30
oc(6695+1),3,837,0,2,4,1,5,4,1,9,25,0
oc(6705-1),4,419,2,4,6,1,3,11,1,5,13,16
oc(6705+1),1,3353,2,3,0,9,12,4,9,18,18,5
oc(6707-1),1,3353,2,3,0,9,12,4,9,18,18,5
oc(6707+1),2,1677,0,2,4,5,0,11,5,21,24,3
oc(6709-1),2,1677,0,2,4,5,0,11,5,21,24,3
oc(6709+1),1,3355,1,0,2,0,1,6,11,20,20,7
oc(6721-1),6,105,0,0,0,6,1,3,10,13,18,12
oc(6721+1),1,3361,1,1,1,6,7,12,17,3,26,13
oc(6723-1),1,3361,1,1,1,6,7,12,17,3,26,13
oc(6723+1),2,1681,1,1,1,9,4,15,9,2,28,7
oc(6725-1),2,1681,1,1,1,9,4,15,9,2,28,7
oc(6725+1),1,3363,0,3,3,8,9,14,0,5,28,15
oc(6731-1),1,3365,2,0,5,10,11,16,2,7,1,17
oc(6731+1),2,1683,0,3,3,0,6,0,11,4,1,9
oc(6733-1),2,1683,0,3,3,0,6,0,11,4,1,9
oc(6733+1),1,3367,1,2,0,1,0,1,4,9,3,19
oc(6741-1),2,1685,2,0,5,2,8,2,13,6,3,11
oc(6741+1),1,3371,2,1,4,5,4,5,8,13,7,23
oc(6749-1),2,1687,1,2,0,4,10,4,15,8,5,13
oc(6749+1),1,3375,0,0,1,9,8,9,12,17,11,27
oc(6769-1),4,423,0,3,3,5,7,15,5,9,17,20
oc(6769+1),1,3385,1,0,4,8,5,2,3,4,21,6
oc(6775-1),1,3387,0,2,6,10,7,4,5,6,23,8
oc(6775+1),3,847,1,2,0,0,2,14,11,19,6,10
oc(6787-1),1,3393,0,3,5,5,0,10,11,12,0,14
oc(6787+1),2,1697,2,2,3,3,7,14,6,18,15,23
oc(6831-1),1,3415,1,0,6,5,9,15,14,11,22,5
oc(6831+1),4,427,1,2,0,9,11,2,9,13,21,24
oc(6901-1),2,1725,0,0,3,9,9,8,15,0,14,20
oc(6901+1),1,3451,1,1,0,8,6,0,12,1,0,10
oc(6913-1),8,27,0,2,6,5,1,10,8,4,27,27
oc(6913+1),1,3457,1,2,6,3,12,6,18,7,6,16
oc(6915-1),1,3457,1,2,6,3,12,6,18,7,6,16
oc(6915+1),2,1729,1,4,0,2,0,12,0,4,18,24
oc(6945-1),5,217,1,2,0,8,9,13,8,10,14,0
oc(6945+1),1,3473,2,3,1,8,2,5,15,0,22,1
oc(7019-1),1,3509,2,4,2,0,12,7,13,13,0,6
oc(7019+1),2,1755,0,0,5,6,0,4,7,7,15,19
oc(7021-1),2,1755,0,0,5,6,0,4,7,7,15,19
oc(7021+1),1,3511,1,1,4,2,1,9,15,15,2,8
oc(7213-1),2,1803,0,3,4,10,9,1,17,9,5,5
oc(7213+1),1,3607,1,2,2,10,6,3,16,19,11,11
oc(7217-1),4,451,1,1,3,0,9,9,14,14,16,17
oc(7217+1),1,3609,0,4,4,1,8,5,18,21,13,13
oc(7219-1),1,3609,0,4,4,1,8,5,18,21,13,13
oc(7219+1),2,1805,2,0,6,1,11,3,0,11,7,7
oc(7225-1),3,903,0,3,0,1,6,2,10,6,4,4
oc(7225+1),1,3613,1,3,1,5,12,9,3,2,17,17
oc(7239-1),1,3619,1,4,0,0,5,15,9,8,23,23
oc(7239+1),3,905,2,0,2,3,8,4,12,8,6,6
oc(7285-1),2,1821,0,1,1,6,1,2,16,4,23,23
oc(7285+1),1,3643,1,3,3,2,3,5,14,9,18,16
oc(7299-1),1,3649,1,4,2,8,9,11,1,15,24,22
oc(7299+1),2,1825,1,0,5,10,5,6,1,8,27,27
oc(7301-1),2,1825,1,0,5,10,5,6,1,8,27,27
oc(7301+1),1,3651,0,1,4,10,11,13,3,17,26,24
oc(7307-1),1,3653,2,3,6,1,0,15,5,19,28,26
oc(7307+1),2,1827,0,2,0,1,7,8,3,10,0,29
oc(7321-1),3,915,0,0,5,2,5,14,3,18,16,16
oc(7321+1),1,3661,1,1,0,9,8,6,13,4,7,3
oc(7331-1),1,3665,2,0,4,2,12,10,17,8,11,7
oc(7331+1),2,1833,0,3,6,7,0,14,9,16,6,4
oc(7333-1),2,1833,0,3,6,7,0,14,9,16,6,4
oc(7333+1),1,3667,1,2,6,4,1,12,0,10,13,9
oc(7369-1),3,921,0,1,4,8,11,3,9,1,22,22
oc(7369+1),1,3685,1,0,3,0,6,13,18,5,2,27
oc(7371-1),1,3685,1,0,3,0,6,13,18,5,2,27
oc(7371+1),2,1843,1,3,2,6,10,7,0,3,16,14
oc(7375-1),1,3687,0,2,5,2,8,15,1,7,4,29
oc(7375+1),4,461,2,1,6,10,6,2,5,1,26,27
oc(7435-1),1,3717,0,2,0,10,12,11,12,14,5,28
oc(7435+1),2,1859,2,4,4,0,0,6,16,19,3,30
oc(7439-1),1,3719,2,4,2,1,1,13,14,16,7,30
oc(7439+1),4,465,0,0,3,3,10,6,9,5,1,0
oc(7521-1),5,235,1,0,4,4,1,14,7,5,3,18
oc(7521+1),1,3761,2,1,2,10,4,4,18,12,20,10
oc(8003-1),1,4001,2,1,4,8,10,6,11,22,28,2
oc(8003+1),2,2001,0,1,6,10,12,12,6,0,0,17
oc(8007-1),1,4003,1,3,6,10,12,8,13,1,1,4
oc(8007+1),3,1001,2,1,0,0,0,15,13,12,15,9
oc(8009-1),3,1001,2,1,0,0,0,15,13,12,15,9
oc(8009+1),1,4005,0,0,1,1,1,10,15,3,3,6
oc(8015-1),1,4007,2,2,3,3,3,12,17,5,5,8
oc(8015+1),4,501,0,1,4,6,7,8,7,18,8,5
oc(8025-1),3,1003,1,3,2,2,2,0,15,14,17,11
oc(8025+1),1,4013,2,3,2,9,9,1,4,11,11,14
oc(8029-1),2,2007,0,2,5,5,5,1,12,6,6,23
oc(8029+1),1,4015,1,0,4,0,11,3,6,13,13,16
oc(8031-1),1,4015,1,0,4,0,11,3,6,13,13,16
oc(8031+1),5,251,2,1,6,9,4,13,4,21,19,3
oc(8045-1),2,2011,1,1,2,9,9,5,16,10,10,27
oc(8045+1),1,4023,0,3,5,8,6,11,14,21,21,24
oc(8047-1),1,4023,0,3,5,8,6,11,14,21,21,24
oc(8047+1),4,503,2,3,6,8,9,10,9,20,10,7

# dist 11:
oc(39-1),1,19,1,4,5,8,6,2,0,19,19,19
oc(39+1),3,5,2,0,5,5,5,5,5,5,5,5
oc(79-1),1,39,0,4,4,6,0,5,1,16,10,8
oc(79+1),4,5,2,0,5,5,5,5,5,5,5,5
oc(153-1),3,19,1,4,5,8,6,2,0,19,19,19
oc(153+1),1,77,2,2,0,0,12,9,1,8,19,15
oc(157-1),2,39,0,4,4,6,0,5,1,16,10,8
oc(157+1),1,79,1,4,2,2,1,11,3,10,21,17
oc(305-1),4,19,1,4,5,8,6,2,0,19,19,19
oc(305+1),1,153,0,3,6,10,10,0,1,15,8,29
oc(307-1),1,153,0,3,6,10,10,0,1,15,8,29
oc(307+1),2,77,2,2,0,0,12,9,1,8,19,15
oc(315-1),1,157,1,2,3,3,1,4,5,19,12,2
oc(315+1),2,79,1,4,2,2,1,11,3,10,21,17
oc(317-1),2,79,1,4,2,2,1,11,3,10,21,17
oc(317+1),1,159,0,4,5,5,3,6,7,21,14,4
oc(611-1),1,305,2,0,4,8,6,16,1,6,15,26
oc(611+1),2,153,0,3,6,10,10,0,1,15,8,29
oc(613-1),2,153,0,3,6,10,10,0,1,15,8,29
oc(613+1),1,307,1,2,6,10,8,1,3,8,17,28
oc(629-1),2,157,1,2,3,3,1,4,5,19,12,2
oc(629+1),1,315,0,0,0,7,3,9,11,16,25,5
oc(631-1),1,315,0,0,0,7,3,9,11,16,25,5
oc(631+1),3,79,1,4,2,2,1,11,3,10,21,17
oc(647-1),1,323,2,3,1,4,11,0,0,1,4,13
oc(647+1),3,81,0,1,4,4,3,13,5,12,23,19
oc(683-1),1,341,2,1,5,0,3,1,18,19,22,0
oc(683+1),2,171,0,1,3,6,2,1,0,10,26,16
oc(687-1),1,343,1,3,0,2,5,3,1,21,24,2
oc(687+1),4,43,1,3,1,10,4,9,5,20,14,12
oc(1221-1),2,305,2,0,4,8,6,16,1,6,15,26
oc(1221+1),1,611,2,1,2,6,0,16,3,13,2,22
oc(1229-1),2,307,1,2,6,10,8,1,3,8,17,28
oc(1229+1),1,615,0,0,6,10,4,3,7,17,6,26
oc(1241-1),3,155,2,0,1,1,12,2,3,17,10,0
oc(1241+1),1,621,0,1,5,5,10,9,13,0,12,1
oc(1257-1),3,157,1,2,3,3,1,4,5,19,12,2
oc(1257+1),1,629,2,4,6,2,5,0,2,8,20,9
oc(1261-1),2,315,0,0,0,7,3,9,11,16,25,5
oc(1261+1),1,631,1,1,1,4,7,2,4,10,22,11
oc(1265-1),4,79,1,4,2,2,1,11,3,10,21,17
oc(1265+1),1,633,0,3,3,6,9,4,6,12,24,13
oc(1269-1),2,317,2,2,2,9,5,11,13,18,27,7
oc(1269+1),1,635,2,0,5,8,11,6,8,14,26,15
oc(1295-1),1,647,2,2,3,9,10,1,1,3,9,27
oc(1295+1),4,81,0,1,4,4,3,13,5,12,23,19
oc(1353-1),3,169,1,4,1,4,0,16,17,8,24,14
oc(1353+1),1,677,2,2,5,6,1,14,12,10,10,26
oc(1367-1),1,683,2,3,4,1,7,3,18,16,16,1
oc(1367+1),3,171,0,1,3,6,2,1,0,10,26,16
oc(1369-1),3,171,0,1,3,6,2,1,0,10,26,16
oc(1369+1),1,685,1,0,6,3,9,5,1,18,18,3
oc(1375-1),1,687,0,2,1,5,11,7,3,20,20,5
oc(1375+1),5,43,1,3,1,10,4,9,5,20,14,12
oc(1505-1),5,47,2,2,5,3,8,13,9,1,18,16
oc(1505+1),1,753,0,3,4,5,12,5,12,17,28,9
oc(2445-1),2,611,2,1,2,6,0,16,3,13,2,22
oc(2445+1),1,1223,2,3,5,2,1,16,7,4,5,14
oc(2453-1),2,613,1,3,4,8,2,1,5,15,4,24
oc(2453+1),1,1227,0,2,2,6,5,3,11,8,9,18
oc(2481-1),4,155,2,0,1,1,12,2,3,17,10,0
oc(2481+1),1,1241,2,1,2,9,6,0,6,22,23,1
oc(2483-1),1,1241,2,1,2,9,6,0,6,22,23,1
oc(2483+1),2,621,0,1,5,5,10,9,13,0,12,1
oc(2489-1),3,311,2,1,3,3,12,5,7,12,21,1
oc(2489+1),1,1245,0,0,6,2,10,4,10,3,27,5
oc(2507-1),1,1253,2,3,0,10,5,12,18,11,6,13
oc(2507+1),2,627,0,2,4,0,3,15,0,6,18,7
oc(2515-1),1,1257,0,2,4,3,9,16,3,15,10,17
oc(2515+1),2,629,2,4,6,2,5,0,2,8,20,9
oc(2517-1),2,629,2,4,6,2,5,0,2,8,20,9
oc(2517+1),1,1259,2,4,6,5,11,1,5,17,12,19
oc(2521-1),3,315,0,0,0,7,3,9,11,16,25,5
oc(2521+1),1,1261,1,1,1,7,0,3,7,19,14,21
oc(2525-1),2,631,1,1,1,4,7,2,4,10,22,11
oc(2525+1),1,1263,0,3,3,9,2,5,9,21,16,23
oc(2531-1),1,1265,2,0,5,0,4,7,11,0,18,25
oc(2531+1),2,633,0,3,3,6,9,4,6,12,24,13
oc(2545-1),4,159,0,4,5,5,3,6,7,21,14,4
oc(2545+1),1,1273,1,3,6,8,12,15,0,8,26,2
oc(2589-1),2,647,2,2,3,9,10,1,1,3,9,27
oc(2589+1),1,1295,2,0,0,8,8,3,3,7,19,24
oc(2593-1),5,81,0,1,4,4,3,13,5,12,23,19
oc(2593+1),1,1297,1,2,2,10,10,5,5,9,21,26
oc(2633-1),3,329,2,4,0,10,4,6,6,7,10,19
oc(2633+1),1,1317,0,2,1,8,4,8,6,6,12,15
oc(2705-1),4,169,1,4,1,4,0,16,17,8,24,14
oc(2705+1),1,1353,0,3,2,0,1,10,4,19,19,20
oc(2707-1),1,1353,0,3,2,0,1,10,4,19,19,20
oc(2707+1),2,677,2,2,5,6,1,14,12,10,10,26
oc(2733-1),2,683,2,3,4,1,7,3,18,16,16,1
oc(2733+1),1,1367,2,2,2,3,2,7,18,10,4,3
oc(2737-1),4,171,0,1,3,6,2,1,0,10,26,16
oc(2737+1),1,1369,1,4,4,5,4,9,1,12,6,5
oc(2739-1),1,1369,1,4,4,5,4,9,1,12,6,5
oc(2739+1),2,685,1,0,6,3,9,5,1,18,18,3
oc(2745-1),3,343,1,3,0,2,5,3,1,21,24,2
oc(2745+1),1,1373,2,3,1,9,8,13,5,16,10,9
oc(2749-1),2,687,0,2,1,5,11,7,3,20,20,5
oc(2749+1),1,1375,1,0,3,0,10,15,7,18,12,11
oc(2763-1),1,1381,1,1,2,6,3,4,13,1,18,17
oc(2763+1),2,691,1,1,5,9,2,11,7,1,24,9
oc(3001-1),3,375,0,0,4,1,11,1,14,7,27,3
oc(3001+1),1,1501,1,1,3,5,6,5,0,6,22,13
oc(3003-1),1,1501,1,1,3,5,6,5,0,6,22,13
oc(3003+1),2,751,1,1,2,3,10,3,10,15,26,7
oc(3009-1),6,47,2,2,5,3,8,13,9,1,18,16
oc(3009+1),1,1505,2,0,0,9,10,9,4,10,26,17
oc(3011-1),1,1505,2,0,0,9,10,9,4,10,26,17
oc(3011+1),2,753,0,3,4,5,12,5,12,17,28,9
oc(3017-1),3,377,2,2,6,3,0,3,16,9,0,5
oc(3017+1),1,1509,0,4,4,2,1,13,8,14,1,21
oc(4885-1),2,1221,0,1,3,0,12,14,5,2,3,12
oc(4885+1),1,2443,1,3,0,1,12,12,11,5,7,25
oc(4917-1),2,1229,2,4,4,8,7,5,13,10,11,20
oc(4917+1),1,2459,2,4,2,6,2,11,8,21,23,10
oc(4929-1),6,77,2,2,0,0,12,9,1,8,19,15
oc(4929+1),1,2465,2,0,1,1,8,0,14,4,0,16
oc(4953-1),3,619,1,4,3,3,8,7,11,21,10,30
oc(4953+1),1,2477,2,2,6,2,7,12,7,16,12,28
oc(4963-1),1,2481,0,1,3,6,11,16,11,20,16,1
oc(4963+1),2,1241,2,1,2,9,6,0,6,22,23,1
oc(4965-1),2,1241,2,1,2,9,6,0,6,22,23,1
oc(4965+1),1,2483,2,3,5,8,0,1,13,22,18,3
oc(4979-1),1,2489,2,4,4,3,6,7,0,5,24,9
oc(4979+1),2,1245,0,0,6,2,10,4,10,3,27,5
oc(5015-1),1,2507,2,2,1,10,11,8,18,0,13,27
oc(5015+1),3,627,0,2,4,0,3,15,0,6,18,7
oc(5017-1),3,627,0,2,4,0,3,15,0,6,18,7
oc(5017+1),1,2509,1,4,3,1,0,10,1,2,15,29
oc(5029-1),2,1257,0,2,4,3,9,16,3,15,10,17
oc(5029+1),1,2515,1,0,2,7,6,16,7,8,21,4
oc(5041-1),4,315,0,0,0,7,3,9,11,16,25,5
oc(5041+1),1,2521,1,1,1,2,12,5,13,14,27,10
oc(5043-1),1,2521,1,1,1,2,12,5,13,14,27,10
oc(5043+1),2,1261,1,1,1,7,0,3,7,19,14,21
oc(5045-1),2,1261,1,1,1,7,0,3,7,19,14,21
oc(5045+1),1,2523,0,3,3,4,1,7,15,16,0,12
oc(5061-1),2,1265,2,0,5,0,4,7,11,0,18,25
oc(5061+1),1,2531,2,1,4,1,9,15,4,1,8,20
oc(5077-1),2,1269,0,4,2,4,8,11,15,4,22,29
oc(5077+1),1,2539,1,4,5,9,4,6,12,9,16,28
oc(5081-1),3,635,2,0,5,8,11,6,8,14,26,15
oc(5081+1),1,2541,0,1,0,0,6,8,14,11,18,30
oc(5091-1),1,2545,1,0,4,4,10,12,18,15,22,3
oc(5091+1),2,1273,1,3,6,8,12,15,0,8,26,2
oc(5121-1),10,5,2,0,5,5,5,5,5,5,5,5
oc(5121+1),1,2561,2,1,6,9,0,11,15,8,9,19
oc(5181-1),2,1295,2,0,0,8,8,3,3,7,19,24
oc(5181+1),1,2591,2,1,1,6,4,7,7,15,10,18
oc(5185-1),6,81,0,1,4,4,3,13,5,12,23,19
oc(5185+1),1,2593,1,3,3,8,6,9,9,17,12,20
oc(5187-1),1,2593,1,3,3,8,6,9,9,17,12,20
oc(5187+1),2,1297,1,2,2,10,10,5,5,9,21,26
oc(5209-1),3,651,0,1,0,2,1,5,5,7,13,0
oc(5209+1),1,2605,1,0,1,9,5,4,2,6,24,1
oc(5265-1),4,329,2,4,0,10,4,6,6,7,10,19
oc(5265+1),1,2633,2,3,1,4,7,15,11,11,23,29
oc(5267-1),1,2633,2,3,1,4,7,15,11,11,23,29
oc(5267+1),2,1317,0,2,1,8,4,8,6,6,12,15
oc(5411-1),1,2705,2,0,3,10,1,2,7,14,8,8
oc(5411+1),2,1353,0,3,2,0,1,10,4,19,19,20
oc(5413-1),2,1353,0,3,2,0,1,10,4,19,19,20
oc(5413+1),1,2707,1,2,5,1,3,4,9,16,10,10
oc(5415-1),1,2707,1,2,5,1,3,4,9,16,10,10
oc(5415+1),3,677,2,2,5,6,1,14,12,10,10,26
oc(5419-1),1,2709,0,4,0,3,5,6,11,18,12,12
oc(5419+1),2,1355,2,0,4,2,3,12,6,21,21,22
oc(5469-1),2,1367,2,2,2,3,2,7,18,10,4,3
oc(5469+1),1,2735,2,0,5,7,5,15,18,21,9,7
oc(5475-1),1,2737,1,2,0,9,7,0,1,0,11,9
oc(5475+1),2,1369,1,4,4,5,4,9,1,12,6,5
oc(5477-1),2,1369,1,4,4,5,4,9,1,12,6,5
oc(5477+1),1,2739,0,4,2,0,9,2,3,2,13,11
oc(5481-1),3,685,1,0,6,3,9,5,1,18,18,3
oc(5481+1),1,2741,2,1,4,2,11,4,5,4,15,13
oc(5491-1),1,2745,0,0,1,6,2,8,9,8,19,17
oc(5491+1),2,1373,2,3,1,9,8,13,5,16,10,9
oc(5501-1),2,1375,1,0,3,0,10,15,7,18,12,11
oc(5501+1),1,2751,0,1,0,1,8,14,15,14,25,23
oc(5527-1),1,2763,0,3,5,2,7,9,8,3,8,4
oc(5527+1),3,691,1,1,5,9,2,11,7,1,24,9
oc(5529-1),3,691,1,1,5,9,2,11,7,1,24,9
oc(5529+1),1,2765,2,0,0,4,9,11,10,5,10,6
oc(5531-1),1,2765,2,0,0,4,9,11,10,5,10,6
oc(5531+1),2,1383,0,3,4,8,5,6,15,3,20,19
oc(5577-1),3,697,1,2,4,4,8,0,13,7,1,15
oc(5577+1),1,2789,2,4,3,6,7,1,15,6,5,30
oc(5579-1),1,2789,2,4,3,6,7,1,15,6,5,30
oc(5579+1),2,1395,0,0,2,9,4,1,8,15,3,0
oc(5641-1),3,705,0,0,5,1,3,8,2,15,9,23
oc(5641+1),1,2821,1,1,0,5,0,16,9,15,8,0
oc(6003-1),1,3001,1,1,5,9,11,9,18,11,14,25
oc(6003+1),2,1501,1,1,3,5,6,5,0,6,22,13
oc(6007-1),1,3003,0,3,0,0,0,11,1,13,16,27
oc(6007+1),3,751,1,1,2,3,10,3,10,15,26,7
oc(6011-1),1,3005,2,0,2,2,2,13,3,15,18,29
oc(6011+1),2,1503,0,3,5,7,8,7,2,8,24,15
oc(6019-1),1,3009,0,4,6,6,6,0,7,19,22,2
oc(6019+1),2,1505,2,0,0,9,10,9,4,10,26,17
oc(6021-1),2,1505,2,0,0,9,10,9,4,10,26,17
oc(6021+1),1,3011,2,1,1,8,8,2,9,21,24,4
oc(6023-1),1,3011,2,1,1,8,8,2,9,21,24,4
oc(6023+1),3,753,0,3,4,5,12,5,12,17,28,9
oc(6033-1),4,377,2,2,6,3,0,3,16,9,0,5
oc(6033+1),1,3017,2,2,0,3,1,8,15,4,1,10
oc(6035-1),1,3017,2,2,0,3,1,8,15,4,1,10
oc(6035+1),2,1509,0,4,4,2,1,13,8,14,1,21
oc(9781-1),2,2445,0,0,2,3,1,14,13,7,9,27
oc(9781+1),1,4891,1,1,5,7,3,12,8,15,19,24
oc(9813-1),2,2453,2,3,3,0,9,5,2,15,17,4
oc(9813+1),1,4907,2,2,0,1,6,11,5,8,6,9
oc(9841-1),4,615,0,0,6,10,4,3,7,17,6,26
oc(9841+1),1,4921,1,1,0,4,7,8,0,22,20,23
oc(9859-1),1,4929,0,4,1,1,2,16,8,7,28,0
oc(9859+1),2,2465,2,0,1,1,8,0,14,4,0,16
oc(9905-1),4,619,1,4,3,3,8,7,11,21,10,30
