# `dist`      the number of odd-to-odd Collatz for n steps to reach 1
# `n`         a positive odd integer
# `factors`   the prime factors of n
# `ocldist`   the Collatz odd-to-odd distance of the odd core of n-1
# `nl`        the odd core valuation of the even number n-1 to the left of odd n
# `ofactorsl` the odd prime factors of n-1
# `ocrdist`   the Collatz odd-to-odd distance of the odd core of n+1
# `nr`        the odd core valuation of the even number n+1 to the right of odd n
# `ofactorsr` the odd prime factors of n+1
# `tcn`       the nearest "ternary core", among (0, 1, 2), after dividing out powers of three
# `base2`     the binary representation of n
# `base3`     the ternary representation of n
# `base5`     the base-5 representation of n
# `base7`     the base-7 representation of n
# `m*`        the prime residues of n modulo a set of primes
# `pre_total` the total number of preimages of n under the odd-to-odd Collatz map

dist,     n, factors,       ocldist,        nl, ofactorsl,    ocrdist,        nr, ofactorsr,      tcn,           base2,      base3,   base5,  base7, m3, m5, m7, m11, m13, m17, m19, m23, m29, m31, m37, m41, pre_total
   9,   717, {3 239},             9,   (179 2), {179},             16,   (359 1), {359},          239,      1011001101,     222120,   10332,   2043, 0,  2,  3,  2,   2,   3,   14,  4,   21,  4,   14,  20,          0
  14,   723, {3 241},            14,   (361 1), {19},               4,   (181 2), {181},          241,      1011010011,     222210,   10343,   2052, 0,  3,  2,  8,   8,   9,   1,   10,  27,  10,  20,  26,          0
   9,   729, {3},                33,    (91 3), {7 13},            33,   (365 1), {5 73},           1,      1011011001,    1000000,   10404,   2061, 0,  4,  1,  3,   1,   15,  7,   16,  4,   16,  26,  32,          0
  14,   735, {3 5 7},            14,   (367 1), {367},              4,    (23 5), {23},           245,      1011011111,    1000020,   10420,   2100, 0,  0,  0,  9,   7,   4,   13,  22,  10,  22,  32,  38,          0
  14,   741, {3 13 19},          14,   (185 2), {5 37},            14,   (371 1), {7 53},         247,      1011100101,    1000110,   10431,   2106, 0,  1,  6,  4,   0,   10,  0,   5,   16,  28,  1,   3,           0
  14,   747, {3 83},              4,   (373 1), {373},             14,   (187 2), {11 17},         83,      1011101011,    1000200,   10442,   2115, 0,  2,  5,  10,  6,   16,  6,   11,  22,  3,   7,   9,           0
   4,   753, {3 251},            38,    (47 4), {47},              21,   (377 1), {13 29},        251,      1011110001,    1000220,   11003,   2124, 0,  3,  4,  5,   12,  5,   12,  17,  28,  9,   13,  15,          0
  19,   759, {3 11 23},          19,   (379 1), {379},             38,    (95 3), {5 19},         253,      1011110111,    1001010,   11014,   2133, 0,  4,  3,  0,   5,   11,  18,  0,   5,   15,  19,  21,          0
  14,   765, {3 5 17},           14,   (191 2), {191},             14,   (383 1), {383},           85,      1011111101,    1001100,   11030,   2142, 0,  0,  2,  6,   11,  0,   5,   6,   11,  21,  25,  27,          0
   9,   771, {3 257},             9,   (385 1), {5 7 11},          43,   (193 2), {193},          257,      1100000011,    1001120,   11041,   2151, 0,  1,  1,  1,   4,   6,   11,  12,  17,  27,  31,  33,          0
   9,   777, {3 7 37},           43,    (97 3), {97},              43,   (389 1), {389},          259,      1100001001,    1001210,   11102,   2160, 0,  2,  0,  7,   10,  12,  17,  18,  23,  2,   0,   39,          0
  43,   783, {3 29},             43,   (391 1), {17 23},            7,    (49 4), {7},             29,      1100001111,    1002000,   11113,   2166, 0,  3,  6,  2,   3,   1,   4,   1,   0,   8,   6,   4,           0
   7,   789, {3 263},             7,   (197 2), {197},             26,   (395 1), {5 79},         263,      1100010101,    1002020,   11124,   2205, 0,  4,  5,  8,   9,   7,   10,  7,   6,   14,  12,  10,          0
  36,   795, {3 5 53},            7,   (397 1), {397},             43,   (199 2), {199},          265,      1100011011,    1002110,   11140,   2214, 0,  0,  4,  3,   2,   13,  16,  13,  12,  20,  18,  16,          0
  19,   801, {3 89},              7,    (25 5), {5},                4,   (401 1), {401},           89,      1100100001,    1002200,   11201,   2223, 0,  1,  3,  9,   8,   2,   3,   19,  18,  26,  24,  22,          0
  24,   807, {3 269},             4,   (403 1), {13 31},            7,   (101 3), {101},          269,      1100100111,    1002220,   11212,   2232, 0,  2,  2,  4,   1,   8,   9,   2,   24,  1,   30,  28,          0
  12,   813, {3 271},            12,   (203 2), {7 29},            12,   (407 1), {11 37},        271,      1100101101,    1010010,   11223,   2241, 0,  3,  1,  10,  7,   14,  15,  8,   1,   7,   36,  34,          0
  12,   819, {3 7 13},           12,   (409 1), {409},              7,   (205 2), {5 41},          91,      1100110011,    1010100,   11234,   2250, 0,  4,  0,  5,   0,   3,   2,   14,  7,   13,  5,   40,          0
  48,   825, {3 5 11},           31,   (103 3), {103},             31,   (413 1), {7 59},         275,      1100111001,    1010120,   11300,   2256, 0,  0,  6,  0,   6,   9,   8,   20,  13,  19,  11,  5,           0
  48,   831, {3 277},            48,   (415 1), {5 83},             2,    (13 6), {13},           277,      1100111111,    1010210,   11311,   2265, 0,  1,  5,  6,   12,  15,  14,  3,   19,  25,  17,  11,          0
  12,   837, {3 31},             12,   (209 2), {11 19},           12,   (419 1), {419},           31,      1101000101,    1011000,   11322,   2304, 0,  2,  4,  1,   5,   4,   1,   9,   25,  0,   23,  17,          0
  12,   843, {3 281},            12,   (421 1), {421},             12,   (211 2), {211},          281,      1101001011,    1011020,   11333,   2313, 0,  3,  3,  7,   11,  10,  7,   15,  2,   6,   29,  23,          0
  19,   849, {3 283},             2,    (53 4), {53},              19,   (425 1), {5 17},         283,      1101010001,    1011110,   11344,   2322, 0,  4,  2,  2,   4,   16,  13,  21,  8,   12,  35,  29,          0
  17,   855, {3 5 19},           17,   (427 1), {7 61},            36,   (107 3), {107},           95,      1101010111,    1011200,   11410,   2331, 0,  0,  1,  8,   10,  5,   0,   4,   14,  18,  4,   35,          0
  36,   861, {3 7 41},           36,   (215 2), {5 43},            12,   (431 1), {431},          287,      1101011101,    1011220,   11421,   2340, 0,  1,  0,  3,   3,   11,  6,   10,  20,  24,  10,  0,           0
   7,   867, {3 17},              7,   (433 1), {433},              7,   (217 2), {7 31},         289,      1101100011,    1012010,   11432,   2346, 0,  2,  6,  9,   9,   0,   12,  16,  26,  30,  16,  6,           0
  53,   873, {3 97},             41,   (109 3), {109},             41,   (437 1), {19 23},         97,      1101101001,    1012100,   11443,   2355, 0,  3,  5,  4,   2,   6,   18,  22,  3,   5,   22,  12,          0
  53,   879, {3 293},            17,   (439 1), {439},             41,    (55 4), {5 11},         293,      1101101111,    1012120,   12004,   2364, 0,  4,  4,  10,  8,   12,  5,   5,   9,   11,  28,  18,          0
  41,   885, {3 5 59},           41,   (221 2), {13 17},           17,   (443 1), {443},          295,      1101110101,    1012210,   12020,   2403, 0,  0,  3,  5,   1,   1,   11,  11,  15,  17,  34,  24,          0
  14,   891, {3 11},             24,   (445 1), {5 89},            24,   (223 2), {223},           11,      1101111011,    1020000,   12031,   2412, 0,  1,  2,  0,   7,   7,   17,  17,  21,  23,  3,   30,          0
  22,   897, {3 13 23},           5,     (7 7), {7},               41,   (449 1), {449},          299,      1110000001,    1020020,   12042,   2421, 0,  2,  1,  6,   0,   13,  4,   0,   27,  29,  9,   36,          0
  41,   903, {3 7 43},           17,   (451 1), {11 41},            2,   (113 3), {113},          301,      1110000111,    1020110,   12103,   2430, 0,  3,  0,  1,   6,   2,   10,  6,   4,   4,   15,  1,           0
   2,   909, {3 101},             2,   (227 2), {227},             12,   (455 1), {5 7 13},       101,      1110001101,    1020200,   12114,   2436, 0,  4,  6,  7,   12,  8,   16,  12,  10,  10,  21,  7,           0
  46,   915, {3 5 61},           46,   (457 1), {457},             10,   (229 2), {229},          305,      1110010011,    1020220,   12130,   2445, 0,  0,  5,  2,   5,   14,  3,   18,  16,  16,  27,  13,          0
  46,   921, {3 307},            10,   (115 3), {5 23},            10,   (461 1), {461},          307,      1110011001,    1021010,   12141,   2454, 0,  1,  4,  8,   11,  3,   9,   1,   22,  22,  33,  19,          0
  41,   927, {3 103},            46,   (463 1), {463},              5,    (29 5), {29},           103,      1110011111,    1021100,   12202,   2463, 0,  2,  3,  3,   4,   9,   15,  7,   28,  28,  2,   25,          0
  29,   933, {3 311},            29,   (233 2), {233},             29,   (467 1), {467},          311,      1110100101,    1021120,   12213,   2502, 0,  3,  2,  9,   10,  15,  2,   13,  5,   3,   8,   31,          0
  29,   939, {3 313},             5,   (469 1), {7 67},            46,   (235 2), {5 47},         313,      1110101011,    1021210,   12224,   2511, 0,  4,  1,  4,   3,   4,   8,   19,  11,  9,   14,  37,          0
  10,   945, {3 5 7},            10,    (59 4), {59},              10,   (473 1), {11 43},         35,      1110110001,    1022000,   12240,   2520, 0,  0,  0,  10,  9,   10,  14,  2,   17,  15,  20,  2,           0
   7,   951, {3 317},             7,   (475 1), {5 19},            10,   (119 3), {7 17},         317,      1110110111,    1022020,   12301,   2526, 0,  1,  6,  5,   2,   16,  1,   8,   23,  21,  26,  8,           0
  17,   957, {3 11 29},          17,   (239 2), {239},             17,   (479 1), {479},          319,      1110111101,    1022110,   12312,   2535, 0,  2,  5,  0,   8,   5,   7,   14,  0,   27,  32,  14,          0
  15,   963, {3 107},            15,   (481 1), {13 37},            5,   (241 2), {241},          107,      1111000011,    1022200,   12323,   2544, 0,  3,  4,  6,   1,   11,  13,  20,  6,   2,   1,   20,          0
  15,   969, {3 17 19},          34,   (121 3), {11},              34,   (485 1), {5 97},         323,      1111001001,    1022220,   12334,   2553, 0,  4,  3,  1,   7,   0,   0,   3,   12,  8,   7,   26,          0
  51,   975, {3 5 13},           51,   (487 1), {487},              5,    (61 4), {61},           325,      1111001111,    1100010,   12400,   2562, 0,  0,  2,  7,   0,   6,   6,   9,   18,  14,  13,  32,          0
   5,   981, {3 109},             5,   (245 2), {5 7},             51,   (491 1), {491},          109,      1111010101,    1100100,   12411,   2601, 0,  1,  1,  2,   6,   12,  12,  15,  24,  20,  19,  38,          0
  10,   987, {3 7 47},           15,   (493 1), {17 29},           15,   (247 2), {13 19},        329,      1111011011,    1100120,   12422,   2610, 0,  2,  0,  8,   12,  1,   18,  21,  1,   26,  25,  3,           0
  32,   993, {3 331},            39,    (31 5), {31},               5,   (497 1), {7 71},         331,      1111100001,    1100210,   12433,   2616, 0,  3,  6,  3,   5,   7,   5,   4,   7,   1,   31,  9,           0
  15,   999, {3 37},             15,   (499 1), {499},             39,   (125 3), {5},             37,      1111100111,    1101000,   12444,   2625, 0,  4,  5,  9,   11,  13,  11,  10,  13,  7,   0,   15,          0
  22,  1005, {3 5 67},           22,   (251 2), {251},             22,   (503 1), {503},          335,      1111101101,    1101020,   13010,   2634, 0,  0,  4,  4,   4,   2,   17,  16,  19,  13,  6,   21,          0
  20,  1011, {3 337},            20,   (505 1), {5 101},           39,   (253 2), {11 23},        337,      1111110011,    1101110,   13021,   2643, 0,  1,  3,  10,  10,  8,   4,   22,  25,  19,  12,  27,          0
  56,  1017, {3 113},            15,   (127 3), {127},             15,   (509 1), {509},          113,      1111111001,    1101200,   13032,   2652, 0,  2,  2,  5,   3,   14,  10,  5,   2,   25,  18,  33,          0
  20,  1023, {3 11 31},          20,   (511 1), {7 73},             0,    (1 10), {},             341,      1111111111,    1101220,   13043,   2661, 0,  3,  1,  0,   9,   3,   16,  11,  8,   0,   24,  39,          0
  44,  1029, {3 7},              44,   (257 2), {257},             44,   (515 1), {5 103},        343,     10000000101,    1102010,   13104,   3000, 0,  4,  0,  6,   2,   9,   3,   17,  14,  6,   30,  4,           0
  44,  1035, {3 5 23},           44,   (517 1), {11 47},           44,   (259 2), {7 37},         115,     10000001011,    1102100,   13120,   3006, 0,  0,  6,  1,   8,   15,  9,   0,   20,  12,  36,  10,          0
  44,  1041, {3 347},             8,    (65 4), {5 13},            44,   (521 1), {521},          347,     10000010001,    1102120,   13131,   3015, 0,  1,  5,  7,   1,   4,   15,  6,   26,  18,  5,   16,          0
  44,  1047, {3 349},            44,   (523 1), {523},              8,   (131 3), {131},          349,     10000010111,    1102210,   13142,   3024, 0,  2,  4,  2,   7,   10,  2,   12,  3,   24,  11,  22,          0
  27,  1053, {3 13},             27,   (263 2), {263},             27,   (527 1), {17 31},         13,     10000011101,    1110000,   13203,   3033, 0,  3,  3,  8,   0,   16,  8,   18,  9,   30,  17,  28,          0
   8,  1059, {3 353},             8,   (529 1), {23},              44,   (265 2), {5 53},         353,     10000100011,    1110020,   13214,   3042, 0,  4,  2,  3,   6,   5,   14,  1,   15,  5,   23,  34,          0
  25,  1065, {3 5 71},            8,   (133 3), {7 19},             8,   (533 1), {13 41},        355,     10000101001,    1110110,   13230,   3051, 0,  0,  1,  9,   12,  11,  1,   7,   21,  11,  29,  40,          0
  61,  1071, {3 7 17},            5,   (535 1), {5 107},            8,    (67 4), {67},           119,     10000101111,    1110200,   13241,   3060, 0,  1,  0,  4,   5,   0,   7,   13,  27,  17,  35,  5,           0
   8,  1077, {3 359},             8,   (269 2), {269},             15,   (539 1), {7 11},         359,     10000110101,    1110220,   13302,   3066, 0,  2,  6,  10,  11,  6,   13,  19,  4,   23,  4,   11,          0
  49,  1083, {3 19},             13,   (541 1), {541},             13,   (271 2), {271},          361,     10000111011,    1111010,   13313,   3105, 0,  3,  5,  5,   4,   12,  0,   2,   10,  29,  10,  17,          0
  13,  1089, {3 11},              3,    (17 6), {17},              13,   (545 1), {5 109},        121,     10001000001,    1111100,   13324,   3114, 0,  4,  4,  0,   10,  1,   6,   8,   16,  4,   16,  23,          0
  25,  1095, {3 5 73},            8,   (547 1), {547},             32,   (137 3), {137},          365,     10001000111,    1111120,   13340,   3123, 0,  0,  3,  6,   3,   7,   12,  14,  22,  10,  22,  29,          0
  32,  1101, {3 367},            32,   (275 2), {5 11},            13,   (551 1), {19 29},        367,     10001001101,    1111210,   13401,   3132, 0,  1,  2,  1,   9,   13,  18,  20,  28,  16,  28,  35,          0
  49,  1107, {3 41},             49,   (553 1), {7 79},             3,   (277 2), {277},           41,     10001010011,    1112000,   13412,   3141, 0,  2,  1,  7,   2,   2,   5,   3,   5,   22,  34,  0,           0
  49,  1113, {3 7 53},           13,   (139 3), {139},             13,   (557 1), {557},          371,     10001011001,    1112020,   13423,   3150, 0,  3,  0,  2,   8,   8,   11,  9,   11,  28,  3,   6,           0
  30,  1119, {3 373},            30,   (559 1), {13 43},            3,    (35 5), {5 7},          373,     10001011111,    1112110,   13434,   3156, 0,  4,  6,  8,   1,   14,  17,  15,  17,  3,   9,   12,          0
  13,  1125, {3 5},              13,   (281 2), {281},             13,   (563 1), {563},          125,     10001100101,    1112200,   14000,   3165, 0,  0,  5,  3,   7,   3,   4,   21,  23,  9,   15,  18,          0
  10,  1131, {3 13 29},           3,   (565 1), {5 113},           20,   (283 2), {283},          377,     10001101011,    1112220,   14011,   3204, 0,  1,  4,  9,   0,   9,   10,  4,   0,   15,  21,  24,          0
   3,  1137, {3 379},            37,    (71 4), {71},              18,   (569 1), {569},          379,     10001110001,    1120010,   14022,   3213, 0,  2,  3,  4,   6,   15,  16,  10,  6,   21,  27,  30,          0
   8,  1143, {3 127},             8,   (571 1), {571},             37,   (143 3), {11 13},        127,     10001110111,    1120100,   14033,   3222, 0,  3,  2,  10,  12,  4,   3,   16,  12,  27,  33,  36,          0
  13,  1149, {3 383},            13,   (287 2), {7 41},            13,   (575 1), {5 23},         383,     10001111101,    1120120,   14044,   3231, 0,  4,  1,  5,   5,   10,  9,   22,  18,  2,   2,   1,           0
   8,  1155, {3 5 7 11},          8,   (577 1), {577},              8,   (289 2), {17},           385,     10010000011,    1120210,   14110,   3240, 0,  0,  0,  0,   11,  16,  15,  5,   24,  8,   8,   7,           0
  66,  1161, {3 43},             42,   (145 3), {5 29},            42,   (581 1), {7 83},          43,     10010001001,    1121000,   14121,   3246, 0,  1,  6,  6,   4,   5,   2,   11,  1,   14,  14,  13,          0
   8,  1167, {3 389},             8,   (583 1), {11 53},           42,    (73 4), {73},           389,     10010001111,    1121020,   14132,   3255, 0,  2,  5,  1,   10,  11,  8,   17,  7,   20,  20,  19,          0
  42,  1173, {3 17 23},          42,   (293 2), {293},             42,   (587 1), {587},          391,     10010010101,    1121110,   14143,   3264, 0,  3,  4,  7,   3,   0,   14,  0,   13,  26,  26,  25,          0
  18,  1179, {3 131},            42,   (589 1), {19 31},           18,   (295 2), {5 59},         131,     10010011011,    1121200,   14204,   3303, 0,  4,  3,  2,   9,   6,   1,   6,   19,  1,   32,  31,          0
  54,  1185, {3 5 79},            6,    (37 5), {37},              25,   (593 1), {593},          395,     10010100001,    1121220,   14220,   3312, 0,  0,  2,  8,   2,   12,  7,   12,  25,  7,   1,   37,          0
  15,  1191, {3 397},            25,   (595 1), {5 7 17},           6,   (149 3), {149},          397,     10010100111,    1122010,   14231,   3321, 0,  1,  1,  3,   8,   1,   13,  18,  2,   13,  7,   2,           0
  42,  1197, {3 7 19},           42,   (299 2), {13 23},           42,   (599 1), {599},          133,     10010101101,    1122100,   14242,   3330, 0,  2,  0,  9,   1,   7,   0,   1,   8,   19,  13,  8,           0
  18,  1203, {3 401},            18,   (601 1), {601},              3,   (301 2), {7 43},         401,     10010110011,    1122120,   14303,   3336, 0,  3,  6,  4,   7,   13,  6,   7,   14,  25,  19,  14,          0
  18,  1209, {3 13 31},           3,   (151 3), {151},              3,   (605 1), {5 11},         403,     10010111001,    1122210,   14314,   3345, 0,  4,  5,  10,  0,   2,   12,  13,  20,  0,   25,  20,          0
  59,  1215, {3 5},              13,   (607 1), {607},              6,    (19 6), {19},             5,     10010111111,    1200000,   14330,   3354, 0,  0,  4,  5,   6,   8,   18,  19,  26,  6,   31,  26,          0
  11,  1221, {3 11 37},          11,   (305 2), {5 61},            11,   (611 1), {13 47},        407,     10011000101,    1200020,   14341,   3363, 0,  1,  3,  0,   12,  14,  5,   2,   3,   12,  0,   32,          0
  47,  1227, {3 409},            11,   (613 1), {613},             11,   (307 2), {307},          409,     10011001011,    1200110,   14402,   3402, 0,  2,  2,  6,   5,   3,   11,  8,   9,   18,  6,   38,          0
  47,  1233, {3 137},             6,    (77 4), {7 11},            47,   (617 1), {617},          137,     10011010001,    1200200,   14413,   3411, 0,  3,  1,  1,   11,  9,   17,  14,  15,  24,  12,  3,           0
  47,  1239, {3 7 59},           47,   (619 1), {619},             30,   (155 3), {5 31},         413,     10011010111,    1200220,   14424,   3420, 0,  4,  0,  7,   4,   15,  4,   20,  21,  30,  18,  9,           0
  30,  1245, {3 5 83},           30,   (311 2), {311},             47,   (623 1), {7 89},         415,     10011011101,    1201010,   14440,   3426, 0,  0,  6,  2,   10,  4,   10,  3,   27,  5,   24,  15,          0
