n,k,oc,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31,m37,m41,m43,m47,m53,m59,m61,m67,m71,m73
5514,1,2757,0,2,6,7,1,3,2,20,2,29,19,10,5,31,1,43,12,10,59,56
5515,0,5515,1,0,6,4,3,7,5,18,5,28,2,21,11,16,3,28,25,21,48,40
5516,2,1379,2,4,0,4,1,2,11,22,16,15,10,26,3,16,1,22,37,39,30,65
5517,0,5517,0,2,1,6,5,9,7,20,7,30,4,23,13,18,5,30,27,23,50,42
5518,1,2759,2,4,1,9,3,5,4,22,4,0,21,12,7,33,3,45,14,12,61,58
5519,0,5519,2,4,3,8,7,11,9,22,9,1,6,25,15,20,7,32,29,25,52,44
5520,4,345,0,0,2,4,7,5,3,0,26,4,12,17,1,16,27,50,40,10,61,53
5521,0,5521,1,1,5,10,9,13,11,1,11,3,8,27,17,22,9,34,31,27,54,46
5522,1,2761,1,1,3,0,5,7,6,1,6,2,23,14,9,35,5,47,16,14,63,60
5523,0,5523,0,3,0,1,11,15,13,3,13,5,10,29,19,24,11,36,33,29,56,48
5524,2,1381,1,1,2,6,3,4,13,1,18,17,12,28,5,18,3,24,39,41,32,67
5525,0,5525,2,0,2,3,0,0,15,5,15,7,12,31,21,26,13,38,35,31,58,50
5526,1,2763,0,3,5,2,7,9,8,3,8,4,25,16,11,37,7,49,18,16,65,62
5527,0,5527,1,2,4,5,2,2,17,7,17,9,14,33,23,28,15,40,37,33,60,52
5528,3,691,1,1,5,9,2,11,7,1,24,9,25,35,3,33,2,42,20,21,52,34
5529,0,5529,0,4,6,7,4,4,0,9,19,11,16,35,25,30,17,42,39,35,62,54
5530,1,2765,2,0,0,4,9,11,10,5,10,6,27,18,13,39,9,51,20,18,67,64
5531,0,5531,2,1,1,9,6,6,2,11,21,13,18,37,27,32,19,44,41,37,64,56
5532,2,1383,0,3,4,8,5,6,15,3,20,19,14,30,7,20,5,26,41,43,34,69
5533,0,5533,1,3,3,0,8,8,4,13,23,15,20,39,29,34,21,46,43,39,66,58
5534,1,2767,1,2,2,6,11,13,12,7,12,8,29,20,15,41,11,53,22,20,69,66
5535,0,5535,0,0,5,2,10,10,6,15,25,17,22,0,31,36,23,48,45,41,68,60
5536,5,173,2,3,5,8,4,3,2,12,28,18,25,9,1,32,14,55,51,39,31,27
5537,0,5537,2,2,0,4,12,12,8,17,27,19,24,2,33,38,25,50,47,43,70,62
5538,1,2769,0,4,4,8,0,15,14,9,14,10,31,22,17,43,13,55,24,22,0,68
5539,0,5539,1,4,2,6,1,14,10,19,0,21,26,4,35,40,27,52,49,45,1,64
5540,2,1385,2,0,6,10,7,8,17,5,22,21,16,32,9,22,7,28,43,45,36,71
5541,0,5541,0,1,4,8,3,16,12,21,2,23,28,6,37,42,29,54,51,47,3,66
5542,1,2771,2,1,6,10,2,0,16,11,16,12,33,24,19,45,15,57,26,24,2,70
5543,0,5543,2,3,6,10,5,1,14,0,4,25,30,8,39,44,31,56,53,49,5,68
5544,3,693,0,3,0,0,4,13,9,3,26,11,27,37,5,35,4,44,22,23,54,36
5545,0,5545,1,0,1,1,7,3,16,2,6,27,32,10,41,46,33,58,55,51,7,70
5546,1,2773,1,3,1,1,4,2,18,13,18,14,35,26,21,0,17,0,28,26,4,72
5547,0,5547,0,2,3,3,9,5,18,4,8,29,34,12,0,1,35,1,57,53,9,72
5548,2,1387,1,2,1,1,9,10,0,7,24,23,18,34,11,24,9,30,45,47,38,0
5549,0,5549,2,4,5,5,11,7,1,6,10,0,36,14,2,3,37,3,59,55,11,1
5550,1,2775,0,0,3,3,6,4,1,15,20,16,0,28,23,2,19,2,30,28,6,1
5551,0,5551,1,1,0,7,0,9,3,8,12,2,1,16,4,5,39,5,0,57,13,3
5552,4,347,2,2,4,6,9,7,5,2,28,6,14,19,3,18,29,52,42,12,63,55
5553,0,5553,0,3,2,9,2,11,5,10,14,4,3,18,6,7,41,7,2,59,15,5
5554,1,2777,2,2,5,5,8,6,3,17,22,18,2,30,25,4,21,4,32,30,8,3
5555,0,5555,2,0,4,0,4,13,7,12,16,6,5,20,8,9,43,9,4,61,17,7
5556,2,1389,0,4,3,3,11,12,2,9,26,25,20,36,13,26,11,32,47,49,40,2
5557,0,5557,1,2,6,2,6,15,9,14,18,8,7,22,10,11,45,11,6,63,19,9
5558,1,2779,1,4,0,7,10,8,5,19,24,20,4,32,27,6,23,6,34,32,10,5
5559,0,5559,0,4,1,4,8,0,11,16,20,10,9,24,12,13,47,13,8,65,21,11
5560,3,695,2,0,2,2,6,15,11,5,28,13,29,39,7,37,6,46,24,25,56,38
5561,0,5561,2,1,3,6,10,2,13,18,22,12,11,26,14,15,49,15,10,0,23,13
5562,1,2781,0,1,2,9,12,10,7,21,26,22,6,34,29,8,25,8,36,34,12,7
5563,0,5563,1,3,5,8,12,4,15,20,24,14,13,28,16,17,51,17,12,2,25,15
5564,2,1391,2,1,5,5,0,14,4,11,28,27,22,38,15,28,13,34,49,51,42,4
5565,0,5565,0,0,0,10,1,6,17,22,26,16,15,30,18,19,0,19,14,4,27,17
5566,1,2783,2,3,4,0,1,12,9,0,28,24,8,36,31,10,27,10,38,36,14,9
5567,0,5567,2,2,2,1,3,8,0,1,28,18,17,32,20,21,2,21,16,6,29,19
5568,6,87,0,2,3,10,9,2,11,18,0,25,13,5,1,40,34,28,26,20,16,14
5569,0,5569,1,4,4,3,5,10,2,3,1,20,19,34,22,23,4,23,18,8,31,21
5570,1,2785,1,0,6,2,3,14,11,2,1,26,10,38,33,12,29,12,40,38,16,11
5571,0,5571,0,1,6,5,7,12,4,5,3,22,21,36,24,25,6,25,20,10,33,23
5572,2,1393,1,3,0,7,2,16,6,13,1,29,24,40,17,30,15,36,51,53,44,6
5573,0,5573,2,3,1,7,9,14,6,7,5,24,23,38,26,27,8,27,22,12,35,25
5574,1,2787,0,2,1,4,5,16,13,4,3,28,12,40,35,14,31,14,42,40,18,13
5575,0,5575,1,0,3,9,11,16,8,9,7,26,25,40,28,29,10,29,24,14,37,27
5576,3,697,1,2,4,4,8,0,13,7,1,15,31,0,9,39,8,48,26,27,58,40
5577,0,5577,0,2,5,0,0,1,10,11,9,28,27,1,30,31,12,31,26,16,39,29
5578,1,2789,2,4,3,6,7,1,15,6,5,30,14,1,37,16,33,16,44,42,20,15
5579,0,5579,2,4,0,2,2,3,12,13,11,30,29,3,32,33,14,33,28,18,41,31
5580,2,1395,0,0,2,9,4,1,8,15,3,0,26,1,19,32,17,38,53,55,46,8
5581,0,5581,1,1,2,4,4,5,14,15,13,1,31,5,34,35,16,35,30,20,43,33
5582,1,2791,1,1,5,8,9,3,17,8,7,1,16,3,39,18,35,18,46,44,22,17
5583,0,5583,0,3,4,6,6,7,16,17,15,3,33,7,36,37,18,37,32,22,45,35
5584,4,349,1,4,6,8,11,9,7,4,1,8,16,21,5,20,31,54,44,14,65,57
5585,0,5585,2,0,6,8,8,9,18,19,17,5,35,9,38,39,20,39,34,24,47,37
5586,1,2793,0,3,0,10,11,5,0,10,9,3,18,5,41,20,37,20,48,46,24,19
5587,0,5587,1,2,1,10,10,11,1,21,19,7,0,11,40,41,22,41,36,26,49,39
5588,2,1397,2,2,4,0,6,3,10,17,5,2,28,3,21,34,19,40,55,57,48,10
5589,0,5589,0,4,3,1,12,13,3,0,21,9,2,13,42,43,24,43,38,28,51,41
5590,1,2795,2,0,2,1,0,7,2,12,11,5,20,7,0,22,39,22,50,48,26,21
5591,0,5591,2,1,5,3,1,15,5,2,23,11,4,15,1,45,26,45,40,30,53,43
5592,3,699,0,4,6,6,10,2,15,9,3,17,33,2,11,41,10,50,28,29,60,42
5593,0,5593,1,3,0,5,3,0,7,4,25,13,6,17,3,0,28,47,42,32,55,45
5594,1,2797,1,2,4,3,2,9,4,14,13,7,22,9,2,24,41,24,52,50,28,23
5595,0,5595,0,0,2,7,5,2,9,6,27,15,8,19,5,2,30,49,44,34,57,47
5596,2,1399,1,4,6,2,8,5,12,19,7,4,30,5,23,36,21,42,57,59,50,12
5597,0,5597,2,2,4,9,7,4,11,8,0,17,10,21,7,4,32,51,46,36,59,49
5598,1,2799,0,4,6,5,4,11,6,16,15,9,24,11,4,26,43,26,54,52,30,25
5599,0,5599,1,4,6,0,9,6,13,10,2,19,12,23,9,6,34,53,48,38,61,51
5600,5,175,1,0,0,10,6,5,4,14,1,20,27,11,3,34,16,57,53,41,33,29
5601,0,5601,0,1,1,2,11,8,15,12,4,21,14,25,11,8,36,55,50,40,63,53
5602,1,2801,2,1,1,7,6,13,8,18,17,11,26,13,6,28,45,28,56,54,32,27
5603,0,5603,2,3,3,4,0,10,17,14,6,23,16,27,13,10,38,57,52,42,65,55
5604,2,1401,0,1,1,4,10,7,14,21,9,6,32,7,25,38,23,44,59,61,52,14
5605,0,5605,1,0,5,6,2,12,0,16,8,25,18,29,15,12,40,0,54,44,67,57
5606,1,2803,1,3,3,9,8,15,10,20,19,13,28,15,8,30,47,30,58,56,34,29
5607,0,5607,0,2,0,8,4,14,2,18,10,27,20,31,17,14,42,2,56,46,69,59
5608,3,701,2,1,1,8,12,4,17,11,5,19,35,4,13,43,12,52,30,31,62,44
5609,0,5609,2,4,2,10,6,16,4,20,12,29,22,33,19,16,44,4,58,48,0,61
5610,1,2805,0,0,5,0,10,0,12,22,21,15,30,17,10,32,49,32,60,58,36,31
5611,0,5611,1,1,4,1,8,1,6,22,14,0,24,35,21,18,46,6,60,50,2,63
5612,2,1403,2,3,3,6,12,9,16,0,11,8,34,9,27,40,25,46,0,63,54,16
5613,0,5613,0,3,6,3,10,3,8,1,16,2,26,37,23,20,48,8,1,52,4,65
5614,1,2807,2,2,0,2,12,2,14,1,23,17,32,19,12,34,51,34,1,60,38,33
5615,0,5615,2,0,1,5,12,5,10,3,18,4,28,39,25,22,50,10,3,54,6,67
5616,4,351,0,1,1,10,0,11,9,6,3,10,18,23,7,22,33,56,46,16,67,59
5617,0,5617,1,2,3,7,1,7,12,5,20,6,30,0,27,24,52,12,5,56,8,69
5618,1,2809,1,4,2,4,1,4,16,3,25,19,34,21,14,36,0,36,3,62,40,35
5619,0,5619,0,4,5,9,3,9,14,7,22,8,32,2,29,26,1,14,7,58,10,71
5620,2,1405,1,0,5,8,1,11,18,2,13,10,36,11,29,42,27,48,2,65,56,18
5621,0,5621,2,1,0,0,5,11,16,9,24,10,34,4,31,28,3,16,9,60,12,0
5622,1,2811,0,1,4,6,3,6,18,5,27,21,36,23,16,38,2,38,5,64,42,37
5623,0,5623,1,3,2,2,7,13,18,11,26,12,36,6,33,30,5,18,11,62,14,2
5624,3,703,1,3,3,10,1,6,0,13,7,21,0,6,15,45,14,54,32,33,64,46
5625,0,5625,0,0,4,4,9,15,1,13,28,14,1,8,35,32,7,20,13,64,16,4
5626,1,2813,2,3,6,8,5,8,1,7,0,23,1,25,18,40,4,40,7,66,44,39
5627,0,5627,2,2,6,6,11,0,3,15,1,16,3,10,37,34,9,22,15,66,18,6
5628,2,1407,0,2,0,10,3,13,1,4,15,12,1,13,31,44,29,50,4,0,58,20
5629,0,5629,1,4,1,8,0,2,5,17,3,18,5,12,39,36,11,24,17,1,20,8
5630,1,2815,1,0,1,10,7,10,3,9,2,25,3,27,20,42,6,42,9,1,46,41
5631,0,5631,0,1,3,10,2,4,7,19,5,20,7,14,41,38,13,26,19,3,22,10
5632,9,11,2,1,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
5633,0,5633,2,3,5,1,4,6,9,21,7,22,9,16,0,40,15,28,21,5,24,12
5634,1,2817,0,2,3,1,9,12,5,11,4,27,5,29,22,44,8,44,11,3,48,43
5635,0,5635,1,0,0,3,6,8,11,0,9,24,11,18,2,42,17,30,23,7,26,14
5636,2,1409,2,4,2,1,5,15,3,6,17,14,3,15,33,46,31,52,6,2,60,22
5637,0,5637,0,2,2,5,8,10,13,2,11,26,13,20,4,44,19,32,25,9,28,16
5638,1,2819,2,4,5,3,11,14,7,13,6,29,7,31,24,46,10,46,13,5,50,45
5639,0,5639,2,4,4,7,10,12,15,4,13,28,15,22,6,46,21,34,27,11,30,18
5640,3,705,0,0,5,1,3,8,2,15,9,23,2,8,17,0,16,56,34,35,66,48
5641,0,5641,1,1,6,9,12,14,17,6,15,30,17,24,8,1,23,36,29,13,32,20
5642,1,2821,1,1,0,5,0,16,9,15,8,0,9,33,26,1,12,48,15,7,52,47
5643,0,5643,0,3,1,0,1,16,0,8,17,1,19,26,10,3,25,38,31,15,34,22
5644,2,1411,1,1,4,3,7,0,5,8,19,16,5,17,35,1,33,54,8,4,62,24
5645,0,5645,2,0,3,2,3,1,2,10,19,3,21,28,12,5,27,40,33,17,36,24
5646,1,2823,0,3,2,7,2,1,11,17,10,2,11,35,28,3,14,50,17,9,54,49
5647,0,5647,1,2,5,4,5,3,4,12,21,5,23,30,14,7,29,42,35,19,38,26
5648,4,353,2,3,3,1,2,13,11,8,5,12,20,25,9,24,35,58,48,18,69,61
5649,0,5649,0,4,0,6,7,5,6,14,23,7,25,32,16,9,31,44,37,21,40,28
5650,1,2825,2,0,4,9,4,3,13,19,12,4,13,37,30,5,16,52,19,11,56,51
5651,0,5651,2,1,2,8,9,7,8,16,25,9,27,34,18,11,33,46,39,23,42,30
5652,2,1413,0,3,6,5,9,2,7,10,21,18,7,19,37,3,35,56,10,6,64,26
5653,0,5653,1,3,4,10,11,9,10,18,27,11,29,36,20,13,35,48,41,25,44,32
5654,1,2827,1,2,6,0,6,5,15,21,14,6,15,39,32,7,18,54,21,13,58,53
5655,0,5655,0,0,6,1,0,11,12,20,0,13,31,38,22,15,37,50,43,27,46,34
5656,3,707,2,2,0,3,5,10,4,17,11,25,4,10,19,2,18,58,36,37,68,50
5657,0,5657,2,2,1,3,2,13,14,22,2,15,33,40,24,17,39,52,45,29,48,36
5658,1,2829,0,4,1,2,8,7,17,0,16,8,17,0,34,9,20,56,23,15,60,55
5659,0,5659,1,4,3,5,4,15,16,1,4,17,35,1,26,19,41,54,47,31,50,38
5660,2,1415,2,0,1,7,11,4,9,12,23,20,9,21,39,5,37,58,12,8,66,28
5661,0,5661,0,1,5,7,6,0,18,3,6,19,0,3,28,21,43,56,49,33,52,40
5662,1,2831,2,1,3,4,10,9,0,2,18,10,19,2,36,11,22,58,25,17,62,57
5663,0,5663,2,3,0,9,8,2,1,5,8,21,2,5,30,23,45,58,51,35,54,42
5664,5,177,0,2,2,1,8,7,6,16,3,22,29,13,5,36,18,0,55,43,35,31
5665,0,5665,1,0,2,0,10,4,3,7,10,23,4,7,32,25,47,1,53,37,56,44
5666,1,2833,1,3,5,6,12,11,2,4,20,12,21,4,38,13,24,1,27,19,64,59
5667,0,5667,0,2,4,2,12,6,5,9,12,25,6,9,34,27,49,3,55,39,58,46
5668,2,1417,1,2,3,9,0,6,11,14,25,22,11,23,41,7,39,1,14,10,68,30
5669,0,5669,2,4,6,4,1,8,7,11,14,27,8,11,36,29,51,5,57,41,60,48
5670,1,2835,0,0,0,8,1,13,4,6,22,14,23,6,40,15,26,3,29,21,66,61
5671,0,5671,1,1,1,6,3,10,9,13,16,29,10,13,38,31,0,7,59,43,62,50
5672,3,709,1,4,2,5,7,12,6,19,13,27,6,12,21,4,20,1,38,39,70,52
5673,0,5673,0,3,3,8,5,12,11,15,18,0,12,15,40,33,2,9,0,45,64,52
5674,1,2837,2,2,2,10,3,15,6,8,24,16,25,8,42,17,28,5,31,23,68,63
5675,0,5675,2,0,5,10,7,14,13,17,20,2,14,17,42,35,4,11,2,47,66,54
5676,2,1419,0,4,5,0,2,8,13,16,27,24,13,25,0,9,41,3,16,12,70,32
5677,0,5677,1,2,0,1,9,16,15,19,22,4,16,19,1,37,6,13,4,49,68,56
5678,1,2839,1,4,4,1,5,0,8,10,26,18,27,10,1,19,30,7,33,25,70,65
5679,0,5679,0,4,2,3,11,1,17,21,24,6,18,21,3,39,8,15,6,51,70,58
5680,4,355,1,0,5,3,4,15,13,10,7,14,22,27,11,26,37,1,50,20,0,63
5681,0,5681,2,1,4,5,0,3,0,0,26,8,20,23,5,41,10,17,8,53,1,60
5682,1,2841,0,1,6,3,7,2,10,12,28,20,29,12,3,21,32,9,35,27,1,67
5683,0,5683,1,3,6,7,2,5,2,2,28,10,22,25,7,43,12,19,10,55,3,62
5684,2,1421,2,1,0,2,4,10,15,18,0,26,15,27,2,11,43,5,18,14,1,34
5685,0,5685,0,0,1,9,4,7,4,4,1,12,24,27,9,45,14,21,12,57,5,64
5686,1,2843,2,3,1,5,9,4,12,14,1,22,31,14,5,23,34,11,37,29,3,69
5687,0,5687,2,2,3,0,6,9,6,6,3,14,26,29,11,0,16,23,14,59,7,66
5688,3,711,0,1,4,7,9,14,8,21,15,29,8,14,23,6,22,3,40,41,1,54
5689,0,5689,1,4,5,2,8,11,8,8,5,16,28,31,13,2,18,25,16,61,9,68
5690,1,2845,1,0,3,7,11,6,14,16,3,24,33,16,7,25,36,13,39,31,5,71
5691,0,5691,0,1,0,4,10,13,10,10,7,18,30,33,15,4,20,27,18,63,11,70
5692,2,1423,1,3,2,4,6,12,17,20,2,28,17,29,4,13,45,7,20,16,3,36
5693,0,5693,2,3,2,6,12,15,12,12,9,20,32,35,17,6,22,29,20,65,13,72
5694,1,2847,0,2,5,9,0,8,16,18,5,26,35,18,9,27,38,15,41,33,7,0
5695,0,5695,1,0,4,8,1,0,14,14,11,22,34,37,19,8,24,31,22,0,15,1
5696,6,89,2,4,5,1,11,4,13,20,2,27,15,7,3,42,36,30,28,22,18,16
5697,0,5697,0,2,6,10,3,2,16,16,13,24,36,39,21,10,26,33,24,2,17,3
5698,1,2849,2,4,0,0,2,10,18,20,7,28,0,20,11,29,40,17,43,35,9,2
5699,0,5699,2,4,1,1,5,4,18,18,15,26,1,0,23,12,28,35,26,4,19,5
5700,2,1425,0,0,4,6,8,14,0,22,4,30,19,31,6,15,47,9,22,18,5,38
5701,0,5701,1,1,3,3,7,6,1,20,17,28,3,2,25,14,30,37,28,6,21,7
5702,1,2851,1,1,2,2,4,12,1,22,9,30,2,22,13,31,42,19,45,37,11,4
5703,0,5703,0,3,5,5,9,8,3,22,19,30,5,4,27,16,32,39,30,8,23,9
5704,3,713,2,3,6,9,11,16,10,0,17,0,10,16,25,8,24,5,42,43,3,56
5705,0,5705,2,0,0,7,11,10,5,1,21,1,7,6,29,18,34,41,32,10,25,11
5706,1,2853,0,3,4,4,6,14,3,1,11,1,4,24,15,33,44,21,47,39,13,6
5707,0,5707,1,2,2,9,0,12,7,3,23,3,9,8,31,20,36,43,34,12,27,13
5708,2,1427,2,2,6,8,10,16,2,1,6,1,21,33,8,17,49,11,24,20,7,40
5709,0,5709,0,4,4,0,2,14,9,5,25,5,11,10,33,22,38,45,36,14,29,15
5710,1,2855,2,0,6,6,8,16,5,3,13,3,6,26,17,35,46,23,49,41,15,8
5711,0,5711,2,1,6,2,4,16,11,7,27,7,13,12,35,24,40,47,38,16,31,17
5712,4,357,0,2,0,5,6,0,15,12,9,16,24,29,13,28,39,3,52,22,2,65
5713,0,5713,1,3,1,4,6,1,13,9,0,9,15,14,37,26,42,49,40,18,33,19
5714,1,2857,1,2,1,8,10,1,7,5,15,5,8,28,19,37,48,25,51,43,17,10
5715,0,5715,0,0,3,6,8,3,15,11,2,11,17,16,39,28,44,51,42,20,35,21
5716,2,1429,1,4,1,10,12,1,4,3,8,3,23,35,10,19,51,13,26,22,9,42
5717,0,5717,2,2,5,8,10,5,17,13,4,13,19,18,41,30,46,53,44,22,37,23
5718,1,2859,0,4,3,10,12,3,9,7,17,7,10,30,21,39,50,27,53,45,19,12
5719,0,5719,1,4,0,10,12,7,0,15,6,15,21,20,0,32,48,55,46,24,39,25
5720,3,715,1,0,1,0,0,1,12,2,19,2,12,18,27,10,26,7,44,45,5,58
5721,0,5721,0,1,2,1,1,9,2,17,8,17,23,22,2,34,50,57,48,26,41,27
5722,1,2861,2,1,5,1,1,5,11,9,19,9,12,32,23,41,52,29,55,47,21,14
5723,0,5723,2,3,4,3,3,11,4,19,10,19,25,24,4,36,52,0,50,28,43,29
5724,2,1431,0,1,3,1,1,3,6,5,10,5,25,37,12,21,0,15,28,24,11,44
5725,0,5725,1,0,6,5,5,13,6,21,12,21,27,26,6,38,1,2,52,30,45,31
5726,1,2863,1,3,0,3,3,7,13,11,21,11,14,34,25,43,1,31,57,49,23,16
5727,0,5727,0,2,1,7,7,15,8,0,14,23,29,28,8,40,3,4,54,32,47,33
5728,5,179,2,4,4,3,10,9,8,18,5,24,31,15,7,38,20,2,57,45,37,33
5729,0,5729,2,4,3,9,9,0,10,2,16,25,31,30,10,42,5,6,56,34,49,35
5730,1,2865,0,0,2,5,5,9,15,13,23,13,16,36,27,45,3,33,59,51,25,18
5731,0,5731,1,1,5,0,11,2,12,4,18,27,33,32,12,44,7,8,58,36,51,37
5732,2,1433,2,3,5,3,3,5,8,7,12,7,27,39,14,23,2,17,30,26,13,46
5733,0,5733,0,3,0,2,0,4,14,6,20,29,35,34,14,46,9,10,60,38,53,39
5734,1,2867,2,2,4,7,7,11,17,15,25,15,18,38,29,0,5,35,0,53,27,20
5735,0,5735,2,0,2,4,2,6,16,8,22,0,0,36,16,1,11,12,1,40,55,41
5736,3,717,0,2,3,2,2,3,14,4,21,4,14,20,29,12,28,9,46,47,7,60
5737,0,5737,1,2,4,6,4,8,18,10,24,2,2,38,18,3,13,14,3,42,57,43
5738,1,2869,1,4,6,9,9,13,0,17,27,17,20,40,31,2,7,37,2,55,29,22
5739,0,5739,0,4,6,8,6,10,1,12,26,4,4,40,20,5,15,16,5,44,59,45
5740,2,1435,1,0,0,5,5,7,10,9,14,9,29,0,16,25,4,19,32,28,15,48
5741,0,5741,2,1,1,10,8,12,3,14,28,6,6,1,22,7,17,18,7,46,61,47
5742,1,2871,0,1,1,0,11,15,2,19,0,19,22,1,33,4,9,39,4,57,31,24
5743,0,5743,1,3,3,1,10,14,5,16,1,8,8,3,24,9,19,20,9,48,63,49
5744,4,359,2,4,2,7,8,2,17,14,11,18,26,31,15,30,41,5,54,24,4,67
5745,0,5745,0,0,5,3,12,16,7,18,3,10,10,5,26,11,21,22,11,50,65,51
5746,1,2873,2,3,3,2,0,0,4,21,2,21,24,3,35,6,11,41,6,59,33,26
5747,0,5747,2,2,0,5,1,1,9,20,5,12,12,7,28,13,23,24,13,52,67,53
5748,2,1437,0,2,2,7,7,9,12,11,16,11,31,2,18,27,6,21,34,30,17,50
5749,0,5749,1,4,2,7,3,3,11,22,7,14,14,9,30,15,25,26,15,54,69,55
5750,1,2875,1,0,5,4,2,2,6,0,4,23,26,5,37,8,13,43,8,61,35,28
5751,0,5751,0,1,4,9,5,5,13,1,9,16,16,11,32,17,27,28,17,56,0,57
5752,3,719,2,4,5,4,4,5,16,6,23,6,16,22,31,14,30,11,48,49,9,62
5753,0,5753,2,3,6,0,7,7,15,3,11,18,18,13,34,19,29,30,19,58,2,59
5754,1,2877,0,2,0,6,4,4,8,2,6,25,28,7,39,10,15,45,10,63,37,30
5755,0,5755,1,0,1,2,9,9,17,5,13,20,20,15,36,21,31,32,21,60,4,61
5756,2,1439,2,4,4,9,9,11,14,13,18,13,33,4,20,29,8,23,36,32,19,52
5757,0,5757,0,2,3,4,11,11,0,7,15,22,22,17,38,23,33,34,23,62,6,63
5758,1,2879,2,4,2,8,6,6,10,4,8,27,30,9,41,12,17,47,12,65,39,32
5759,0,5759,2,4,5,6,0,13,2,9,17,24,24,19,40,25,35,36,25,64,8,65
5760,7,45,0,0,3,1,6,11,7,22,16,14,8,4,2,45,45,45,45,45,45,45
5761,0,5761,1,1,0,8,2,15,4,11,19,26,26,21,42,27,37,38,27,66,10,67
5762,1,2881,1,1,4,10,8,8,12,6,10,29,32,11,0,14,19,49,14,0,41,34
5763,0,5763,0,3,2,10,4,0,6,13,21,28,28,23,1,29,39,40,29,1,12,69
5764,2,1441,1,1,6,0,11,13,16,15,20,15,35,6,22,31,10,25,38,34,21,54
5765,0,5765,2,0,4,1,6,2,8,15,23,30,30,25,3,31,41,42,31,3,14,71
5766,1,2883,0,3,6,1,10,10,14,8,12,0,34,13,2,16,21,51,16,2,43,36
5767,0,5767,1,2,6,3,8,4,10,17,25,1,32,27,5,33,43,44,33,5,16,0
5768,3,721,1,1,0,6,6,7,18,8,25,8,18,24,33,16,32,13,50,51,11,64
5769,0,5769,0,4,1,5,10,6,12,19,27,3,34,29,7,35,45,46,35,7,18,2
5770,1,2885,2,0,1,3,12,12,16,10,14,2,36,15,4,18,23,53,18,4,45,38
5771,0,5771,2,1,3,7,12,8,14,21,0,5,36,31,9,37,47,48,37,9,20,4
5772,2,1443,0,3,1,2,0,15,18,17,22,17,0,8,24,33,12,27,40,36,23,56
5773,0,5773,1,3,5,9,1,10,16,0,2,7,1,33,11,39,49,50,39,11,22,6
5774,1,2887,1,2,3,5,1,14,18,12,16,4,1,17,6,20,25,55,20,6,47,40
5775,0,5775,0,0,0,0,3,12,18,2,4,9,3,35,13,41,51,52,41,13,24,8
5776,4,361,1,1,4,9,10,4,0,16,13,20,28,33,17,32,43,7,56,26,6,69
5777,0,5777,2,2,2,2,5,14,1,4,6,11,5,37,15,43,0,54,43,15,26,10
5778,1,2889,0,4,5,7,3,16,1,14,18,6,3,19,8,22,27,57,22,8,49,42
5779,0,5779,1,4,4,4,7,16,3,6,8,13,7,39,17,45,2,56,45,17,28,12
5780,2,1445,2,0,3,4,2,0,1,19,24,19,2,10,26,35,14,29,42,38,25,58
5781,0,5781,0,1,6,6,9,1,5,8,10,15,9,0,19,0,4,58,47,19,30,14
5782,1,2891,2,1,0,9,5,1,3,16,20,8,5,21,10,24,29,0,24,10,51,44
5783,0,5783,2,3,1,8,11,3,7,10,12,17,11,2,21,2,6,1,49,21,32,16
5784,3,723,0,3,2,8,8,9,1,10,27,10,20,26,35,18,34,15,52,53,13,66
5785,0,5785,1,0,3,10,0,5,9,12,14,19,13,4,23,4,8,3,51,23,34,18
5786,1,2893,1,3,2,0,7,3,5,18,22,10,7,23,12,26,31,2,26,12,53,46
5787,0,5787,0,2,5,1,2,7,11,14,16,21,15,6,25,6,10,5,53,25,36,20
5788,2,1447,1,2,5,6,4,2,3,21,26,21,4,12,28,37,16,31,44,40,27,60
5789,0,5789,2,4,0,3,4,9,13,16,18,23,17,8,27,8,12,7,55,27,38,22
5790,1,2895,0,0,4,2,9,5,7,20,24,12,9,25,14,28,33,4,28,14,55,48
5791,0,5791,1,1,2,5,6,11,15,18,20,25,19,10,29,10,14,9,57,29,40,24
5792,5,181,1,1,6,5,12,11,10,20,7,26,33,17,9,40,22,4,59,47,39,35
5793,0,5793,0,3,4,7,8,13,17,20,22,27,21,12,31,12,16,11,59,31,42,26
5794,1,2897,2,2,6,4,11,7,9,22,26,14,11,27,16,30,35,6,30,16,57,50
5795,0,5795,2,0,6,9,10,15,0,22,24,29,23,14,33,14,18,13,0,33,44,28
5796,2,1449,0,4,0,8,6,4,5,0,28,23,6,14,30,39,18,33,46,42,29,62
5797,0,5797,1,2,1,0,12,0,2,1,26,0,25,16,35,16,20,15,2,35,46,30
5798,1,2899,1,4,1,6,0,9,11,1,28,16,13,29,18,32,37,8,32,18,59,52
5799,0,5799,0,4,3,2,1,2,4,3,28,2,27,18,37,18,22,17,4,37,48,32
5800,3,725,2,0,4,10,10,11,3,12,0,12,22,28,37,20,36,17,54,55,15,68
5801,0,5801,2,1,5,4,3,4,6,5,1,4,29,20,39,20,24,19,6,39,50,34
5802,1,2901,0,1,3,8,2,11,13,3,1,18,15,31,20,34,39,10,34,20,61,54
5803,0,5803,1,3,0,6,5,6,8,7,3,6,31,22,41,22,26,21,8,41,52,36
5804,2,1451,2,1,2,10,8,6,7,2,1,25,8,16,32,41,20,35,48,44,31,64
