# `n`             a positive integer
# `factorization` the prime factorization of n, including exponents
# `primeness`     notes if n is a prime, prime power, radical, radical power, or primorial

     n, factorization, primeness
  1113, 3 7 53,        radical
  1114, 2 557,         radical
  1115, 5 223,         radical
  1116, 2² 3² 31,      
  1117, 1117,          prime
  1118, 2 13 43,       radical
  1119, 3 373,         radical
  1120, 2⁵ 5 7,        
  1121, 19 59,         radical
  1122, 2 3 11 17,     radical
  1123, 1123,          prime
  1124, 2² 281,        
  1125, 3² 5³,         
  1126, 2 563,         radical
  1127, 7² 23,         
  1128, 2³ 3 47,       
  1129, 1129,          prime
  1130, 2 5 113,       radical
  1131, 3 13 29,       radical
  1132, 2² 283,        
  1133, 11 103,        radical
  1134, 2 3⁴ 7,        
  1135, 5 227,         radical
  1136, 2⁴ 71,         
  1137, 3 379,         radical
  1138, 2 569,         radical
  1139, 17 67,         radical
  1140, 2² 3 5 19,     
  1141, 7 163,         radical
  1142, 2 571,         radical
  1143, 3² 127,        
  1144, 2³ 11 13,      
  1145, 5 229,         radical
  1146, 2 3 191,       radical
  1147, 31 37,         radical
  1148, 2² 7 41,       
  1149, 3 383,         radical
  1150, 2 5² 23,       
  1151, 1151,          prime
  1152, 2⁷ 3²,         
  1153, 1153,          prime
  1154, 2 577,         radical
  1155, 3 5 7 11,      radical
  1156, 2² 17²,        radical power
  1157, 13 89,         radical
  1158, 2 3 193,       radical
  1159, 19 61,         radical
  1160, 2³ 5 29,       
  1161, 3³ 43,         
  1162, 2 7 83,        radical
  1163, 1163,          prime
  1164, 2² 3 97,       
  1165, 5 233,         radical
  1166, 2 11 53,       radical
  1167, 3 389,         radical
  1168, 2⁴ 73,         
  1169, 7 167,         radical
  1170, 2 3² 5 13,     
  1171, 1171,          prime
  1172, 2² 293,        
  1173, 3 17 23,       radical
  1174, 2 587,         radical
  1175, 5² 47,         
  1176, 2³ 3 7²,       
  1177, 11 107,        radical
  1178, 2 19 31,       radical
  1179, 3² 131,        
  1180, 2² 5 59,       
  1181, 1181,          prime
  1182, 2 3 197,       radical
  1183, 7 13²,         
  1184, 2⁵ 37,         
  1185, 3 5 79,        radical
  1186, 2 593,         radical
  1187, 1187,          prime
  1188, 2² 3³ 11,      
  1189, 29 41,         radical
  1190, 2 5 7 17,      radical
  1191, 3 397,         radical
  1192, 2³ 149,        
  1193, 1193,          prime
  1194, 2 3 199,       radical
  1195, 5 239,         radical
  1196, 2² 13 23,      
  1197, 3² 7 19,       
  1198, 2 599,         radical
  1199, 11 109,        radical
  1200, 2⁴ 3 5²,       
  1201, 1201,          prime
  1202, 2 601,         radical
  1203, 3 401,         radical
  1204, 2² 7 43,       
  1205, 5 241,         radical
  1206, 2 3² 67,       
  1207, 17 71,         radical
  1208, 2³ 151,        
  1209, 3 13 31,       radical
  1210, 2 5 11²,       
  1211, 7 173,         radical
  1212, 2² 3 101,      
  1213, 1213,          prime
  1214, 2 607,         radical
  1215, 3⁵ 5,          
  1216, 2⁶ 19,         
  1217, 1217,          prime
  1218, 2 3 7 29,      radical
  1219, 23 53,         radical
  1220, 2² 5 61,       
  1221, 3 11 37,       radical
  1222, 2 13 47,       radical
  1223, 1223,          prime
  1224, 2³ 3² 17,      
  1225, 5² 7²,         radical power
  1226, 2 613,         radical
  1227, 3 409,         radical
  1228, 2² 307,        
  1229, 1229,          prime
  1230, 2 3 5 41,      radical
  1231, 1231,          prime
  1232, 2⁴ 7 11,       
  1233, 3² 137,        
  1234, 2 617,         radical
  1235, 5 13 19,       radical
  1236, 2² 3 103,      
  1237, 1237,          prime
  1238, 2 619,         radical
  1239, 3 7 59,        radical
  1240, 2³ 5 31,       
  1241, 17 73,         radical
  1242, 2 3³ 23,       
  1243, 11 113,        radical
  1244, 2² 311,        
  1245, 3 5 83,        radical
  1246, 2 7 89,        radical
  1247, 29 43,         radical
  1248, 2⁵ 3 13,       
  1249, 1249,          prime
  1250, 2 5⁴,          
  1251, 3² 139,        
  1252, 2² 313,        
  1253, 7 179,         radical
  1254, 2 3 11 19,     radical
  1255, 5 251,         radical
  1256, 2³ 157,        
  1257, 3 419,         radical
  1258, 2 17 37,       radical
  1259, 1259,          prime
  1260, 2² 3² 5 7,     
  1261, 13 97,         radical
  1262, 2 631,         radical
  1263, 3 421,         radical
  1264, 2⁴ 79,         
  1265, 5 11 23,       radical
  1266, 2 3 211,       radical
  1267, 7 181,         radical
  1268, 2² 317,        
  1269, 3³ 47,         
  1270, 2 5 127,       radical
  1271, 31 41,         radical
  1272, 2³ 3 53,       
  1273, 19 67,         radical
  1274, 2 7² 13,       
  1275, 3 5² 17,       
  1276, 2² 11 29,      
  1277, 1277,          prime
  1278, 2 3² 71,       
  1279, 1279,          prime
  1280, 2⁸ 5,          
  1281, 3 7 61,        radical
  1282, 2 641,         radical
  1283, 1283,          prime
  1284, 2² 3 107,      
  1285, 5 257,         radical
  1286, 2 643,         radical
  1287, 3² 11 13,      
  1288, 2³ 7 23,       
  1289, 1289,          prime
  1290, 2 3 5 43,      radical
  1291, 1291,          prime
  1292, 2² 17 19,      
  1293, 3 431,         radical
  1294, 2 647,         radical
  1295, 5 7 37,        radical
  1296, 2⁴ 3⁴,         radical power
  1297, 1297,          prime
  1298, 2 11 59,       radical
  1299, 3 433,         radical
  1300, 2² 5² 13,      
  1301, 1301,          prime
  1302, 2 3 7 31,      radical
  1303, 1303,          prime
  1304, 2³ 163,        
  1305, 3² 5 29,       
  1306, 2 653,         radical
  1307, 1307,          prime
  1308, 2² 3 109,      
  1309, 7 11 17,       radical
  1310, 2 5 131,       radical
  1311, 3 19 23,       radical
  1312, 2⁵ 41,         
  1313, 13 101,        radical
  1314, 2 3² 73,       
  1315, 5 263,         radical
  1316, 2² 7 47,       
  1317, 3 439,         radical
  1318, 2 659,         radical
  1319, 1319,          prime
  1320, 2³ 3 5 11,     
  1321, 1321,          prime
  1322, 2 661,         radical
  1323, 3³ 7²,         
  1324, 2² 331,        
  1325, 5² 53,         
  1326, 2 3 13 17,     radical
  1327, 1327,          prime
  1328, 2⁴ 83,         
  1329, 3 443,         radical
  1330, 2 5 7 19,      radical
  1331, 11³,           prime power
  1332, 2² 3² 37,      
  1333, 31 43,         radical
  1334, 2 23 29,       radical
  1335, 3 5 89,        radical
  1336, 2³ 167,        
  1337, 7 191,         radical
  1338, 2 3 223,       radical
  1339, 13 103,        radical
  1340, 2² 5 67,       
  1341, 3² 149,        
  1342, 2 11 61,       radical
  1343, 17 79,         radical
  1344, 2⁶ 3 7,        
  1345, 5 269,         radical
  1346, 2 673,         radical
  1347, 3 449,         radical
  1348, 2² 337,        
  1349, 19 71,         radical
  1350, 2 3³ 5²,       
  1351, 7 193,         radical
  1352, 2³ 13²,        
  1353, 3 11 41,       radical
  1354, 2 677,         radical
  1355, 5 271,         radical
  1356, 2² 3 113,      
  1357, 23 59,         radical
  1358, 2 7 97,        radical
  1359, 3² 151,        
  1360, 2⁴ 5 17,       
  1361, 1361,          prime
  1362, 2 3 227,       radical
  1363, 29 47,         radical
  1364, 2² 11 31,      
  1365, 3 5 7 13,      radical
  1366, 2 683,         radical
  1367, 1367,          prime
  1368, 2³ 3² 19,      
  1369, 37²,           prime power
  1370, 2 5 137,       radical
  1371, 3 457,         radical
  1372, 2² 7³,         
  1373, 1373,          prime
  1374, 2 3 229,       radical
  1375, 5³ 11,         
  1376, 2⁵ 43,         
  1377, 3⁴ 17,         
  1378, 2 13 53,       radical
  1379, 7 197,         radical
  1380, 2² 3 5 23,     
  1381, 1381,          prime
  1382, 2 691,         radical
  1383, 3 461,         radical
  1384, 2³ 173,        
  1385, 5 277,         radical
  1386, 2 3² 7 11,     
  1387, 19 73,         radical
  1388, 2² 347,        
  1389, 3 463,         radical
  1390, 2 5 139,       radical
  1391, 13 107,        radical
  1392, 2⁴ 3 29,       
  1393, 7 199,         radical
  1394, 2 17 41,       radical
  1395, 3² 5 31,       
  1396, 2² 349,        
  1397, 11 127,        radical
  1398, 2 3 233,       radical
  1399, 1399,          prime
  1400, 2³ 5² 7,       
  1401, 3 467,         radical
  1402, 2 701,         radical
  1403, 23 61,         radical
  1404, 2² 3³ 13,      
  1405, 5 281,         radical
  1406, 2 19 37,       radical
  1407, 3 7 67,        radical
  1408, 2⁷ 11,         
  1409, 1409,          prime
  1410, 2 3 5 47,      radical
  1411, 17 83,         radical
  1412, 2² 353,        
  1413, 3² 157,        
  1414, 2 7 101,       radical
  1415, 5 283,         radical
  1416, 2³ 3 59,       
  1417, 13 109,        radical
  1418, 2 709,         radical
  1419, 3 11 43,       radical
  1420, 2² 5 71,       
  1421, 7² 29,         
  1422, 2 3² 79,       
  1423, 1423,          prime
  1424, 2⁴ 89,         
  1425, 3 5² 19,       
  1426, 2 23 31,       radical
  1427, 1427,          prime
  1428, 2² 3 7 17,     
  1429, 1429,          prime
  1430, 2 5 11 13,     radical
  1431, 3³ 53,         
  1432, 2³ 179,        
  1433, 1433,          prime
  1434, 2 3 239,       radical
  1435, 5 7 41,        radical
  1436, 2² 359,        
  1437, 3 479,         radical
  1438, 2 719,         radical
  1439, 1439,          prime
  1440, 2⁵ 3² 5,       
  1441, 11 131,        radical
  1442, 2 7 103,       radical
  1443, 3 13 37,       radical
  1444, 2² 19²,        radical power
  1445, 5 17²,         
  1446, 2 3 241,       radical
  1447, 1447,          prime
  1448, 2³ 181,        
  1449, 3² 7 23,       
  1450, 2 5² 29,       
  1451, 1451,          prime
  1452, 2² 3 11²,      
  1453, 1453,          prime
  1454, 2 727,         radical
  1455, 3 5 97,        radical
  1456, 2⁴ 7 13,       
  1457, 31 47,         radical
  1458, 2 3⁶,          
  1459, 1459,          prime
  1460, 2² 5 73,       
  1461, 3 487,         radical
  1462, 2 17 43,       radical
  1463, 7 11 19,       radical
  1464, 2³ 3 61,       
  1465, 5 293,         radical
  1466, 2 733,         radical
  1467, 3² 163,        
  1468, 2² 367,        
  1469, 13 113,        radical
  1470, 2 3 5 7²,      
  1471, 1471,          prime
  1472, 2⁶ 23,         
  1473, 3 491,         radical
  1474, 2 11 67,       radical
  1475, 5² 59,         
  1476, 2² 3² 41,      
  1477, 7 211,         radical
  1478, 2 739,         radical
  1479, 3 17 29,       radical
  1480, 2³ 5 37,       
  1481, 1481,          prime
  1482, 2 3 13 19,     radical
  1483, 1483,          prime
  1484, 2² 7 53,       
  1485, 3³ 5 11,       
  1486, 2 743,         radical
  1487, 1487,          prime
  1488, 2⁴ 3 31,       
  1489, 1489,          prime
  1490, 2 5 149,       radical
  1491, 3 7 71,        radical
  1492, 2² 373,        
  1493, 1493,          prime
  1494, 2 3² 83,       
  1495, 5 13 23,       radical
  1496, 2³ 11 17,      
  1497, 3 499,         radical
  1498, 2 7 107,       radical
  1499, 1499,          prime
  1500, 2² 3 5³,       
  1501, 19 79,         radical
  1502, 2 751,         radical
  1503, 3² 167,        
  1504, 2⁵ 47,         
  1505, 5 7 43,        radical
  1506, 2 3 251,       radical
  1507, 11 137,        radical
  1508, 2² 13 29,      
  1509, 3 503,         radical
  1510, 2 5 151,       radical
  1511, 1511,          prime
  1512, 2³ 3³ 7,       
  1513, 17 89,         radical
  1514, 2 757,         radical
  1515, 3 5 101,       radical
  1516, 2² 379,        
  1517, 37 41,         radical
  1518, 2 3 11 23,     radical
  1519, 7² 31,         
  1520, 2⁴ 5 19,       
  1521, 3² 13²,        radical power
  1522, 2 761,         radical
  1523, 1523,          prime
  1524, 2² 3 127,      
  1525, 5² 61,         
  1526, 2 7 109,       radical
  1527, 3 509,         radical
  1528, 2³ 191,        
  1529, 11 139,        radical
  1530, 2 3² 5 17,     
  1531, 1531,          prime
  1532, 2² 383,        
  1533, 3 7 73,        radical
  1534, 2 13 59,       radical
  1535, 5 307,         radical
  1536, 2⁹ 3,          
  1537, 29 53,         radical
  1538, 2 769,         radical
  1539, 3⁴ 19,         
  1540, 2² 5 7 11,     
  1541, 23 67,         radical
  1542, 2 3 257,       radical
  1543, 1543,          prime
  1544, 2³ 193,        
  1545, 3 5 103,       radical
  1546, 2 773,         radical
  1547, 7 13 17,       radical
  1548, 2² 3² 43,      
  1549, 1549,          prime
  1550, 2 5² 31,       
  1551, 3 11 47,       radical
  1552, 2⁴ 97,         
  1553, 1553,          prime
  1554, 2 3 7 37,      radical
  1555, 5 311,         radical
  1556, 2² 389,        
  1557, 3² 173,        
  1558, 2 19 41,       radical
  1559, 1559,          prime
  1560, 2³ 3 5 13,     
  1561, 7 223,         radical
  1562, 2 11 71,       radical
