# Integer factorization table

n     - a positive integer
fact  - the prime factors of n, indented by distance from the nearest prime
rad   - the radical of n, the product of its unique prime factors
τ     - the number of divisors of n, τ(n)
σ     - the sum of divisors of n, σ(n)
φ     - the Euler totient of n, φ(n)
λ     - the Carmichael function of n, λ(n)
Dψ    - the Dedekind ψ(n) function
μ     - the Möbius function of n, which is 1 if n is a product of an even number of distinct primes, -1 if odd, and 0 if any prime is repeated
ω     - the number of distinct prime factors of n, ω(n)
Ω     - the total number of prime factors of n, counting multiplicity, Ω(n)
λ     - the Liouville function of n, λ(n) = (-1)^Ω(n)
M     - the Mertens function M(n)
Λ     - the von Mangoldt function of n, Λ(n)
m*    - the residues of n modulo a set of primes

```csv
    n, fact,                       rad,   τ,     σ,     φ,     λ,    Dψ,   μ,  ω,   Ω,   λ,    M,      Λ, m2, m3, m5, m7, m11, m13, m17
  184,    2³⋅23,                    46,   8,   360,    88,    22,   288,   0,  2,   4,   1,   -4,  0.000,  0,  1,  4,  2,   8,   2,  14
  185,     5⋅37,                   185,   4,   228,   144,    36,   227,   1,  2,   2,   1,   -3,  0.000,  1,  2,  0,  3,   9,   3,  15
  186,      2⋅3⋅31,                186,   8,   384,    60,    30,   384,  -1,  3,   3,  -1,   -4,  0.000,  0,  0,  1,  4,  10,   4,  16
  187,     11⋅17,                  187,   4,   216,   160,    80,   216,   1,  2,   2,   1,   -3,  0.000,  1,  1,  2,  5,   0,   5,   0
  188,    2²⋅47,                    94,   6,   336,    92,    46,   288,   0,  2,   3,  -1,   -3,  0.000,  0,  2,  3,  6,   1,   6,   1
  189,   3³⋅7,                      21,   8,   320,   108,    18,   288,   0,  2,   4,   1,   -3,  0.000,  1,  0,  4,  0,   2,   7,   2
  190,  2⋅5⋅19,                    190,   8,   360,    72,    36,   359,  -1,  3,   3,  -1,   -4,  0.000,  0,  1,  0,  1,   3,   8,   3
  191, 191,                        191,   2,   192,   190,   190,   192,  -1,  1,   1,  -1,   -5,  5.252,  1,  2,  1,  2,   4,   9,   4
  192,  2⁶⋅3,                        6,  14,   508,    64,    16,   384,   0,  2,   7,  -1,   -5,  0.000,  0,  0,  2,  3,   5,  10,   5
  193, 193,                        193,   2,   194,   192,   192,   194,  -1,  1,   1,  -1,   -6,  5.263,  1,  1,  3,  4,   6,  11,   6
  194,  2⋅97,                      194,   4,   294,    96,    96,   294,   1,  2,   2,   1,   -5,  0.000,  0,  2,  4,  5,   7,  12,   7
  195,   3⋅5⋅13,                   195,   8,   336,    96,    12,   336,  -1,  3,   3,  -1,   -6,  0.000,  1,  0,  0,  6,   8,   0,   8
  196,  2²⋅7²,                      14,   9,   399,    84,    42,   336,   0,  2,   4,   1,   -6,  0.000,  0,  1,  1,  0,   9,   1,   9
  197, 197,                        197,   2,   198,   196,   196,   197,  -1,  1,   1,  -1,   -7,  5.283,  1,  2,  2,  1,  10,   2,  10
  198,  2⋅3²⋅11,                    66,  12,   468,    60,    30,   431,   0,  3,   4,   1,   -7,  0.000,  0,  0,  3,  2,   0,   3,  11
  199, 199,                        199,   2,   200,   198,   198,   199,  -1,  1,   1,  -1,   -8,  5.293,  1,  1,  4,  3,   1,   4,  12
  200,  2³⋅5²,                      10,  12,   465,    80,    20,   359,   0,  2,   5,  -1,   -8,  0.000,  0,  2,  0,  4,   2,   5,  13
  201,   3⋅67,                     201,   4,   272,   132,    66,   272,   1,  2,   2,   1,   -7,  0.000,  1,  0,  1,  5,   3,   6,  14
  202,    2⋅101,                   202,   4,   306,   100,   100,   306,   1,  2,   2,   1,   -6,  0.000,  0,  1,  2,  6,   4,   7,  15
  203,     7⋅29,                   203,   4,   240,   168,    84,   240,   1,  2,   2,   1,   -5,  0.000,  1,  2,  3,  0,   5,   8,  16
  204,      2²⋅3⋅17,               102,  12,   504,    64,    16,   432,   0,  3,   4,   1,   -5,  0.000,  0,  0,  4,  1,   6,   9,   0
  205,       5⋅41,                 205,   4,   252,   160,    40,   252,   1,  2,   2,   1,   -4,  0.000,  1,  1,  0,  2,   7,  10,   1
  206,      2⋅103,                 206,   4,   312,   102,   102,   312,   1,  2,   2,   1,   -3,  0.000,  0,  2,  1,  3,   8,  11,   2
  207,     3²⋅23,                   69,   6,   312,   132,    66,   288,   0,  2,   3,  -1,   -3,  0.000,  1,  0,  2,  4,   9,  12,   3
  208,    2⁴⋅13,                    26,  10,   434,    96,    12,   336,   0,  2,   5,  -1,   -3,  0.000,  0,  1,  3,  5,  10,   0,   4
  209,   11⋅19,                    209,   4,   240,   180,    90,   239,   1,  2,   2,   1,   -2,  0.000,  1,  2,  4,  6,   0,   1,   5
  210,  2⋅3⋅5⋅7,                   210,  16,   576,    48,    12,   575,   1,  4,   4,   1,   -1,  0.000,  0,  0,  0,  0,   1,   2,   6
  211, 211,                        211,   2,   212,   210,   210,   212,  -1,  1,   1,  -1,   -2,  5.352,  1,  1,  1,  1,   2,   3,   7
  212,  2²⋅53,                     106,   6,   378,   104,    52,   324,   0,  2,   3,  -1,   -2,  0.000,  0,  2,  2,  2,   3,   4,   8
  213,   3⋅71,                     213,   4,   288,   140,    70,   288,   1,  2,   2,   1,   -1,  0.000,  1,  0,  3,  3,   4,   5,   9
  214,    2⋅107,                   214,   4,   324,   106,   106,   324,   1,  2,   2,   1,    0,  0.000,  0,  1,  4,  4,   5,   6,  10
  215,     5⋅43,                   215,   4,   264,   168,    84,   264,   1,  2,   2,   1,    1,  0.000,  1,  2,  0,  5,   6,   7,  11
  216,      2³⋅3³,                   6,  16,   600,    72,    18,   432,   0,  2,   6,   1,    1,  0.000,  0,  0,  1,  6,   7,   8,  12
  217,       7⋅31,                 217,   4,   256,   180,    30,   256,   1,  2,   2,   1,    2,  0.000,  1,  1,  2,  0,   8,   9,  13
  218,      2⋅109,                 218,   4,   330,   108,   108,   330,   1,  2,   2,   1,    3,  0.000,  0,  2,  3,  1,   9,  10,  14
  219,     3⋅73,                   219,   4,   296,   144,    72,   296,   1,  2,   2,   1,    4,  0.000,  1,  0,  4,  2,  10,  11,  15
  220,    2²⋅5⋅11,                 110,  12,   504,    80,    20,   431,   0,  3,   4,   1,    4,  0.000,  0,  1,  0,  3,   0,  12,  16
  221,   13⋅17,                    221,   4,   252,   192,    48,   252,   1,  2,   2,   1,    5,  0.000,  1,  2,  1,  4,   1,   0,   0
  222,  2⋅3⋅37,                    222,   8,   456,    72,    36,   456,  -1,  3,   3,  -1,    4,  0.000,  0,  0,  2,  5,   2,   1,   1
  223, 223,                        223,   2,   224,   222,   222,   224,  -1,  1,   1,  -1,    3,  5.407,  1,  1,  3,  6,   3,   2,   2
  224,  2⁵⋅7,                       14,  12,   504,    96,    24,   384,   0,  2,   6,   1,    3,  0.000,  0,  2,  4,  0,   4,   3,   3
  225,   3²⋅5²,                     15,   9,   403,   120,    60,   359,   0,  2,   4,   1,    3,  0.000,  1,  0,  0,  1,   5,   4,   4
  226,  2⋅113,                     226,   4,   342,   112,   112,   342,   1,  2,   2,   1,    4,  0.000,  0,  1,  1,  2,   6,   5,   5
  227, 227,                        227,   2,   228,   226,   226,   228,  -1,  1,   1,  -1,    3,  5.425,  1,  2,  2,  3,   7,   6,   6
  228,  2²⋅3⋅19,                   114,  12,   560,    72,    18,   480,   0,  3,   4,   1,    3,  0.000,  0,  0,  3,  4,   8,   7,   7
  229, 229,                        229,   2,   230,   228,   228,   229,  -1,  1,   1,  -1,    2,  5.434,  1,  1,  4,  5,   9,   8,   8
  230,  2⋅5⋅23,                    230,   8,   432,    88,    44,   431,  -1,  3,   3,  -1,    1,  0.000,  0,  2,  0,  6,  10,   9,   9
  231,   3⋅7⋅11,                   231,   8,   384,   120,    30,   384,  -1,  3,   3,  -1,    0,  0.000,  1,  0,  1,  0,   0,  10,  10
  232,  2³⋅29,                      58,   8,   450,   112,    28,   360,   0,  2,   4,   1,    0,  0.000,  0,  1,  2,  1,   1,  11,  11
  233, 233,                        233,   2,   234,   232,   232,   234,  -1,  1,   1,  -1,   -1,  5.451,  1,  2,  3,  2,   2,  12,  12
  234,  2⋅3²⋅13,                    78,  12,   546,    72,    12,   504,   0,  3,   4,   1,   -1,  0.000,  0,  0,  4,  3,   3,   0,  13
  235,   5⋅47,                     235,   4,   288,   184,    92,   287,   1,  2,   2,   1,    0,  0.000,  1,  1,  0,  4,   4,   1,  14
  236,    2²⋅59,                   118,   6,   420,   116,    58,   360,   0,  2,   3,  -1,    0,  0.000,  0,  2,  1,  5,   5,   2,  15
  237,   3⋅79,                     237,   4,   320,   156,    78,   320,   1,  2,   2,   1,    1,  0.000,  1,  0,  2,  6,   6,   3,  16
  238,  2⋅7⋅17,                    238,   8,   432,    96,    48,   432,  -1,  3,   3,  -1,    0,  0.000,  0,  1,  3,  0,   7,   4,   0
  239, 239,                        239,   2,   240,   238,   238,   240,  -1,  1,   1,  -1,   -1,  5.476,  1,  2,  4,  1,   8,   5,   1
  240,  2⁴⋅3⋅5,                     30,  20,   744,    64,     4,   576,   0,  3,   6,   1,   -1,  0.000,  0,  0,  0,  2,   9,   6,   2
  241, 241,                        241,   2,   242,   240,   240,   242,  -1,  1,   1,  -1,   -2,  5.485,  1,  1,  1,  3,  10,   7,   3
  242,  2⋅11²,                      22,   6,   399,   110,   110,   395,   0,  2,   3,  -1,   -2,  0.000,  0,  2,  2,  4,   0,   8,   4
  243,   3⁵,                         3,   6,   364,   162,   162,   324,   0,  1,   5,  -1,   -2,  1.099,  1,  0,  3,  5,   1,   9,   5
  244,    2²⋅61,                   122,   6,   434,   120,    60,   372,   0,  2,   3,  -1,   -2,  0.000,  0,  1,  4,  6,   2,  10,   6
  245,     5⋅7²,                    35,   6,   342,   168,    84,   335,   0,  2,   3,  -1,   -2,  0.000,  1,  2,  0,  0,   3,  11,   7
  246,      2⋅3⋅41,                246,   8,   504,    80,    40,   504,  -1,  3,   3,  -1,   -3,  0.000,  0,  0,  1,  1,   4,  12,   8
  247,     13⋅19,                  247,   4,   280,   216,    36,   279,   1,  2,   2,   1,   -2,  0.000,  1,  1,  2,  2,   5,   0,   9
  248,    2³⋅31,                    62,   8,   480,   120,    30,   384,   0,  2,   4,   1,   -2,  0.000,  0,  2,  3,  3,   6,   1,  10
  249,   3⋅83,                     249,   4,   336,   164,    82,   336,   1,  2,   2,   1,   -1,  0.000,  1,  0,  4,  4,   7,   2,  11
  250,  2⋅5³,                       10,   8,   468,   100,   100,   449,   0,  2,   4,   1,   -1,  0.000,  0,  1,  0,  5,   8,   3,  12
  251, 251,                        251,   2,   252,   250,   250,   252,  -1,  1,   1,  -1,   -2,  5.525,  1,  2,  1,  6,   9,   4,  13
  252,  2²⋅3²⋅7,                    42,  18,   728,    72,     6,   576,   0,  3,   5,  -1,   -2,  0.000,  0,  0,  2,  0,  10,   5,  14
  253,   11⋅23,                    253,   4,   288,   220,   110,   287,   1,  2,   2,   1,   -1,  0.000,  1,  1,  3,  1,   0,   6,  15
  254,    2⋅127,                   254,   4,   384,   126,   126,   384,   1,  2,   2,   1,    0,  0.000,  0,  2,  4,  2,   1,   7,  16
  255,   3⋅5⋅17,                   255,   8,   432,   128,    16,   432,  -1,  3,   3,  -1,   -1,  0.000,  1,  0,  0,  3,   2,   8,   0
  256,  2⁸,                          2,   9,   511,   128,    64,   384,   0,  1,   8,   1,   -1,  0.693,  0,  1,  1,  4,   3,   9,   1
  257, 257,                        257,   2,   258,   256,   256,   258,  -1,  1,   1,  -1,   -2,  5.549,  1,  2,  2,  5,   4,  10,   2
  258,  2⋅3⋅43,                    258,   8,   528,    84,    42,   528,  -1,  3,   3,  -1,   -3,  0.000,  0,  0,  3,  6,   5,  11,   3
  259,   7⋅37,                     259,   4,   304,   216,    36,   303,   1,  2,   2,   1,   -2,  0.000,  1,  1,  4,  0,   6,  12,   4
  260,    2²⋅5⋅13,                 130,  12,   588,    96,    12,   503,   0,  3,   4,   1,   -2,  0.000,  0,  2,  0,  1,   7,   0,   5
  261,   3²⋅29,                     87,   6,   390,   168,    84,   360,   0,  2,   3,  -1,   -2,  0.000,  1,  0,  1,  2,   8,   1,   6
  262,  2⋅131,                     262,   4,   396,   130,   130,   395,   1,  2,   2,   1,   -1,  0.000,  0,  1,  2,  3,   9,   2,   7
  263, 263,                        263,   2,   264,   262,   262,   264,  -1,  1,   1,  -1,   -2,  5.572,  1,  2,  3,  4,  10,   3,   8
  264,  2³⋅3⋅11,                    66,  16,   720,    80,    10,   576,   0,  3,   5,  -1,   -2,  0.000,  0,  0,  4,  5,   0,   4,   9
  265,   5⋅53,                     265,   4,   324,   208,    52,   324,   1,  2,   2,   1,   -1,  0.000,  1,  1,  0,  6,   1,   5,  10
  266,    2⋅7⋅19,                  266,   8,   480,   108,    18,   480,  -1,  3,   3,  -1,   -2,  0.000,  0,  2,  1,  0,   2,   6,  11
  267,   3⋅89,                     267,   4,   360,   176,    88,   360,   1,  2,   2,   1,   -1,  0.000,  1,  0,  2,  1,   3,   7,  12
  268,  2²⋅67,                     134,   6,   476,   132,    66,   408,   0,  2,   3,  -1,   -1,  0.000,  0,  1,  3,  2,   4,   8,  13
  269, 269,                        269,   2,   270,   268,   268,   270,  -1,  1,   1,  -1,   -2,  5.595,  1,  2,  4,  3,   5,   9,  14
  270,  2⋅3³⋅5,                     30,  16,   720,    72,    36,   648,   0,  3,   5,  -1,   -2,  0.000,  0,  0,  0,  4,   6,  10,  15
  271, 271,                        271,   2,   272,   270,   270,   272,  -1,  1,   1,  -1,   -3,  5.602,  1,  1,  1,  5,   7,  11,  16
  272,  2⁴⋅17,                      34,  10,   558,   128,    16,   432,   0,  2,   5,  -1,   -3,  0.000,  0,  2,  2,  6,   8,  12,   0
  273,   3⋅7⋅13,                   273,   8,   448,   144,    12,   447,  -1,  3,   3,  -1,   -4,  0.000,  1,  0,  3,  0,   9,   0,   1
  274,    2⋅137,                   274,   4,   414,   136,   136,   414,   1,  2,   2,   1,   -3,  0.000,  0,  1,  4,  1,  10,   1,   2
  275,   5²⋅11,                     55,   6,   372,   200,    20,   359,   0,  2,   3,  -1,   -3,  0.000,  1,  2,  0,  2,   0,   2,   3
  276,  2²⋅3⋅23,                   138,  12,   672,    88,    22,   576,   0,  3,   4,   1,   -3,  0.000,  0,  0,  1,  3,   1,   3,   4
  277, 277,                        277,   2,   278,   276,   276,   278,  -1,  1,   1,  -1,   -4,  5.624,  1,  1,  2,  4,   2,   4,   5
  278,  2⋅139,                     278,   4,   420,   138,   138,   420,   1,  2,   2,   1,   -3,  0.000,  0,  2,  3,  5,   3,   5,   6
  279,   3²⋅31,                     93,   6,   416,   180,    30,   383,   0,  2,   3,  -1,   -3,  0.000,  1,  0,  4,  6,   4,   6,   7
  280,  2³⋅5⋅7,                     70,  16,   720,    96,    12,   576,   0,  3,   5,  -1,   -3,  0.000,  0,  1,  0,  0,   5,   7,   8
  281, 281,                        281,   2,   282,   280,   280,   282,  -1,  1,   1,  -1,   -4,  5.638,  1,  2,  1,  1,   6,   8,   9
  282,  2⋅3⋅47,                    282,   8,   576,    92,    46,   576,  -1,  3,   3,  -1,   -5,  0.000,  0,  0,  2,  2,   7,   9,  10
  283, 283,                        283,   2,   284,   282,   282,   284,  -1,  1,   1,  -1,   -6,  5.645,  1,  1,  3,  3,   8,  10,  11
  284,  2²⋅71,                     142,   6,   504,   140,    70,   432,   0,  2,   3,  -1,   -6,  0.000,  0,  2,  4,  4,   9,  11,  12
  285,   3⋅5⋅19,                   285,   8,   480,   144,    36,   479,  -1,  3,   3,  -1,   -7,  0.000,  1,  0,  0,  5,  10,  12,  13
  286,    2⋅11⋅13,                 286,   8,   504,   120,    60,   503,  -1,  3,   3,  -1,   -8,  0.000,  0,  1,  1,  6,   0,   0,  14
  287,     7⋅41,                   287,   4,   336,   240,   120,   336,   1,  2,   2,   1,   -7,  0.000,  1,  2,  2,  0,   1,   1,  15
  288,      2⁵⋅3²,                   6,  18,   819,    96,    24,   576,   0,  2,   7,  -1,   -7,  0.000,  0,  0,  3,  1,   2,   2,  16
  289,     17²,                     17,   3,   307,   272,   272,   306,   0,  1,   2,   1,   -7,  2.833,  1,  1,  4,  2,   3,   3,   0
  290,    2⋅5⋅29,                  290,   8,   540,   112,    28,   540,  -1,  3,   3,  -1,   -8,  0.000,  0,  2,  0,  3,   4,   4,   1
  291,   3⋅97,                     291,   4,   392,   192,    96,   391,   1,  2,   2,   1,   -7,  0.000,  1,  0,  1,  4,   5,   5,   2
  292,  2²⋅73,                     146,   6,   518,   144,    72,   444,   0,  2,   3,  -1,   -7,  0.000,  0,  1,  2,  5,   6,   6,   3
  293, 293,                        293,   2,   294,   292,   292,   294,  -1,  1,   1,  -1,   -8,  5.680,  1,  2,  3,  6,   7,   7,   4
  294,  2⋅3⋅7²,                     42,  12,   684,    84,    42,   672,   0,  3,   4,   1,   -8,  0.000,  0,  0,  4,  0,   8,   8,   5
  295,   5⋅59,                     295,   4,   360,   232,   116,   359,   1,  2,   2,   1,   -7,  0.000,  1,  1,  0,  1,   9,   9,   6
  296,    2³⋅37,                    74,   8,   570,   144,    36,   455,   0,  2,   4,   1,   -7,  0.000,  0,  2,  1,  2,  10,  10,   7
  297,     3³⋅11,                   33,   8,   480,   180,    90,   431,   0,  2,   4,   1,   -7,  0.000,  1,  0,  2,  3,   0,  11,   8
  298,      2⋅149,                 298,   4,   450,   148,   148,   450,   1,  2,   2,   1,   -6,  0.000,  0,  1,  3,  4,   1,  12,   9
  299,       13⋅23,                299,   4,   336,   264,   132,   336,   1,  2,   2,   1,   -5,  0.000,  1,  2,  4,  5,   2,   0,  10
  300,        2²⋅3⋅5²,              30,  18,   868,    80,    20,   720,   0,  3,   5,  -1,   -5,  0.000,  0,  0,  0,  6,   3,   1,  11
  301,       7⋅43,                 301,   4,   352,   252,    42,   351,   1,  2,   2,   1,   -4,  0.000,  1,  1,  1,  0,   4,   2,  12
  302,      2⋅151,                 302,   4,   456,   150,   150,   456,   1,  2,   2,   1,   -3,  0.000,  0,  2,  2,  1,   5,   3,  13
  303,     3⋅101,                  303,   4,   408,   200,   100,   407,   1,  2,   2,   1,   -2,  0.000,  1,  0,  3,  2,   6,   4,  14
  304,    2⁴⋅19,                    38,  10,   620,   144,    36,   480,   0,  2,   5,  -1,   -2,  0.000,  0,  1,  4,  3,   7,   5,  15
  305,   5⋅61,                     305,   4,   372,   240,    60,   372,   1,  2,   2,   1,   -1,  0.000,  1,  2,  0,  4,   8,   6,  16
  306,  2⋅3²⋅17,                   102,  12,   702,    96,    48,   648,   0,  3,   4,   1,   -1,  0.000,  0,  0,  1,  5,   9,   7,   0
  307, 307,                        307,   2,   308,   306,   306,   308,  -1,  1,   1,  -1,   -2,  5.727,  1,  1,  2,  6,  10,   8,   1
  308,  2²⋅7⋅11,                   154,  12,   672,   120,    30,   575,   0,  3,   4,   1,   -2,  0.000,  0,  2,  3,  0,   0,   9,   2
  309,   3⋅103,                    309,   4,   416,   204,   102,   416,   1,  2,   2,   1,   -1,  0.000,  1,  0,  4,  1,   1,  10,   3
  310,  2⋅5⋅31,                    310,   8,   576,   120,    60,   576,  -1,  3,   3,  -1,   -2,  0.000,  0,  1,  0,  2,   2,  11,   4
  311, 311,                        311,   2,   312,   310,   310,   312,  -1,  1,   1,  -1,   -3,  5.740,  1,  2,  1,  3,   3,  12,   5
  312,  2³⋅3⋅13,                    78,  16,   840,    96,    12,   672,   0,  3,   5,  -1,   -3,  0.000,  0,  0,  2,  4,   4,   0,   6
  313, 313,                        313,   2,   314,   312,   312,   314,  -1,  1,   1,  -1,   -4,  5.746,  1,  1,  3,  5,   5,   1,   7
  314,  2⋅157,                     314,   4,   474,   156,   156,   473,   1,  2,   2,   1,   -3,  0.000,  0,  2,  4,  6,   6,   2,   8
  315,   3²⋅5⋅7,                   105,  12,   624,   144,    12,   575,   0,  3,   4,   1,   -3,  0.000,  1,  0,  0,  0,   7,   3,   9
  316,  2²⋅79,                     158,   6,   560,   156,    78,   480,   0,  2,   3,  -1,   -3,  0.000,  0,  1,  1,  1,   8,   4,  10
  317, 317,                        317,   2,   318,   316,   316,   318,  -1,  1,   1,  -1,   -4,  5.759,  1,  2,  2,  2,   9,   5,  11
  318,  2⋅3⋅53,                    318,   8,   648,   104,    52,   648,  -1,  3,   3,  -1,   -5,  0.000,  0,  0,  3,  3,  10,   6,  12
  319,   11⋅29,                    319,   4,   360,   280,   140,   359,   1,  2,   2,   1,   -4,  0.000,  1,  1,  4,  4,   0,   7,  13
  320,    2⁶⋅5,                     10,  14,   762,   128,    16,   576,   0,  2,   7,  -1,   -4,  0.000,  0,  2,  0,  5,   1,   8,  14
  321,     3⋅107,                  321,   4,   432,   212,   106,   431,   1,  2,   2,   1,   -3,  0.000,  1,  0,  1,  6,   2,   9,  15
  322,      2⋅7⋅23,                322,   8,   576,   132,    66,   576,  -1,  3,   3,  -1,   -4,  0.000,  0,  1,  2,  0,   3,  10,  16
  323,       17⋅19,                323,   4,   360,   288,   144,   360,   1,  2,   2,   1,   -3,  0.000,  1,  2,  3,  1,   4,  11,   0
  324,        2²⋅3⁴,                 6,  15,   847,   108,    54,   648,   0,  2,   6,   1,   -3,  0.000,  0,  0,  4,  2,   5,  12,   1
  325,       5²⋅13,                 65,   6,   434,   240,    60,   419,   0,  2,   3,  -1,   -3,  0.000,  1,  1,  0,  3,   6,   0,   2
