

# `n`       a positive odd integer
# `base3`   the ternary representation of n
# `base2`   the binary representation of n
# `dist`    the number of odd-to-odd Collatz for n steps to reach 1
# `nl`      the odd core valuation of the even number n-1 to the left of odd n
# `nr`      the odd core valuation of the even number n+1 to the right of odd n
# `m*`      the prime residues of n modulo a set of primes
# `factors` the prime factors of n

    n,     base3,          base2, dist,        nl,        nr, m3, m5, m7, m11, m13, m17, factors
 1729,   2101001,    11011000001,   36,    (27 6),   (865 1), 1,  4,  0,  2,   0,   12,  {7 13 19}
 1731,   2101010,    11011000011,   53,   (865 1),   (433 2), 0,  1,  2,  4,   2,   14,  {3 577}
 1733,   2101012,    11011000101,    7,   (433 2),   (867 1), 2,  3,  4,  6,   4,   16,  {1733}
 1735,   2101021,    11011000111,   36,   (867 1),   (217 3), 1,  0,  6,  8,   6,   1,   {5 347}
 1737,   2101100,    11011001001,   36,   (217 3),   (869 1), 0,  2,  1,  10,  8,   3,   {3 193}
 1739,   2101102,    11011001011,   17,   (869 1),   (435 2), 2,  4,  3,  1,   10,  5,   {37 47}
 1741,   2101111,    11011001101,    7,   (435 2),   (871 1), 1,  1,  5,  3,   12,  7,   {1741}
 1743,   2101120,    11011001111,   65,   (871 1),   (109 4), 0,  3,  0,  5,   1,   9,   {3 7 83}
 1745,   2101122,    11011010001,   53,   (109 4),   (873 1), 2,  0,  2,  7,   3,   11,  {5 349}
 1747,   2101201,    11011010011,   53,   (873 1),   (437 2), 1,  2,  4,  9,   5,   13,  {1747}
 1749,   2101210,    11011010101,   41,   (437 2),   (875 1), 0,  4,  6,  0,   7,   15,  {3 11 53}
 1751,   2101212,    11011010111,    7,   (875 1),   (219 3), 2,  1,  1,  2,   9,   0,   {17 103}
 1753,   2101221,    11011011001,   17,   (219 3),   (877 1), 1,  3,  3,  4,   11,  2,   {1753}
 1755,   2102000,    11011011011,   12,   (877 1),   (439 2), 0,  0,  5,  6,   0,   4,   {3 5 13}
 1757,   2102002,    11011011101,   17,   (439 2),   (879 1), 2,  2,  0,  8,   2,   6,   {7 251}
 1759,   2102011,    11011011111,   53,   (879 1),    (55 5), 1,  4,  2,  10,  4,   8,   {1759}
 1761,   2102020,    11011100001,   36,    (55 5),   (881 1), 0,  1,  4,  1,   6,   10,  {3 587}
 1763,   2102022,    11011100011,   41,   (881 1),   (441 2), 2,  3,  6,  3,   8,   12,  {41 43}
 1765,   2102101,    11011100101,    7,   (441 2),   (883 1), 1,  0,  1,  5,   10,  14,  {5 353}
 1767,   2102110,    11011100111,   53,   (883 1),   (221 3), 0,  2,  3,  7,   12,  16,  {3 19 31}
 1769,   2102112,    11011101001,   17,   (221 3),   (885 1), 2,  4,  5,  9,   1,   1,   {29 61}
 1771,   2102121,    11011101011,   17,   (885 1),   (443 2), 1,  1,  0,  0,   3,   3,   {7 11 23}
 1773,   2102200,    11011101101,   17,   (443 2),   (887 1), 0,  3,  2,  2,   5,   5,   {3 197}
 1775,   2102202,    11011101111,   29,   (887 1),   (111 4), 2,  0,  4,  4,   7,   7,   {5 71}
 1777,   2102211,    11011110001,   41,   (111 4),   (889 1), 1,  2,  6,  6,   9,   9,   {1777}
 1779,   2102220,    11011110011,   53,   (889 1),   (445 2), 0,  4,  1,  8,   11,  11,  {3 593}
 1781,   2102222,    11011110101,   24,   (445 2),   (891 1), 2,  1,  3,  10,  0,   13,  {13 137}
 1783,   2110001,    11011110111,   14,   (891 1),   (223 3), 1,  3,  5,  1,   2,   15,  {1783}
 1785,   2110010,    11011111001,    7,   (223 3),   (893 1), 0,  0,  0,  3,   4,   0,   {3 5 7 17}
 1787,   2110012,    11011111011,   14,   (893 1),   (447 2), 2,  2,  2,  5,   6,   2,   {1787}
 1789,   2110021,    11011111101,   34,   (447 2),   (895 1), 1,  4,  4,  7,   8,   4,   {1789}
 1791,   2110100,    11011111111,   34,   (895 1),     (7 8), 0,  1,  6,  9,   10,  6,   {3 199}
 1793,   2110102,    11100000001,   41,     (7 8),   (897 1), 2,  3,  1,  0,   12,  8,   {11 163}
 1795,   2110111,    11100000011,   22,   (897 1),   (449 2), 1,  0,  3,  2,   1,   10,  {5 359}
 1797,   2110120,    11100000101,   41,   (449 2),   (899 1), 0,  2,  5,  4,   3,   12,  {3 599}
 1799,   2110122,    11100000111,   22,   (899 1),   (225 3), 2,  4,  0,  6,   5,   14,  {7 257}
 1801,   2110201,    11100001001,   58,   (225 3),   (901 1), 1,  1,  2,  8,   7,   16,  {1801}
 1803,   2110210,    11100001011,   12,   (901 1),   (451 2), 0,  3,  4,  10,  9,   1,   {3 601}
 1805,   2110212,    11100001101,   17,   (451 2),   (903 1), 2,  0,  6,  1,   11,  3,   {5 19}
 1807,   2110221,    11100001111,   41,   (903 1),   (113 4), 1,  2,  1,  3,   0,   5,   {13 139}
 1809,   2111000,    11100010001,   17,   (113 4),   (905 1), 0,  4,  3,  5,   2,   7,   {3 67}
 1811,   2111002,    11100010011,   22,   (905 1),   (453 2), 2,  1,  5,  7,   4,   9,   {1811}
 1813,   2111011,    11100010101,    2,   (453 2),   (907 1), 1,  3,  0,  9,   6,   11,  {7 37}
 1815,   2111020,    11100010111,   17,   (907 1),   (227 3), 0,  0,  2,  0,   8,   13,  {3 5 11}
 1817,   2111022,    11100011001,   22,   (227 3),   (909 1), 2,  2,  4,  2,   10,  15,  {23 79}
 1819,   2111101,    11100011011,   58,   (909 1),   (455 2), 1,  4,  6,  4,   12,  0,   {17 107}
 1821,   2111110,    11100011101,   12,   (455 2),   (911 1), 0,  1,  1,  6,   1,   2,   {3 607}
 1823,   2111112,    11100011111,   58,   (911 1),    (57 5), 2,  3,  3,  8,   3,   4,   {1823}
 1825,   2111121,    11100100001,   12,    (57 5),   (913 1), 1,  0,  5,  10,  5,   6,   {5 73}
 1827,   2111200,    11100100011,   46,   (913 1),   (457 2), 0,  2,  0,  1,   7,   8,   {3 7 29}
 1829,   2111202,    11100100101,   46,   (457 2),   (915 1), 2,  4,  2,  3,   9,   10,  {31 59}
 1831,   2111211,    11100100111,   22,   (915 1),   (229 3), 1,  1,  4,  5,   11,  12,  {1831}
 1833,   2111220,    11100101001,   12,   (229 3),   (917 1), 0,  3,  6,  7,   0,   14,  {3 13 47}
 1835,   2111222,    11100101011,   46,   (917 1),   (459 2), 2,  0,  1,  9,   2,   16,  {5 367}
 1837,   2112001,    11100101101,   46,   (459 2),   (919 1), 1,  2,  3,  0,   4,   1,   {11 167}
 1839,   2112010,    11100101111,   58,   (919 1),   (115 4), 0,  4,  5,  2,   6,   3,   {3 613}
 1841,   2112012,    11100110001,   46,   (115 4),   (921 1), 2,  1,  0,  4,   8,   5,   {7 263}
 1843,   2112021,    11100110011,   46,   (921 1),   (461 2), 1,  3,  2,  6,   10,  7,   {19 97}
 1845,   2112100,    11100110101,   10,   (461 2),   (923 1), 0,  0,  4,  8,   12,  9,   {3 5 41}
 1847,   2112102,    11100110111,   22,   (923 1),   (231 3), 2,  2,  6,  10,  1,   11,  {1847}
 1849,   2112111,    11100111001,   22,   (231 3),   (925 1), 1,  4,  1,  1,   3,   13,  {43}
 1851,   2112120,    11100111011,   46,   (925 1),   (463 2), 0,  1,  3,  3,   5,   15,  {3 617}
 1853,   2112122,    11100111101,   46,   (463 2),   (927 1), 2,  3,  5,  5,   7,   0,   {17 109}
 1855,   2112201,    11100111111,   41,   (927 1),    (29 6), 1,  0,  0,  7,   9,   2,   {5 7 53}
 1857,   2112210,    11101000001,   10,    (29 6),   (929 1), 0,  2,  2,  9,   11,  4,   {3 619}
 1859,   2112212,    11101000011,   46,   (929 1),   (465 2), 2,  4,  4,  0,   0,   6,   {11 13}
 1861,   2112221,    11101000101,   10,   (465 2),   (931 1), 1,  1,  6,  2,   2,   8,   {1861}
 1863,   2120000,    11101000111,   22,   (931 1),   (233 3), 0,  3,  1,  4,   4,   10,  {3 23}
 1865,   2120002,    11101001001,   22,   (233 3),   (933 1), 2,  0,  3,  6,   6,   12,  {5 373}
 1867,   2120011,    11101001011,   10,   (933 1),   (467 2), 1,  2,  5,  8,   8,   14,  {1867}
 1869,   2120020,    11101001101,   29,   (467 2),   (935 1), 0,  4,  0,  10,  10,  16,  {3 7 89}
 1871,   2120022,    11101001111,   46,   (935 1),   (117 4), 2,  1,  2,  1,   12,  1,   {1871}
 1873,   2120101,    11101010001,   29,   (117 4),   (937 1), 1,  3,  4,  3,   1,   3,   {1873}
 1875,   2120110,    11101010011,   63,   (937 1),   (469 2), 0,  0,  6,  5,   3,   5,   {3 5}
 1877,   2120112,    11101010101,    5,   (469 2),   (939 1), 2,  2,  1,  7,   5,   7,   {1877}
 1879,   2120121,    11101010111,   29,   (939 1),   (235 3), 1,  4,  3,  9,   7,   9,   {1879}
 1881,   2120200,    11101011001,   10,   (235 3),   (941 1), 0,  1,  5,  0,   9,   11,  {3 11 19}
 1883,   2120202,    11101011011,   29,   (941 1),   (471 2), 2,  3,  0,  2,   11,  13,  {7 269}
 1885,   2120211,    11101011101,   46,   (471 2),   (943 1), 1,  0,  2,  4,   0,   15,  {5 13 29}
 1887,   2120220,    11101011111,   10,   (943 1),    (59 5), 0,  2,  4,  6,   2,   0,   {3 17 37}
 1889,   2120222,    11101100001,   27,    (59 5),   (945 1), 2,  4,  6,  8,   4,   2,   {1889}
 1891,   2121001,    11101100011,   10,   (945 1),   (473 2), 1,  1,  1,  10,  6,   4,   {31 61}
 1893,   2121010,    11101100101,   10,   (473 2),   (947 1), 0,  3,  3,  1,   8,   6,   {3 631}
 1895,   2121012,    11101100111,   63,   (947 1),   (237 3), 2,  0,  5,  3,   10,  8,   {5 379}
 1897,   2121021,    11101101001,   22,   (237 3),   (949 1), 1,  2,  0,  5,   12,  10,  {7 271}
 1899,   2121100,    11101101011,   22,   (949 1),   (475 2), 0,  4,  2,  7,   1,   12,  {3 211}
 1901,   2121102,    11101101101,    7,   (475 2),   (951 1), 2,  1,  4,  9,   3,   14,  {1901}
 1903,   2121111,    11101101111,   46,   (951 1),   (119 4), 1,  3,  6,  0,   5,   16,  {11 173}
 1905,   2121120,    11101110001,   10,   (119 4),   (953 1), 0,  0,  1,  2,   7,   1,   {3 5 127}
 1907,   2121122,    11101110011,    7,   (953 1),   (477 2), 2,  2,  3,  4,   9,   3,   {1907}
 1909,   2121201,    11101110101,   10,   (477 2),   (955 1), 1,  4,  5,  6,   11,  5,   {23 83}
 1911,   2121210,    11101110111,    7,   (955 1),   (239 3), 0,  1,  0,  8,   0,   7,   {3 7 13}
 1913,   2121212,    11101111001,   27,   (239 3),   (957 1), 2,  3,  2,  10,  2,   9,   {1913}
 1915,   2121221,    11101111011,   63,   (957 1),   (479 2), 1,  0,  4,  1,   4,   11,  {5 383}
 1917,   2122000,    11101111101,   17,   (479 2),   (959 1), 0,  2,  6,  3,   6,   13,  {3 71}
 1919,   2122002,    11101111111,   46,   (959 1),    (15 7), 2,  4,  1,  5,   8,   15,  {19 101}
 1921,   2122011,    11110000001,   51,    (15 7),   (961 1), 1,  1,  3,  7,   10,  0,   {17 113}
 1923,   2122020,    11110000011,   15,   (961 1),   (481 2), 0,  3,  5,  9,   12,  2,   {3 641}
 1925,   2122022,    11110000101,   15,   (481 2),   (963 1), 2,  0,  0,  0,   1,   4,   {5 7 11}
 1927,   2122101,    11110000111,   15,   (963 1),   (241 3), 1,  2,  2,  2,   3,   6,   {41 47}
 1929,   2122110,    11110001001,   17,   (241 3),   (965 1), 0,  4,  4,  4,   5,   8,   {3 643}
 1931,   2122112,    11110001011,   51,   (965 1),   (483 2), 2,  1,  6,  6,   7,   10,  {1931}
 1933,   2122121,    11110001101,    5,   (483 2),   (967 1), 1,  3,  1,  8,   9,   12,  {1933}
 1935,   2122200,    11110001111,   51,   (967 1),   (121 4), 0,  0,  3,  10,  11,  14,  {3 5 43}
 1937,   2122202,    11110010001,   15,   (121 4),   (969 1), 2,  2,  5,  1,   0,   16,  {13 149}
 1939,   2122211,    11110010011,   15,   (969 1),   (485 2), 1,  4,  0,  3,   2,   1,   {7 277}
 1941,   2122220,    11110010101,   34,   (485 2),   (971 1), 0,  1,  2,  5,   4,   3,   {3 647}
 1943,   2122222,    11110010111,   10,   (971 1),   (243 3), 2,  3,  4,  7,   6,   5,   {29 67}
 1945,   2200001,    11110011001,   10,   (243 3),   (973 1), 1,  0,  6,  9,   8,   7,   {5 389}
 1947,   2200010,    11110011011,   27,   (973 1),   (487 2), 0,  2,  1,  0,   10,  9,   {3 11 59}
 1949,   2200012,    11110011101,   51,   (487 2),   (975 1), 2,  4,  3,  2,   12,  11,  {1949}
 1951,   2200021,    11110011111,   63,   (975 1),    (61 5), 1,  1,  5,  4,   1,   13,  {1951}
 1953,   2200100,    11110100001,   10,    (61 5),   (977 1), 0,  3,  0,  6,   3,   15,  {3 7 31}
 1955,   2200102,    11110100011,   34,   (977 1),   (489 2), 2,  0,  2,  8,   5,   0,   {5 17 23}
 1957,   2200111,    11110100101,   15,   (489 2),   (979 1), 1,  2,  4,  10,  7,   2,   {19 103}
 1959,   2200120,    11110100111,   27,   (979 1),   (245 3), 0,  4,  6,  1,   9,   4,   {3 653}
 1961,   2200122,    11110101001,   63,   (245 3),   (981 1), 2,  1,  1,  3,   11,  6,   {37 53}
 1963,   2200201,    11110101011,   27,   (981 1),   (491 2), 1,  3,  3,  5,   0,   8,   {13 151}
 1965,   2200210,    11110101101,   51,   (491 2),   (983 1), 0,  0,  5,  7,   2,   10,  {3 5 131}
 1967,   2200212,    11110101111,   34,   (983 1),   (123 4), 2,  2,  0,  9,   4,   12,  {7 281}
 1969,   2200221,    11110110001,    5,   (123 4),   (985 1), 1,  4,  2,  0,   6,   14,  {11 179}
 1971,   2201000,    11110110011,    5,   (985 1),   (493 2), 0,  1,  4,  2,   8,   16,  {3 73}
 1973,   2201002,    11110110101,   15,   (493 2),   (987 1), 2,  3,  6,  4,   10,  1,   {1973}
 1975,   2201011,    11110110111,   10,   (987 1),   (247 3), 1,  0,  1,  6,   12,  3,   {5 79}
 1977,   2201020,    11110111001,   51,   (247 3),   (989 1), 0,  2,  3,  8,   1,   5,   {3 659}
 1979,   2201022,    11110111011,   51,   (989 1),   (495 2), 2,  4,  5,  10,  3,   7,   {1979}
 1981,   2201101,    11110111101,   34,   (495 2),   (991 1), 1,  1,  0,  1,   5,   9,   {7 283}
 1983,   2201110,    11110111111,   15,   (991 1),    (31 6), 0,  3,  2,  3,   7,   11,  {3 661}
 1985,   2201112,    11111000001,   15,    (31 6),   (993 1), 2,  0,  4,  5,   9,   13,  {5 397}
 1987,   2201121,    11111000011,   32,   (993 1),   (497 2), 1,  2,  6,  7,   11,  15,  {1987}
 1989,   2201200,    11111000101,    5,   (497 2),   (995 1), 0,  4,  1,  9,   0,   0,   {3 13 17}
 1991,   2201202,    11111000111,   15,   (995 1),   (249 3), 2,  1,  3,  0,   2,   2,   {11 181}
 1993,   2201211,    11111001001,   15,   (249 3),   (997 1), 1,  3,  5,  2,   4,   4,   {1993}
 1995,   2201220,    11111001011,   15,   (997 1),   (499 2), 0,  0,  0,  4,   6,   6,   {3 5 7 19}
 1997,   2201222,    11111001101,   15,   (499 2),   (999 1), 2,  2,  2,  6,   8,   8,   {1997}
 1999,   2202001,    11111001111,   15,   (999 1),   (125 4), 1,  4,  4,  8,   10,  10,  {1999}
 2001,   2202010,    11111010001,   15,   (125 4),  (1001 1), 0,  1,  6,  10,  12,  12,  {3 23 29}
 2003,   2202012,    11111010011,   51,  (1001 1),   (501 2), 2,  3,  1,  1,   1,   14,  {2003}
 2005,   2202021,    11111010101,   39,   (501 2),  (1003 1), 1,  0,  3,  3,   3,   16,  {5 401}
 2007,   2202100,    11111010111,   12,  (1003 1),   (251 3), 0,  2,  5,  5,   5,   1,   {3 223}
 2009,   2202102,    11111011001,    5,   (251 3),  (1005 1), 2,  4,  0,  7,   7,   3,   {7 41}
 2011,   2202111,    11111011011,   12,  (1005 1),   (503 2), 1,  1,  2,  9,   9,   5,   {2011}
 2013,   2202120,    11111011101,   22,   (503 2),  (1007 1), 0,  3,  4,  0,   11,  7,   {3 11 61}
 2015,   2202122,    11111011111,   32,  (1007 1),    (63 5), 2,  0,  6,  2,   0,   9,   {5 13 31}
 2017,   2202201,    11111100001,   22,    (63 5),  (1009 1), 1,  2,  1,  4,   2,   11,  {2017}
 2019,   2202210,    11111100011,   39,  (1009 1),   (505 2), 0,  4,  3,  6,   4,   13,  {3 673}
 2021,   2202212,    11111100101,   20,   (505 2),  (1011 1), 2,  1,  5,  8,   6,   15,  {43 47}
 2023,   2202221,    11111100111,   56,  (1011 1),   (253 3), 1,  3,  0,  10,  8,   0,   {7 17}
 2025,   2210000,    11111101001,   56,   (253 3),  (1013 1), 0,  0,  2,  1,   10,  2,   {3 5}
 2027,   2210002,    11111101011,   56,  (1013 1),   (507 2), 2,  2,  4,  3,   12,  4,   {2027}
 2029,   2210011,    11111101101,   10,   (507 2),  (1015 1), 1,  4,  6,  5,   1,   6,   {2029}
 2031,   2210020,    11111101111,   20,  (1015 1),   (127 4), 0,  1,  1,  7,   3,   8,   {3 677}
 2033,   2210022,    11111110001,   39,   (127 4),  (1017 1), 2,  3,  3,  9,   5,   10,  {19 107}
 2035,   2210101,    11111110011,   56,  (1017 1),   (509 2), 1,  0,  5,  0,   7,   12,  {5 11 37}
 2037,   2210110,    11111110101,   15,   (509 2),  (1019 1), 0,  2,  0,  2,   9,   14,  {3 7 97}
 2039,   2210112,    11111110111,   20,  (1019 1),   (255 3), 2,  4,  2,  4,   11,  16,  {2039}
 2041,   2210121,    11111111001,   20,   (255 3),  (1021 1), 1,  1,  4,  6,   0,   1,   {13 157}
 2043,   2210200,    11111111011,   56,  (1021 1),   (511 2), 0,  3,  6,  8,   2,   3,   {3 227}
 2045,   2210202,    11111111101,   20,   (511 2),  (1023 1), 2,  0,  1,  10,  4,   5,   {5 409}
 2047,   2210211,    11111111111,   56,  (1023 1),    (1 11), 1,  2,  3,  1,   6,   7,   {23 89}
 2049,   2210220,   100000000001,   56,    (1 11),  (1025 1), 0,  4,  5,  3,   8,   9,   {3 683}
 2051,   2210222,   100000000011,   10,  (1025 1),   (513 2), 2,  1,  0,  5,   10,  11,  {7 293}
 2053,   2211001,   100000000101,   10,   (513 2),  (1027 1), 1,  3,  2,  7,   12,  13,  {2053}
 2055,   2211010,   100000000111,   10,  (1027 1),   (257 3), 0,  0,  4,  9,   1,   15,  {3 5 137}
 2057,   2211012,   100000001001,   39,   (257 3),  (1029 1), 2,  2,  6,  0,   3,   0,   {11 17}
 2059,   2211021,   100000001011,   10,  (1029 1),   (515 2), 1,  4,  1,  2,   5,   2,   {29 71}
 2061,   2211100,   100000001101,   44,   (515 2),  (1031 1), 0,  1,  3,  4,   7,   4,   {3 229}
 2063,   2211102,   100000001111,   10,  (1031 1),   (129 4), 2,  3,  5,  6,   9,   6,   {2063}
 2065,   2211111,   100000010001,   44,   (129 4),  (1033 1), 1,  0,  0,  8,   11,  8,   {5 7 59}
 2067,   2211120,   100000010011,   56,  (1033 1),   (517 2), 0,  2,  2,  10,  0,   10,  {3 13 53}
 2069,   2211122,   100000010101,   44,   (517 2),  (1035 1), 2,  4,  4,  1,   2,   12,  {2069}
 2071,   2211201,   100000010111,   44,  (1035 1),   (259 3), 1,  1,  6,  3,   4,   14,  {19 109}
 2073,   2211210,   100000011001,   10,   (259 3),  (1037 1), 0,  3,  1,  5,   6,   16,  {3 691}
 2075,   2211212,   100000011011,   32,  (1037 1),   (519 2), 2,  0,  3,  7,   8,   1,   {5 83}
 2077,   2211221,   100000011101,   20,   (519 2),  (1039 1), 1,  2,  5,  9,   10,  3,   {31 67}
 2079,   2212000,   100000011111,   15,  (1039 1),    (65 5), 0,  4,  0,  0,   12,  5,   {3 7 11}
 2081,   2212002,   100000100001,   20,    (65 5),  (1041 1), 2,  1,  2,  2,   1,   7,   {2081}
 2083,   2212011,   100000100011,   44,  (1041 1),   (521 2), 1,  3,  4,  4,   3,   9,   {2083}
 2085,   2212020,   100000100101,   44,   (521 2),  (1043 1), 0,  0,  6,  6,   5,   11,  {3 5 139}
 2087,   2212022,   100000100111,   39,  (1043 1),   (261 3), 2,  2,  1,  8,   7,   13,  {2087}
 2089,   2212101,   100000101001,   20,   (261 3),  (1045 1), 1,  4,  3,  10,  9,   15,  {2089}
 2091,   2212110,   100000101011,   10,  (1045 1),   (523 2), 0,  1,  5,  1,   11,  0,   {3 17 41}
 2093,   2212112,   100000101101,   44,   (523 2),  (1047 1), 2,  3,  0,  3,   0,   2,   {7 13 23}
 2095,   2212121,   100000101111,   37,  (1047 1),   (131 4), 1,  0,  2,  5,   2,   4,   {5 419}
 2097,   2212200,   100000110001,   20,   (131 4),  (1049 1), 0,  2,  4,  7,   4,   6,   {3 233}
 2099,   2212202,   100000110011,   20,  (1049 1),   (525 2), 2,  4,  6,  9,   6,   8,   {2099}
 2101,   2212211,   100000110101,    8,   (525 2),  (1051 1), 1,  1,  1,  0,   8,   10,  {11 191}
 2103,   2212220,   100000110111,   32,  (1051 1),   (263 3), 0,  3,  3,  2,   10,  12,  {3 701}
 2105,   2212222,   100000111001,   44,   (263 3),  (1053 1), 2,  0,  5,  4,   12,  14,  {5 421}
 2107,   2220001,   100000111011,   56,  (1053 1),   (527 2), 1,  2,  0,  6,   1,   16,  {7 43}
 2109,   2220010,   100000111101,   27,   (527 2),  (1055 1), 0,  4,  2,  8,   3,   1,   {3 19 37}
 2111,   2220012,   100000111111,   61,  (1055 1),    (33 6), 2,  1,  4,  10,  5,   3,   {2111}
 2113,   2220021,   100001000001,   27,    (33 6),  (1057 1), 1,  3,  6,  1,   7,   5,   {2113}
 2115,   2220100,   100001000011,   27,  (1057 1),   (529 2), 0,  0,  1,  3,   9,   7,   {3 5 47}
 2117,   2220102,   100001000101,    8,   (529 2),  (1059 1), 2,  2,  3,  5,   11,  9,   {29 73}
 2119,   2220111,   100001000111,   27,  (1059 1),   (265 3), 1,  4,  5,  7,   0,   11,  {13 163}
 2121,   2220120,   100001001001,   37,   (265 3),  (1061 1), 0,  1,  0,  9,   2,   13,  {3 7 101}
 2123,   2220122,   100001001011,    8,  (1061 1),   (531 2), 2,  3,  2,  0,   4,   15,  {11 193}
 2125,   2220201,   100001001101,   44,   (531 2),  (1063 1), 1,  0,  4,  2,   6,   0,   {5 17}
 2127,   2220210,   100001001111,   25,  (1063 1),   (133 4), 0,  2,  6,  4,   8,   2,   {3 709}
 2129,   2220212,   100001010001,   44,   (133 4),  (1065 1), 2,  4,  1,  6,   10,  4,   {2129}
 2131,   2220221,   100001010011,   25,  (1065 1),   (533 2), 1,  1,  3,  8,   12,  6,   {2131}
 2133,   2221000,   100001010101,    8,   (533 2),  (1067 1), 0,  3,  5,  10,  1,   8,   {3 79}
 2135,   2221002,   100001010111,   20,  (1067 1),   (267 3), 2,  0,  0,  1,   3,   10,  {5 7 61}
 2137,   2221011,   100001011001,   20,   (267 3),  (1069 1), 1,  2,  2,  3,   5,   12,  {2137}
 2139,   2221020,   100001011011,   25,  (1069 1),   (535 2), 0,  4,  4,  5,   7,   14,  {3 23 31}
 2141,   2221022,   100001011101,    5,   (535 2),  (1071 1), 2,  1,  6,  7,   9,   16,  {2141}
 2143,   2221101,   100001011111,   61,  (1071 1),    (67 5), 1,  3,  1,  9,   11,  1,   {2143}
 2145,   2221110,   100001100001,   25,    (67 5),  (1073 1), 0,  0,  3,  0,   0,   3,   {3 5 11 13}
 2147,   2221112,   100001100011,    5,  (1073 1),   (537 2), 2,  2,  5,  2,   2,   5,   {19 113}
 2149,   2221121,   100001100101,    5,   (537 2),  (1075 1), 1,  4,  0,  4,   4,   7,   {7 307}
 2151,   2221200,   100001100111,   37,  (1075 1),   (269 3), 0,  1,  2,  6,   6,   9,   {3 239}
 2153,   2221202,   100001101001,   25,   (269 3),  (1077 1), 2,  3,  4,  8,   8,   11,  {2153}
 2155,   2221211,   100001101011,   61,  (1077 1),   (539 2), 1,  0,  6,  10,  10,  13,  {5 431}
