# "Odd core neighbor" fingerprints by Collatz odd-to-odd stopping distance
#
# `dist`    the number of odd-to-odd Collatz for n steps to reach 1
# `n`       a positive odd integer
# `nl`      the odd core valuation of the even number n-1 to the left of odd n
# `nr`      the odd core valuation of the even number n+1 to the right of odd n
# `base2`   the binary representation of n
# `factors` the prime factors of n

dist,     n,        nl,        nr,           base2, factors
  30,  2497,    (39 6),  (1249 1),    100111000001, {11 227}
  30,  2505,   (313 3),  (1253 1),    100111001001, {3 5 167}
  30,  2511,  (1255 1),   (157 4),    100111001111, {3 31}
  30,  4477,  (1119 2),  (2239 1),   1000101111101, {11 37}
  30,  4489,   (561 3),  (2245 1),   1000110001001, {67}
  30,  4507,  (2253 1),  (1127 2),   1000110011011, {4507}
  30,  4519,  (2259 1),   (565 3),   1000110100111, {4519}
  30,  4523,  (2261 1),  (1131 2),   1000110101011, {4523}
  30,  4535,  (2267 1),   (567 3),   1000110110111, {5 907}
  30,  4583,  (2291 1),   (573 3),   1000111100111, {4583}
  30,  4615,  (2307 1),   (577 3),   1001000000111, {5 13 71}
  30,  4635,  (2317 1),  (1159 2),   1001000011011, {3 5 103}
  30,  4639,  (2319 1),   (145 5),   1001000011111, {4639}
  30,  4655,  (2327 1),   (291 4),   1001000101111, {5 7 19}
  30,  4671,  (2335 1),    (73 6),   1001000111111, {3 173}
  30,  4733,  (1183 2),  (2367 1),   1001001111101, {4733}
  30,  4863,  (2431 1),    (19 8),   1001011111111, {3 1621}
  30,  4977,   (311 4),  (2489 1),   1001101110001, {3 7 79}
  30,  4981,  (1245 2),  (2491 1),   1001101110101, {17 293}
  30,  4995,  (2497 1),  (1249 2),   1001110000011, {3 5 37}
  30,  4999,  (2499 1),   (625 3),   1001110000111, {4999}
  30,  5009,   (313 4),  (2505 1),   1001110010001, {5009}
  30,  5011,  (2505 1),  (1253 2),   1001110010011, {5011}
  30,  5021,  (1255 2),  (2511 1),   1001110011101, {5021}
  30,  5023,  (2511 1),   (157 5),   1001110011111, {5023}
  30,  5033,   (629 3),  (2517 1),   1001110101001, {7 719}
  30,  5151,  (2575 1),   (161 5),   1010000011111, {3 17 101}
  30,  8949,  (2237 2),  (4475 1),  10001011110101, {3 19 157}
  30,  8979,  (4489 1),  (2245 2),  10001100010011, {3 41 73}
  30,  8987,  (4493 1),  (2247 2),  10001100011011, {11 19 43}
  30,  9015,  (4507 1),  (1127 3),  10001100110111, {3 5 601}
  30,  9039,  (4519 1),   (565 4),  10001101001111, {3 23 131}
  30,  9047,  (4523 1),  (1131 3),  10001101010111, {83 109}
  30,  9051,  (4525 1),  (2263 2),  10001101011011, {3 7 431}
  30,  9063,  (4531 1),  (1133 3),  10001101100111, {3 19 53}
  30,  9069,  (2267 2),  (4535 1),  10001101101101, {3 3023}
  30,  9071,  (4535 1),   (567 4),  10001101101111, {47 193}
  30,  9083,  (4541 1),  (2271 2),  10001101111011, {31 293}
  30,  9151,  (4575 1),   (143 6),  10001110111111, {9151}
  30,  9167,  (4583 1),   (573 4),  10001111001111, {89 103}
  30,  9193,  (1149 3),  (4597 1),  10001111101001, {29 317}
  30,  9231,  (4615 1),   (577 4),  10010000001111, {3 17 181}
  30,  9243,  (4621 1),  (2311 2),  10010000011011, {3 13 79}
  30,  9271,  (4635 1),  (1159 3),  10010000110111, {73 127}
  30,  9279,  (4639 1),   (145 6),  10010000111111, {3 1031}
  30,  9289,  (1161 3),  (4645 1),  10010001001001, {7 1327}
  30,  9305,  (1163 3),  (4653 1),  10010001011001, {5 1861}
  30,  9307,  (4653 1),  (2327 2),  10010001011011, {41 227}
  30,  9311,  (4655 1),   (291 5),  10010001011111, {9311}
  30,  9319,  (4659 1),  (1165 3),  10010001100111, {9319}
  30,  9327,  (4663 1),   (583 4),  10010001101111, {3 3109}
  30,  9341,  (2335 2),  (4671 1),  10010001111101, {9341}
  30,  9469,  (2367 2),  (4735 1),  10010011111101, {17 557}
  30,  9727,  (4863 1),    (19 9),  10010111111111, {71 137}
  30,  9941,  (2485 2),  (4971 1),  10011011010101, {9941}
  30,  9955,  (4977 1),  (2489 2),  10011011100011, {5 11 181}
  30,  9969,   (623 4),  (4985 1),  10011011110001, {3 3323}
  30,  9985,    (39 8),  (4993 1),  10011100000001, {5 1997}
  30,  9989,  (2497 2),  (4995 1),  10011100000101, {7 1427}
  30,  9999,  (4999 1),   (625 4),  10011100001111, {3 11 101}
  31,   103,    (51 1),    (13 3),         1100111, {103}
  31,   207,   (103 1),    (13 4),        11001111, {3 23}
  31,   413,   (103 2),   (207 1),       110011101, {7 59}
  31,   745,    (93 3),   (373 1),      1011101001, {5 149}
  31,   829,   (207 2),   (415 1),      1100111101, {829}
  31,  1491,   (745 1),   (373 2),     10111010011, {3 7 71}
  31,  1511,   (755 1),   (189 3),     10111100111, {1511}
  31,  1577,   (197 3),   (789 1),     11000101001, {19 83}
  31,  1653,   (413 2),   (827 1),     11001110101, {3 19 29}
  31,  1673,   (209 3),   (837 1),     11010001001, {7 239}
  31,  2981,   (745 2),  (1491 1),    101110100101, {11 271}
  31,  3015,  (1507 1),   (377 3),    101111000111, {3 5 67}
  31,  3023,  (1511 1),   (189 4),    101111001111, {3023}
  31,  3055,  (1527 1),   (191 4),    101111101111, {5 13 47}
  31,  3103,  (1551 1),    (97 5),    110000011111, {29 107}
  31,  3113,   (389 3),  (1557 1),    110000101001, {11 283}
  31,  3155,  (1577 1),   (789 2),    110001010011, {5 631}
  31,  3313,   (207 4),  (1657 1),    110011110001, {3313}
  31,  3317,   (829 2),  (1659 1),    110011110101, {31 107}
  31,  3329,    (13 8),  (1665 1),    110100000001, {3329}
  31,  3339,  (1669 1),   (835 2),    110100001011, {3 7 53}
  31,  3347,  (1673 1),   (837 2),    110100010011, {3347}
  31,  3355,  (1677 1),   (839 2),    110100011011, {5 11 61}
  31,  5965,  (1491 2),  (2983 1),   1011101001101, {5 1193}
  31,  5969,   (373 4),  (2985 1),   1011101010001, {47 127}
  31,  5985,   (187 5),  (2993 1),   1011101100001, {3 5 7 19}
  31,  5991,  (2995 1),   (749 3),   1011101100111, {3 1997}
  31,  6009,   (751 3),  (3005 1),   1011101111001, {3 2003}
  31,  6025,   (753 3),  (3013 1),   1011110001001, {5 241}
  31,  6031,  (3015 1),   (377 4),   1011110001111, {37 163}
  31,  6045,  (1511 2),  (3023 1),   1011110011101, {3 5 13 31}
  31,  6047,  (3023 1),   (189 5),   1011110011111, {6047}
  31,  6055,  (3027 1),   (757 3),   1011110100111, {5 7 173}
  31,  6111,  (3055 1),   (191 5),   1011111011111, {3 7 97}
  31,  6153,   (769 3),  (3077 1),   1100000001001, {3 7 293}
  31,  6185,   (773 3),  (3093 1),   1100000101001, {5 1237}
  31,  6203,  (3101 1),  (1551 2),   1100000111011, {6203}
  31,  6207,  (3103 1),    (97 6),   1100000111111, {3 2069}
  31,  6227,  (3113 1),  (1557 2),   1100001010011, {13 479}
  31,  6309,  (1577 2),  (3155 1),   1100010100101, {3 701}
  31,  6613,  (1653 2),  (3307 1),   1100111010101, {17 389}
  31,  6627,  (3313 1),  (1657 2),   1100111100011, {3 47}
  31,  6641,   (415 4),  (3321 1),   1100111110001, {29 229}
  31,  6659,  (3329 1),  (1665 2),   1101000000011, {6659}
  31,  6665,   (833 3),  (3333 1),   1101000001001, {5 31 43}
  31,  6679,  (3339 1),   (835 3),   1101000010111, {6679}
  31,  6681,   (835 3),  (3341 1),   1101000011001, {3 17 131}
  31,  6683,  (3341 1),  (1671 2),   1101000011011, {41 163}
  31,  6693,  (1673 2),  (3347 1),   1101000100101, {3 23 97}
  31,  6697,   (837 3),  (3349 1),   1101000101001, {37 181}
  31,  6703,  (3351 1),   (419 4),   1101000101111, {6703}
  31,  6711,  (3355 1),   (839 3),   1101000110111, {3 2237}
  31,  6811,  (3405 1),  (1703 2),   1101010011011, {7 139}
  31,  7399,  (3699 1),   (925 3),   1110011100111, {7 151}
  32,   137,    (17 3),    (69 1),        10001001, {137}
  32,   275,   (137 1),    (69 2),       100010011, {5 11}
  32,   549,   (137 2),   (275 1),      1000100101, {3 61}
  32,   993,    (31 5),   (497 1),      1111100001, {3 331}
  32,  1007,   (503 1),    (63 4),      1111101111, {19 53}
  32,  1051,   (525 1),   (263 2),     10000011011, {1051}
  32,  1101,   (275 2),   (551 1),     10001001101, {3 367}
  32,  1105,    (69 4),   (553 1),     10001010001, {5 13 17}
  32,  1115,   (557 1),   (279 2),     10001011011, {5 223}
  32,  1987,   (993 1),   (497 2),     11111000011, {1987}
  32,  2015,  (1007 1),    (63 5),     11111011111, {5 13 31}
  32,  2075,  (1037 1),   (519 2),    100000011011, {5 83}
  32,  2103,  (1051 1),   (263 3),    100000110111, {3 701}
  32,  2197,   (549 2),  (1099 1),    100010010101, {13}
  32,  2211,  (1105 1),   (553 2),    100010100011, {3 11 67}
  32,  2219,  (1109 1),   (555 2),    100010101011, {7 317}
  32,  2231,  (1115 1),   (279 3),    100010110111, {23 97}
  32,  3973,   (993 2),  (1987 1),    111110000101, {29 137}
  32,  3979,  (1989 1),   (995 2),    111110001011, {23 173}
  32,  4029,  (1007 2),  (2015 1),    111110111101, {3 17 79}
  32,  4031,  (2015 1),    (63 6),    111110111111, {29 139}
  32,  4073,   (509 3),  (2037 1),    111111101001, {4073}
  32,  4123,  (2061 1),  (1031 2),   1000000011011, {7 19 31}
  32,  4135,  (2067 1),   (517 3),   1000000100111, {5 827}
  32,  4137,   (517 3),  (2069 1),   1000000101001, {3 7 197}
  32,  4151,  (2075 1),   (519 3),   1000000110111, {7 593}
  32,  4205,  (1051 2),  (2103 1),   1000001101101, {5 29}
  32,  4405,  (1101 2),  (2203 1),   1000100110101, {5 881}
  32,  4417,    (69 6),  (2209 1),   1000101000001, {7 631}
  32,  4421,  (1105 2),  (2211 1),   1000101000101, {4421}
  32,  4427,  (2213 1),  (1107 2),   1000101001011, {19 233}
  32,  4439,  (2219 1),   (555 3),   1000101010111, {23 193}
  32,  4443,  (2221 1),  (1111 2),   1000101011011, {3 1481}
  32,  4455,  (2227 1),   (557 3),   1000101100111, {3 5 11}
  32,  4461,  (1115 2),  (2231 1),   1000101101101, {3 1487}
  32,  4473,   (559 3),  (2237 1),   1000101111001, {3 7 71}
  32,  7949,  (1987 2),  (3975 1),   1111100001101, {7949}
  32,  7953,   (497 4),  (3977 1),   1111100010001, {3 11 241}
  32,  7959,  (3979 1),   (995 3),   1111100010111, {3 7 379}
  32,  7967,  (3983 1),   (249 5),   1111100011111, {31 257}
  32,  8033,   (251 5),  (4017 1),   1111101100001, {29 277}
  32,  8041,  (1005 3),  (4021 1),   1111101101001, {11 17 43}
  32,  8061,  (2015 2),  (4031 1),   1111101111101, {3 2687}
  32,  8063,  (4031 1),    (63 7),   1111101111111, {11 733}
  32,  8073,  (1009 3),  (4037 1),   1111110001001, {3 13 23}
  32,  8147,  (4073 1),  (2037 2),   1111111010011, {8147}
  32,  8171,  (4085 1),  (2043 2),   1111111101011, {8171}
  32,  8247,  (4123 1),  (1031 3),  10000000110111, {3 2749}
  32,  8271,  (4135 1),   (517 4),  10000001001111, {3 919}
  32,  8275,  (4137 1),  (2069 2),  10000001010011, {5 331}
  32,  8283,  (4141 1),  (2071 2),  10000001011011, {3 11 251}
  32,  8295,  (4147 1),  (1037 3),  10000001100111, {3 5 7 79}
  32,  8301,  (2075 2),  (4151 1),  10000001101101, {3 2767}
  32,  8413,  (2103 2),  (4207 1),  10000011011101, {47 179}
  32,  8431,  (4215 1),   (527 4),  10000011101111, {8431}
  32,  8789,  (2197 2),  (4395 1),  10001001010101, {11 17 47}
  32,  8817,   (551 4),  (4409 1),  10001001110001, {3 2939}
  32,  8835,  (4417 1),  (2209 2),  10001010000011, {3 5 19 31}
  32,  8845,  (2211 2),  (4423 1),  10001010001101, {5 29 61}
  32,  8855,  (4427 1),  (1107 3),  10001010010111, {5 7 11 23}
  32,  8875,  (4437 1),  (2219 2),  10001010101011, {5 71}
  32,  8877,  (2219 2),  (4439 1),  10001010101101, {3 11 269}
  32,  8887,  (4443 1),  (1111 3),  10001010110111, {8887}
  32,  8903,  (4451 1),  (1113 3),  10001011000111, {29 307}
  32,  8905,  (1113 3),  (4453 1),  10001011001001, {5 13 137}
  32,  8907,  (4453 1),  (2227 2),  10001011001011, {3 2969}
  32,  8911,  (4455 1),   (557 4),  10001011001111, {7 19 67}
  32,  8925,  (2231 2),  (4463 1),  10001011011101, {3 5 7 17}
  32,  8929,   (279 5),  (4465 1),  10001011100001, {8929}
  32,  8937,  (1117 3),  (4469 1),  10001011101001, {3 331}
  32,  8947,  (4473 1),  (2237 2),  10001011110011, {23 389}
  32,  8955,  (4477 1),  (2239 2),  10001011111011, {3 5 199}
  32,  9081,  (1135 3),  (4541 1),  10001101111001, {3 1009}
  32,  9855,  (4927 1),    (77 7),  10011001111111, {3 5 73}
  32,  9865,  (1233 3),  (4933 1),  10011010001001, {5 1973}
  32,  9899,  (4949 1),  (2475 2),  10011010101011, {19 521}
  33,    91,    (45 1),    (23 2),         1011011, {7 13}
  33,   183,    (91 1),    (23 3),        10110111, {3 61}
  33,   365,    (91 2),   (183 1),       101101101, {5 73}
  33,   671,   (335 1),    (21 5),      1010011111, {11 61}
  33,   733,   (183 2),   (367 1),      1011011101, {733}
  33,   743,   (371 1),    (93 3),      1011100111, {743}
  33,  1343,   (671 1),    (21 6),     10100111111, {17 79}
  33,  1383,   (691 1),   (173 3),     10101100111, {3 461}
  33,  1401,   (175 3),   (701 1),     10101111001, {3 467}
  33,  1461,   (365 2),   (731 1),     10110110101, {3 487}
  33,  1473,    (23 6),   (737 1),     10111000001, {3 491}
  33,  1479,   (739 1),   (185 3),     10111000111, {3 17 29}
  33,  1487,   (743 1),    (93 4),     10111001111, {1487}
  33,  2649,   (331 3),  (1325 1),    101001011001, {3 883}
  33,  2685,   (671 2),  (1343 1),    101001111101, {3 5 179}
  33,  2687,  (1343 1),    (21 7),    101001111111, {2687}
  33,  2715,  (1357 1),   (679 2),    101010011011, {3 5 181}
  33,  2767,  (1383 1),   (173 4),    101011001111, {2767}
  33,  2803,  (1401 1),   (701 2),    101011110011, {2803}
  33,  2929,   (183 4),  (1465 1),    101101110001, {29 101}
  33,  2933,   (733 2),  (1467 1),    101101110101, {7 419}
  33,  2947,  (1473 1),   (737 2),    101110000011, {7 421}
  33,  2951,  (1475 1),   (369 3),    101110000111, {13 227}
  33,  2959,  (1479 1),   (185 4),    101110001111, {11 269}
  33,  2973,   (743 2),  (1487 1),    101110011101, {3 991}
  33,  5297,   (331 4),  (2649 1),   1010010110001, {5297}
  33,  5299,  (2649 1),  (1325 2),   1010010110011, {7 757}
  33,  5305,   (663 3),  (2653 1),   1010010111001, {5 1061}
  33,  5311,  (2655 1),    (83 6),   1010010111111, {47 113}
  33,  5355,  (2677 1),  (1339 2),   1010011101011, {3 5 7 17}
  33,  5373,  (1343 2),  (2687 1),   1010011111101, {3 199}
  33,  5375,  (2687 1),    (21 8),   1010011111111, {5 43}
  33,  5431,  (2715 1),   (679 3),   1010100110111, {5431}
  33,  5447,  (2723 1),   (681 3),   1010101000111, {13 419}
  33,  5497,   (687 3),  (2749 1),   1010101111001, {23 239}
  33,  5513,   (689 3),  (2757 1),   1010110001001, {37 149}
  33,  5533,  (1383 2),  (2767 1),   1010110011101, {11 503}
  33,  5605,  (1401 2),  (2803 1),   1010111100101, {5 19 59}
  33,  5845,  (1461 2),  (2923 1),   1011011010101, {5 7 167}
  33,  5859,  (2929 1),  (1465 2),   1011011100011, {3 7 31}
  33,  5873,   (367 4),  (2937 1),   1011011110001, {7 839}
  33,  5889,    (23 8),  (2945 1),   1011100000001, {3 13 151}
  33,  5893,  (1473 2),  (2947 1),   1011100000101, {71 83}
  33,  5903,  (2951 1),   (369 4),   1011100001111, {5903}
  33,  5917,  (1479 2),  (2959 1),   1011100011101, {61 97}
  33,  5935,  (2967 1),   (371 4),   1011100101111, {5 1187}
  33,  5949,  (1487 2),  (2975 1),   1011100111101, {3 661}
  33,  6599,  (3299 1),   (825 3),   1100111000111, {6599}
  34,   121,    (15 3),    (61 1),         1111001, {11}
  34,   243,   (121 1),    (61 2),        11110011, {3}
  34,   447,   (223 1),     (7 6),       110111111, {3 149}
  34,   485,   (121 2),   (243 1),       111100101, {5 97}
  34,   495,   (247 1),    (31 4),       111101111, {3 5 11}
  34,   895,   (447 1),     (7 7),      1101111111, {5 179}
  34,   973,   (243 2),   (487 1),      1111001101, {7 139}
  34,   977,    (61 4),   (489 1),      1111010001, {977}
  34,   991,   (495 1),    (31 5),      1111011111, {991}
  34,  1789,   (447 2),   (895 1),     11011111101, {1789}
  34,  1791,   (895 1),     (7 8),     11011111111, {3 199}
  34,  1941,   (485 2),   (971 1),     11110010101, {3 647}
  34,  1955,   (977 1),   (489 2),     11110100011, {5 17 23}
  34,  1967,   (983 1),   (123 4),     11110101111, {7 281}
  34,  1981,   (495 2),   (991 1),     11110111101, {7 283}
  34,  3531,  (1765 1),   (883 2),    110111001011, {3 11 107}
  34,  3581,   (895 2),  (1791 1),    110111111101, {3581}
  34,  3583,  (1791 1),     (7 9),    110111111111, {3583}
  34,  3631,  (1815 1),   (227 4),    111000101111, {3631}
  34,  3675,  (1837 1),   (919 2),    111001011011, {3 5 7}
  34,  3689,   (461 3),  (1845 1),    111001101001, {7 17 31}
  34,  3737,   (467 3),  (1869 1),    111010011001, {37 101}
  34,  3893,   (973 2),  (1947 1),    111100110101, {17 229}
  34,  3905,    (61 6),  (1953 1),    111101000001, {5 11 71}
  34,  3909,   (977 2),  (1955 1),    111101000101, {3 1303}
  34,  3915,  (1957 1),   (979 2),    111101001011, {3 5 29}
  34,  3929,   (491 3),  (1965 1),    111101011001, {3929}
  34,  3935,  (1967 1),   (123 5),    111101011111, {5 787}
  34,  3945,   (493 3),  (1973 1),    111101101001, {3 5 263}
  34,  3965,   (991 2),  (1983 1),    111101111101, {5 13 61}
  34,  4399,  (2199 1),   (275 4),   1000100101111, {53 83}
  34,  7063,  (3531 1),   (883 3),   1101110010111, {7 1009}
  34,  7065,   (883 3),  (3533 1),   1101110011001, {3 5 157}
  34,  7073,   (221 5),  (3537 1),   1101110100001, {11 643}
  34,  7079,  (3539 1),   (885 3),   1101110100111, {7079}
  34,  7081,   (885 3),  (3541 1),   1101110101001, {73 97}
  34,  7147,  (3573 1),  (1787 2),   1101111101011, {7 1021}
  34,  7151,  (3575 1),   (447 4),   1101111101111, {7151}
  34,  7157,  (1789 2),  (3579 1),   1101111110101, {17 421}
  34,  7165,  (1791 2),  (3583 1),   1101111111101, {5 1433}
  34,  7241,   (905 3),  (3621 1),   1110001001001, {13 557}
  34,  7263,  (3631 1),   (227 5),   1110001011111, {3 269}
  34,  7327,  (3663 1),   (229 5),   1110010011111, {17 431}
  34,  7329,   (229 5),  (3665 1),   1110010100001, {3 7 349}
  34,  7351,  (3675 1),   (919 3),   1110010110111, {7351}
  34,  7355,  (3677 1),  (1839 2),   1110010111011, {5 1471}
  34,  7377,   (461 4),  (3689 1),   1110011010001, {3 2459}
  34,  7379,  (3689 1),  (1845 2),   1110011010011, {47 157}
  34,  7473,   (467 4),  (3737 1),   1110100110001, {3 47 53}
  34,  7475,  (3737 1),  (1869 2),   1110100110011, {5 13 23}
  34,  7765,  (1941 2),  (3883 1),   1111001010101, {5 1553}
  34,  7793,   (487 4),  (3897 1),   1111001110001, {7793}
  34,  7811,  (3905 1),  (1953 2),   1111010000011, {73 107}
  34,  7821,  (1955 2),  (3911 1),   1111010001101, {3 11 79}
  34,  7831,  (3915 1),   (979 3),   1111010010111, {41 191}
  34,  7857,   (491 4),  (3929 1),   1111010110001, {3 97}
  34,  7859,  (3929 1),  (1965 2),   1111010110011, {29 271}
  34,  7869,  (1967 2),  (3935 1),   1111010111101, {3 43 61}
  34,  7889,   (493 4),  (3945 1),   1111011010001, {7 23}
  34,  7891,  (3945 1),  (1973 2),   1111011010011, {13 607}
  34,  7899,  (3949 1),  (1975 2),   1111011011011, {3 2633}
  34,  7913,   (989 3),  (3957 1),   1111011101001, {41 193}
  34,  7915,  (3957 1),  (1979 2),   1111011101011, {5 1583}
  34,  7925,  (1981 2),  (3963 1),   1111011110101, {5 317}
  34,  8799,  (4399 1),   (275 5),  10001001011111, {3 7 419}
  35,   161,     (5 5),    (81 1),        10100001, {7 23}
  35,   323,   (161 1),    (81 2),       101000011, {17 19}
  35,   645,   (161 2),   (323 1),      1010000101, {3 5 43}
  35,   651,   (325 1),   (163 2),      1010001011, {3 7 31}
  35,  1193,   (149 3),   (597 1),     10010101001, {1193}
  35,  1293,   (323 2),   (647 1),     10100001101, {3 431}
  35,  1297,    (81 4),   (649 1),     10100010001, {1297}
  35,  1303,   (651 1),   (163 3),     10100010111, {1303}
  35,  1311,   (655 1),    (41 5),     10100011111, {3 19 23}
  35,  1321,   (165 3),   (661 1),     10100101001, {1321}
  35,  2385,   (149 4),  (1193 1),    100101010001, {3 5 53}
  35,  2387,  (1193 1),   (597 2),    100101010011, {7 11 31}
  35,  2459,  (1229 1),   (615 2),    100110011011, {2459}
  35,  2491,  (1245 1),   (623 2),    100110111011, {47 53}
  35,  2581,   (645 2),  (1291 1),    101000010101, {29 89}
  35,  2595,  (1297 1),   (649 2),    101000100011, {3 5 173}
  35,  2603,  (1301 1),   (651 2),    101000101011, {19 137}
  35,  2605,   (651 2),  (1303 1),    101000101101, {5 521}
  35,  2619,  (1309 1),   (655 2),    101000111011, {3 97}
  35,  2623,  (1311 1),    (41 6),    101000111111, {43 61}
  35,  2641,   (165 4),  (1321 1),    101001010001, {19 139}
  35,  2643,  (1321 1),   (661 2),    101001010011, {3 881}
  35,  4715,  (2357 1),  (1179 2),   1001001101011, {5 23 41}
  35,  4719,  (2359 1),   (295 4),   1001001101111, {3 11 13}
  35,  4767,  (2383 1),   (149 5),   1001010011111, {3 7 227}
  35,  4771,  (2385 1),  (1193 2),   1001010100011, {13 367}
